classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
74,SALIF KEÏTA,,,,YAMORE,DECCA RECORDS FRANCE / DECCA,2024,42,Freddy Zerbib,Jean Lamoot,Salif Keïta,,,sample,​Yamore - Longus Mongus
75,WERENOI,,,,TU CONNAIS,BELIEVE / ALLPOINTS,2024,42,Ovicalaprod,,Werenoi,Ovicalaprod,2023-09-22,interpolation,Chaud* - Werenoi
76,BOUSS,,,,PARLER TOUT BAS,BELIEVE / LE GRAND CARRÉ / LEVEL UP MUSIC,2024,42,Sayen,Bruno Dias,Bouss,,2024-03-06,,
77,MAES,WERENOI,,,CORDILLÈRE,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2024,42,Barbe Noire,,Maes,Werenoi,2024-07-19,interpolation,Linke Spur - Made
78,SDM,,,,MAINTENANT ÇA VA,CAPITOL MUSIC FRANCE / CAPITOL,2024,42,H8MKRZ,Heezy Lee,SDM,,2024-09-27,,
79,THE WEEKND,,,,DANCING IN THE FLAMES,POLYDOR / UNIVERSAL MUSIC,2024,42,The Weeknd,Max Martin,The Weeknd,Max Martin,2024-09-13,sample,Dancing In The Daylight - David0Mario
80,FRANGLISH,,,,POSITION,CAPITOL MUSIC FRANCE / CAPITOL,2024,42,Maximilien Silva,Seny Silva,Franglish,,2024-02-16,,
81,SABRINA CARPENTER,,,,TASTE,POLYDOR / UNIVERSAL MUSIC,2024,42,John Ryan,Julian Bunetta,Sabrina Carpenter,Julia Michaels,2024-08-23,sample,use me - skaiwater
82,KEBLACK,,,,LAISSE MOI,BELIEVE / MOTEMA RECORDS,2024,42,Seny Silva,Maximilien Silva,KeBlack,,2023-09-08,,
83,VACRA,PLK,,,CONFIDENCES,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,42,Sneakyyy,,Vacra,PLK,2024-05-10,,
84,SHABOOZEY,,,,A BAR SONG,EMPIRE / AMERICAN DOGWOOD / EMPIRE,2024,42,Nevin,Sean Cook,Shaboozey,Jerrel Jones,2024-04-12,interpolation,Tipsy - J-Kwon
85,JENNIE,,,,MANTRA,SONY MUSIC ENTERTAINMENT / OA ENTERTAINMENT/COLUMBIA,2024,42,El Guincho,Șerban Cazan,Claudia Valentina,Jelli Dorman,2024-10-10,sample,KPOP - Eric Reprid
86,ZAHO DE SAGAZAN,,,,LA SYMPHONIE DES ÉCLAIRS,VIRGIN MUSIC FRANCE / DISPARATE,2024,42,Zaho de Sagazan,Pierre Cheguillaume,Zaho de Sagazan,,2023-03-31,,
87,HOZIER,,,,TOO SWEET,POLYDOR / UNIVERSAL MUSIC,2024,42,Bēkon,Hozier,Sergiu Gherman,Hozier,2024-03-22,interpolation,United State of Pop 2024 (Blame It On The Whiskey) - DJ Earworm
88,DASHA,,,,AUSTIN,WEA / WARNER RECORDS,2024,42,Travis Heidelman,,Adam Wendler,Chey Rose,2023-11-17,interpolation,United State of Pop 2024 (Blame It On The Whiskey) - DJ Earworm
89,LINKIN PARK,,,,HEAVY IS THE CROWN,WARNER / WARNER RECORDS,2024,42,Mike Shinoda,,Mike Shinoda,Emily Armstrong,2024-09-24,,
90,DON OMAR,LUCENZO,,,DANZA KUDURO,POLYDOR / YANIS RECORDS,2024,42,Lucenzo,Faouze Barkati,Don Omar,Lucenzo,2010-08-15,sample,Danza Kuduro - DJ Sanny J & Daniel Tek
91,GAZO,TIAKOLA,,,MAMI WATA,BSB PROD / M3LO WORLD / WATI B,2024,42,Nyadjiko,Shiruken Music,Gazo,Tiakola,2023-12-01,,
92,UZI,,,,50G,BELIEVE / RPB MUSIC,2024,42,Isko (FRA),Keybee On The Track,UZI (FRA),JKSN,2024-06-21,,
93,GIMS,,,,OHMA TOKITA,BELIEVE / PLAY TWO,2024,42,Young Bouba,,GIMS,H Magnum,2024-09-27,,
94,DAVID GUETTA,ONEREPUBLIC,,,I DON'T WANNA WAIT,WARNER / PARLOPHONE UK,2024,42,Ryan Tedder,Brent Kutzle,Ryan Tedder,Brent Kutzle,2024-04-05,sample,I Don’t Wanna Wait - Goldaine
95,DADJU,TAYC,,,I LOVE YOU,BELIEVE / PLAY TWO,2024,42,Nyadjiko,Yannick Péraste,Dadju,Tayc,2023-12-08,,
96,SANTA,,,,POPCORN SALÉ,WARNER / PARLOPHONE (FRANCE),2024,42,,,,,2022-03-25,,
97,RIDSA,,,,ROSA,BELIEVE / PLAY TWO,2024,42,,,,,,,
98,MARK AMBOR,,,,BELONG TOGETHER,VIRGIN MUSIC FRANCE / HUNDRED DAYS RECORDS,2024,42,Mark Ambor,Noel Zancanella,Mark Ambor,,2024-02-16,sample,Belong Together (Sped Up) - Lucky Socks
99,PLK,,,,FAUT PAS,PANENKA MUSIC,2024,42,Boumidjal,HoloMobb,PLK,JuL,2024-02-02,,
100,GIMS,LOSSA,,,LOCO,BELIEVE / PLAY TWO,2024,42,Young Bouba,,GIMS,Lossa (FRA),2024-01-26,,
101,BILLIE EILISH,,,,WILDFLOWER,POLYDOR / UNIVERSAL MUSIC,2024,42,FINNEAS,,Billie Eilish,FINNEAS,2024-05-17,interpolation,DID I CROSS THE LINE?.m4a - Billie Eilish
102,WERENOI,,,,PYRAMIDE,BELIEVE / ALLPOINTS,2024,42,BBP,,Werenoi,Damso,2024-02-16,,
103,NINHO,,,,LA VIE QU'ON MÈNE,REC. 118 / MAL LUNE MUSIC,2024,42,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
104,ARTEMAS,,,,I LIKE THE WAY YOU KISS ME,WEA / 10K PROJECTS,2024,42,Artemas,Kevin White,Artemas,Jesse Fink,2024-03-19,sample,Radio Guarascio 3 - Tutti Fenomeni
105,MR. BELT,WEZOL,,,IT'S NOT RIGHT BUT IT'S OKAY,SONY MUSIC ENTERTAINMENT,2024,42,,,,,,,
106,LOUANE,,,,LA PLUIE,ISLAND DEF JAM,2024,42,Tristan Salvati,,Louane,Tristan Salvati,2024-06-28,,
107,SOOLKING,,,,CASANOVA,CAPITOL MUSIC FRANCE / LAOBAN INTERNATIONAL / PANDOR,2024,42,Voluptyk,Nass Brans,Soolking,Gazo,2023-07-06,sample,1er Gaou - Magic System
108,COLDPLAY,,,,FEELSLIKEIMFALLINGINLOVE,WEA / PARLOPHONE UK,2024,42,Bill Rahko,Daniel Green,Chris Martin,Jonny Buckland,2024-06-21,sample,Funeral Singers - Sylvan Esso
109,THE WEEKND,,,,TIMELESS,POLYDOR / UNIVERSAL MUSIC,2024,42,Pharrell Williams,Ojivolta,The Weeknd,Pharrell Williams,2024-09-27,sample,Carti 00wns xmas - milo is jolly
110,SLIMANE,,,,MON AMOUR,CAPITOL MUSIC FRANCE / NOE MUSIC,2024,42,Yaacov Salah,Meïr Salah,Slimane,Meïr Salah,2023-11-08,sample,​dans les balles - ​abel31
111,LARTISTE,MAES,,,GUARDIA,BECAUSE / ZAYN CORPORATION,2024,42,Yannis Wade,,Lartiste,Maes,2024-10-04,,
112,DUA LIPA,,,,TRAINING SEASON,WEA / WARNER RECORDS,2024,42,Kevin Parker,,Dua Lipa,Caroline Ailin,2024-02-15,sample,ALL-STAR - Arce SDL
113,SDM,,,,DANS LA TÊTE DES GENS,CAPITOL MUSIC FRANCE / CAPITOL,2024,42,Junior Alaprod,,SDM,,2024-09-27,,
114,NIAKS,,,,'NDRANGHETA,WARNER / BYLKA PROD,2024,42,​​whyusoicy,,Niaks,Maes,2024-09-19,,
115,KEBLACK,,,,BABABA,BELIEVE / MOTEMA RECORDS,2024,42,Max & Seny,,KeBlack,,2024-09-27,,
116,HUGEL,,,,I ADORE YOU,POLYDOR / UNIVERSAL MUSIC,2024,42,HUGEL,Topic,HUGEL,Topic,2024-07-19,,
117,CYRIL,,,,STUMBLIN' IN,WEA / SPINNIN' RECORDS,2024,42,CYRIL,,Mike Chapman,Nicky Chinn,2023-11-10,sample,Stumblin’ In - Chris Norman
118,INDOCHINE,,,,LE CHANT DES CYGNES,RCA GROUP / SONY MUSIC ENTERTAINMENT,2024,42,,,Nicola Sirkis,,2024-06-14,,
119,WERENOI,,,,CHEMIN D'OR,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2024,42,Shiruken Music,,Werenoi,Shiruken Music,2023-03-10,,
120,COLDPLAY,,,,WE PRAY,WEA / PARLOPHONE,2024,42,Max Martin,Bill Rahko,Guy Berryman,Jonny Buckland,2024-08-23,interpolation,Free (Untitled/God) - SAULT
121,GRADUR,SDM,RSKO,,TI TI TI,AWAL / GRAND SHEGUEY,2024,42,Mbengi Beats,Berry Prod,SDM,Rsko,2024-06-14,,
122,JUL,13 ORGANISÉ,ALONZO,,BANDE ORGANISÉE 2,BELIEVE / RIEN 100 RIEN,2024,42,JuL,,SCH,Kofs,2024-08-15,interpolation,Bande organisée - 13 Organisé
123,MILEY CYRUS,,,,FLOWERS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,42,Kid Harpoon,Tyler Johnson,Miley Cyrus,Michael Pollack,2023-01-13,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
124,UZI,,,,GARS DU ZOO,BELIEVE / RPB MUSIC,2024,42,SHABZBEATZ,,UZI (FRA),,2024-03-01,sample,BUTTERFLY EFFECT - Travis Scott
125,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,ADA UK / WEA,2024,42,,,,,2011-08-16,,
126,JUL,DYSTINCT,,,OH QU'ELLE EST BELLE,BELIEVE / D'OR ET DE PLATINE,2024,42,Unleaded,YAM,DYSTINCT,JuL,2024-01-19,,
127,TRAVIS SCOTT,,,,FE!N,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2024,42,Travis Scott,Jahaan Sweet,Travis Scott,Playboi Carti,2023-07-28,sample,CÂȚI BANI FAC - NOUĂ UNȘPE
128,BOUSS,,,,RELATION LIBRE,BELIEVE / LE GRAND CARRÉ / LEVEL UP MUSIC,2024,42,Rekoba (FRA),,Bouss,,2024-05-01,,
129,NISKA,NINHO,KOBA LAD,,911,JEFE PRODUCTIONS / CHARO INC / WMF / UMF,2024,42,TripleNBeat,Nask,Ninho,Niska,2024-09-06,sample,DJANGO - Maes
130,AMK,,,,THUG - NOUVELLE ÉCOLE,NETFLIX,2024,42,Shayaa,,AMK,,2024-07-19,,
131,KORE,HAMZA,,,LALLA,SONY MUSIC ENTERTAINMENT / RCA GROUP,2024,42,Kore,,Hamza,,2024-05-24,,
132,COLDPLAY,,,,VIVA LA VIDA,WEA / PARLOPHONE UK,2024,42,Brian Eno,Markus Dravs,Chris Martin,Guy Berryman,2008-05-25,sample,Fallen Primadonna - Himynameisshan.
133,HEUSS L'ENFOIRÉ,GAZO,,,SAIYAN,BELIEVE / 150 PROD / STRAW PRODUCTION,2024,42,Zeg P,,Gazo,Heuss L’enfoiré,2023-06-02,sample,COWBOY RACISTE - Madi Polochon (crazy 🕺🪩)
134,THE WEEKND,,,,SAVE YOUR TEARS,POLYDOR / UNIVERSAL MUSIC FRANCE,2024,42,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
135,TIAKOLA,,,,PROTECT,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,42,Gaetan Judd,Marco Bernardis,Tiakola,Merveille,2024-09-20,,
136,GREEN MONTANA,SDM,,,BARCELONA92,CAPITOL MUSIC FRANCE / CAPITOL,2024,42,Shiruken Music,,Green Montana,SDM,2024-04-05,,
137,TIAKOLA,,,,MEUDA,WATI-B,2024,42,Oath (NLD),,Tiakola,Oath (NLD),2022-05-27,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
138,AYA NAKAMURA,,,,42,WARNER / REC.118 / NAKAMURA INDUSTRIE,2024,42,Aya Nakamura,Seysey,Aya Nakamura,Seysey,2024-06-19,,
139,JÉRÉMY FREROT,,,,ADIEU,BELIEVE / 6&7,2024,42,,,Jérémy Frérot,Laurent Lamarca,2024-04-22,,
140,IÑIGO QUINTERO,,,,SI NO ESTÁS,BELIEVE / ACQUSTIC,2024,42,iñigo quintero,,iñigo quintero,,2022-09-23,sample,Wenn du lächelst - Milano
141,KAVINSKY,,,,NIGHTCALL,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2024,42,Kavinsky,Guy-Manuel de Homem-Christo,Kavinsky,Guy-Manuel de Homem-Christo,2010-04-02,sample,Водитель (Driver) - 🌬Isiz
142,CENTRAL CEE,JRK 19,,,BOLIDE NOIR,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,42,Harrison Dock,,Central Cee,JRK 19,2024-08-22,interpolation,Doja - Central Cee
143,JUL,,,,IL PLEUT DES BALLES,BELIEVE / D'OR ET DE PLATINE,2024,42,Boumidjal,HoloMobb,JuL,SDM,2024-06-07,,
144,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2024,42,HuFel Beatz,,Werenoi,,2022-08-08,,
145,REMA,,,,CALM DOWN,VIRGIN MUSIC FRANCE / MAVIN RECORDS / JONZING WORLD,2024,42,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
146,KALASH,,,,LAPTOP,BELIEVE / PLAY TWO,2024,42,DJ Digital,Axel Lijay,Maureen,Kalash,2022-04-29,,
147,MHD,,,,KATA,ARTSIDE / NENSO,2024,42,Chris Hamiwest,MHD,MHD,,2024-09-13,,
148,THE NEIGHBOURHOOD,,,,SWEATER WEATHER,SONY MUSIC CATALOGUE / THE [R]EVOLVE GROUP,2024,42,Emile Haynie,,Jeremy Freedman,Zach Abels,2012-03-28,sample,Don’t Kome 2 My Funeral - Young Slo-Be
149,SDM,,,,MR. OCHO,CAPITOL MUSIC FRANCE / CAPITOL,2024,42,H8MKRZ,,SDM,H8MKRZ,2022-12-02,,
150,PLK,GAZO,,,ÇA MÈNE À RIEN,PANENKA MUSIC,2024,42,Anne Raveneau,Boumidjal,PLK,Gazo,2024-01-19,,
151,AMY WINEHOUSE,,,,BACK TO BLACK,POLYDOR / UNIVERSAL MUSIC,2024,42,Mark Ronson,,Mark Ronson,Amy Winehouse,2006-10-27,sample,BACK TO BLACK - Organize
152,DA UZI,,,,MICHAEL JORDAN,WARNER / REC. 118 / VRAI2VRAI PRODUCTION,2024,42,BBP,,​DA Uzi,,2024-03-08,,
153,H.E.M,,,,ZINZIN,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2024,42,,,H.E.M (FRA),,2024-07-28,,
154,DAMSO,,,,MACARENA,CARTHAGE MUSIC,2024,42,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
155,DUA LIPA,,,,HOUDINI,WEA / WARNER RECORDS,2024,42,Danny L Harle,Kevin Parker,Dua Lipa,Caroline Ailin,2023-11-09,interpolation,Demeanor - Pop Smoke
156,BILLIE EILISH,,,,CHIHIRO,POLYDOR / UNIVERSAL MUSIC,2024,42,FINNEAS,,Billie Eilish,FINNEAS,2024-05-17,sample,BONUS: song for my best friend wherever he is - 1un4
157,VANCE JOY,,,,RIPTIDE,WEA / ATLANTIC,2024,42,John Castle,Edwin White,Vance Joy,,2013-03-22,sample,It seems it was all for naught - CHAOSVERUM
158,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2024,42,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
159,K2S,,,,DOUGIE,BELIEVE / PLAY TWO,2024,42,A.J Honcho,Young Madz,K2S,,2024-06-14,interpolation,Teach Me How to Dougie - Cali Swag District
160,WERENOI,,,,MAUDIT,BELIEVE / ALLPOINTS,2024,42,Noxious,,Werenoi,Hamza,2024-02-16,,
161,MORAD,GIMS,SATIVA MUSIC,,SEYA,BELIEVE / SATIVA MUSIC,2024,42,Renaud Rebillaud,,Morad,GIMS,2023-10-06,,
162,JOSEPH KAMEL,,,,BEAU,SONY MUSIC ENTERTAINMENT / DUCHESS PUBLISHING,2024,42,Joseph Kamel,Alban Lico,Joseph Kamel,,2023-10-26,,
163,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,42,MarvelPro,,Vacra,,2022-11-10,,
164,THE WEEKND,,,,BLINDING LIGHTS,POLYDOR / UNIVERSAL MUSIC FRANCE,2024,42,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
165,LINKIN PARK,,,,IN THE END,CATALOGUE MARKETING CLASSIQUE / WARNER RECORDS,2024,42,Don Gilmore,,Mr. Hahn,Rob Bourdon,2000-10-24,sample,Забвение (Oblivion) - TIRANGLL
166,ZOLA,KOBA LAD,,,TEMPS EN TEMPS,SONY MUSIC ENTERTAINMENT / TRUTH RECORDS / AWA / BMF,2024,42,Kore,Aurélien Mazin,Koba LaD,Zola,2024-01-12,,
167,SLIMANE,,,,RÉSISTER,CAPITOL MUSIC FRANCE / NOE MUSIC,2024,42,Meïr Salah,Yaacov Salah,Slimane,,2024-06-14,,
168,BOUSS,,,,COLORÉ,BELIEVE / LE GRAND CARRÉ / LEVEL UP MUSIC,2024,42,Phobos On The Track,Big Bou,Bouss,,2024-06-12,,
169,HELENA,,,,SUMMER BODY,SONY MUSIC ENTERTAINMENT / RCA GROUP,2024,42,Jonathan Cagne,Vincha,Helena (BEL),Vincha,2024-06-21,,
170,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2024,42,,,,,,,
171,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,POLYDOR / UNIVERSAL MUSIC FRANCE,2024,42,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
172,BOUSS,,,,MIRAGE,BELIEVE / LE GRAND CARRÉ / LEVEL UP MUSIC,2024,42,p2wider,,Bouss,,2023-11-03,,
173,CHARLI XCX,,,,SYMPATHY IS A KNIFE,WEA / ATLANTIC RECORDS,2024,42,Finn Keane,Charli xcx,Charli xcx,Finn Keane,2024-06-07,sample,can you guess who my fav character is? - water dragon
174,HOUARI,JUL,,,VANILLÉE,BELIEVE / RIEN 100 RIEN,2024,42,Almess Beats,,Houari,JuL,2024-06-21,,
175,MAES,,,,SURVIE,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2024,42,Bankai (FRA),,Maes,Ninho,2024-05-23,,
176,EMINEM,,,,MOCKINGBIRD,POLYDOR / UNIVERSAL MUSIC,2024,42,Luis Resto,Eminem,Eminem,Luis Resto,2004-11-12,sample,1995 - Samra
177,IMAGINE DRAGONS,,,,DEMONS,POLYDOR / INTERSCOPE RECORDS,2024,42,Alex da Kid,,Dan Reynolds,Wayne Sermon,2013-01-23,sample,​i started the UTSC to dariacore pipeline - ‍xaev
178,DINOS,,,,PLACEBO,BECAUSE / SPKTAQLR,2024,42,Heizenberg,Chapo,Dinos,,2018-12-07,,
179,TIAKOLA,,,,FORMIDABLE,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,42,WhYJay,LiTek,Tiakola,,2024-09-16,,
180,CORNEILLE,AYA NAKAMURA,TRINIX,,AVEC CLASSE,WLAB,2024,42,Corneille,,Corneille,,,,
181,WERENOI,,,,DANS UN VERRE,BELIEVE / ALLPOINTS,2024,42,RJacks & Masta,,SDM,Werenoi,2024-02-16,,
182,INDILA,,,,DERNIÈRE DANSE,ISLAND DEF JAM,2024,42,Skalpovich,,Indila,Skalpovich,2013-11-13,sample,Parce que tu crois - Charles Aznavour
183,LORD HURON,PHOEBE BRIDGERS,,,THE NIGHT WE MET,PIAS FRANCE / PLAY IT AGAIN SAM,2024,42,Ben Schneider,,Ben Schneider,,2015-02-09,sample,Fallen Vulture - ​evntura
184,TAYC,,,,LE TEMPS,BELIEVE / PLAY TWO,2024,42,Tayc,Nyadjiko,Tayc,,2021-02-26,interpolation,SUMMER 2021 - L.E.J
185,LANA DEL REY,,,,SUMMERTIME SADNESS,POLYDOR,2024,42,Emile Haynie,,Lana Del Rey,Rick Nowels,2012-01-27,sample,Marlon Brando - Caneda
186,BRAAKS,,,,MINUIT PILE,ORCHARD / FUNFAIR RECORDS,2024,42,,,,,,,
187,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2024,42,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
188,NINHO,,,,DIS-MOI QUE TU M'AIMES,REC. 118 / MAL LUNE MUSIC,2024,42,DJ Quick,Nice (FRA),Ninho,,2016-10-21,,
189,BOUSS,,,,LES HEURES,BELIEVE / LE GRAND CARRÉ / LEVEL UP MUSIC,2024,42,Kaem,Keybee On The Track,Bouss,,2024-04-30,,
190,IMAGINE DRAGONS,,,,BELIEVER,POLYDOR / INTERSCOPE RECORDS,2024,42,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2017-02-01,sample,Novo Dono dos Miraculous - Venum Beats
191,YORSSY,,,,RACKS - BOOSKA NOUVELLE ÉCOLE,NETFLIX,2024,42,Heizenberg,Ken & Ryu,Yorssy,,2024-08-02,,
192,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2024,42,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
193,IMAGINE DRAGONS,,,,EYES CLOSED,POLYDOR / UNIVERSAL MUSIC,2024,42,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2024-04-03,interpolation,Ultimate Imagine Dragons Megamix Mashup - SuperSmashBros123
194,LINKIN PARK,,,,NUMB,CATALOGUE MARKETING CLASSIQUE / WARNER BROS,2024,42,Don Gilmore,Brad Delson,Mr. Hahn,Dave Farrell,2003-09-08,sample,SpellNumb - CODE80
195,WERENOI,,,,MAUVAISE,BELIEVE / ALLPOINTS,2024,42,Aurélien Mazin,Kore,Werenoi,Aurélien Mazin,2023-09-22,,
196,JUL,,,,J'OUBLIE TOUT,MUSICAST / LIGA ONE INDUSTRY,2024,42,JuL,,JuL,,2014-02-23,sample,Fluch - Azet
197,OFENBACH,NORMA JEAN MARTINE,,,OVERDRIVE,WARNER / ELEKTRA FRANCE,2024,42,Jen Jis,Ofenbach,Alexander Hauer,César Laurent de Rummel,2023-10-06,interpolation,Cambodia - Kim Wilde
198,CÉLINE DION,,,,J'IRAI OÙ TU IRAS,SONY MUSIC ENTERTAINMENT / SONY MUSIC CANADA,2024,42,Jean-Jacques Goldman,,Jean-Jacques Goldman,,1995-03-30,,
199,P.L.L,,,,SHATTIMENT,BELIEVE / MAFIA ENDEMIK © MUSIC GROUP,2024,42,,,,,,,
200,NINHO,,,,PUTANA,REC. 118 / MAL LUNE MUSIC,2024,42,Noxious,,Ninho,,2019-03-22,interpolation,Bananza (Belly Dancer) - Akon
1,SDM,,,,CARTIER SANTOS,CAPITOL MUSIC FRANCE / 92I / CAPITOL,2024,43,Atake,Fabio Aguilarr,SDM,,2024-09-27,interpolation,Solitaire - Zed
2,SDM,,,,POUR ELLE,CAPITOL MUSIC FRANCE / 92I / CAPITOL,2024,43,Myth Syzer,,SDM,,2024-09-27,interpolation,Il avait les mots - Sheryfa Luna
3,GIMS,,,,SOIS PAS TIMIDE,BELIEVE / PLAY TWO,2024,43,Young Bouba,,GIMS,,2024-07-19,,
4,GIMS,DYSTINCT,,,SPIDER,BELIEVE / PLAY TWO,2024,43,Maximum Beats,Young Bouba,GIMS,DYSTINCT,2024-05-10,,
5,BOUSS,,,,CA PARLE MAL,BELIEVE / LE GRAND CARRÉ / LEVEL UP MUSIC,2024,43,prodbyeros,,Bouss,,2024-06-21,,
6,WERENOI,,,,PÉTUNIAS,BELIEVE / ALLPOINTS,2024,43,RJacks & Masta,Keybee On The Track,Werenoi,,2024-10-04,,
7,GUY2BEZBAR,,,,MONACO,SONY MUSIC ENTERTAINMENT / BLUE MAGIC CORP,2024,43,DVGZ (Producer),Jona Beatz,Guy2Bezbar,,2024-07-11,interpolation,L’arène - Guy2Bezbar
8,TIAKOLA,,,,MANON B,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,43,Ponko,,Tiakola,Ryflo,2024-08-30,sample,I Can’t Wait - Akon
9,DR. YARO,,,,MINIMUM ÇA,DR. YARO,2024,43,Le Nomade,,Dr. Yaro,,2024-08-09,,
10,WERENOI FT GAZO,,,,LA FAMINE,BELIEVE / ALLPOINTS,2024,43,Feezy Beatz,,Gazo,Werenoi,2024-10-18,,
11,SDM,,,,TOKA,CAPITOL MUSIC FRANCE / 92I / CAPITOL,2024,43,Dany Synthé,,SDM,Hamza,2024-09-13,,
12,BOOBA,,,,DOLCE CAMARA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2024,43,Tysko,,Booba,SDM,2024-02-09,sample,Hot - Young Thug
13,CARBONNE,,,,IMAGINE,BELIEVE / PNM PRODUCTION / PLAY TWO,2024,43,Tosmah,Leo Landoeuer,Carbonne,,2024-05-03,,
14,LADY GAGA,BRUNO MARS,,,DIE WITH A SMILE,POLYDOR / UNIVERSAL MUSIC,2024,43,Lady Gaga,watt,Lady Gaga,Bruno Mars,2024-08-16,sample,Die With A Smile (Instrumental) - Lady Gaga
15,TIAKOLA,,,,PONA NINI,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,43,Shiruken Music,,Tiakola,Genezio,2024-09-20,,
16,ROSÉ,BRUNO MARS,,,APT.,WEA / ATLANTIC RECORDS,2024,43,Bruno Mars,Cirkut,ROSÉ,Amy Allen,2024-10-18,sample,NIGHT CLUB - PAGAGASSA
17,WERENOI,,,,C63,BELIEVE / ALLPOINTS,2024,43,Barbe Noire,Bumble,Werenoi,,2024-10-18,,
18,KAVINSKY,ANGÈLE,PHOENIX,,NIGHTCALL,"VIRGIN MUSIC FRANCE / LOYAUTÉ, ANGÈLE VL RECORDS, DEADCRUISER, RECORD MAKERS",2024,43,Kavinsky,Guy-Manuel de Homem-Christo,Kavinsky,Guy-Manuel de Homem-Christo,2010-04-02,sample,Водитель (Driver) - 🌬Isiz
19,SEVDALIZA,PABLLO VITTAR,YSEULT,,ALIBI,BELIEVE / TWISTED ELEGANCE,2024,43,Sevdaliza,Mathias Janmaat,Eyelar,Mathias Janmaat,2024-06-28,sample,Rosa - Totó La Momposina
20,KEBLACK,,,,BOUCAN,BELIEVE / MOTEMA RECORDS,2024,43,Max & Seny,,KeBlack,Franglish,2024-04-25,,
21,KAROL G,,,,SI ANTES TE HUBIERA CONOCIDO,POLYDOR / UNIVERSAL MUSIC,2024,43,Sky Rompiendo,Édgar Barrera,KAROL G,Édgar Barrera,2024-06-20,interpolation,SI NO TE HUBIERA CONOCIDO - Los Meconios
22,BILLIE EILISH,,,,BIRDS OF A FEATHER,POLYDOR / UNIVERSAL MUSIC,2024,43,FINNEAS,,Billie Eilish,FINNEAS,2024-05-17,sample,Getting Older - Billie Eilish
23,SANTA,,,,RECOMMENCE-MOI,999 PRODUCTIONS / PARLOPHONE,2024,43,,,Santa (FRA),,2024-03-21,,
24,SDM,,,,METALLICA,CAPITOL MUSIC FRANCE / 92I / CAPITOL,2024,43,Myth Syzer,,SDM,Werenoi,2024-09-27,,
25,WERENOI FT PLK,,,,EN PÉTARD,BELIEVE / ALLPOINTS,2024,43,DJ Bellek,Skillano,Werenoi,PLK,2024-10-18,,
26,GIMS,,,,OÙ ALLER,PLAY TWO,2024,43,Renaud Rebillaud,,GIMS,H Magnum,2018-03-23,,
27,NINHO,NISKA,,,COCO,JEFE PRODUCTIONS / CHARO INC / WMF / UMF,2024,43,Kan,Hard Level,Ninho,Niska,2024-07-12,,
