classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
180,GAZO,,,,FLEURS,BSB PROD,2024,10,Shiruken Music,,Tiakola,Gazo,2022-07-01,,
181,SDM,,,,MR. OCHO,CAPITOL MUSIC FRANCE / CAPITOL,2024,10,H8MKRZ,,SDM,H8MKRZ,2022-12-02,,
182,IMAGINE DRAGONS,,,,DEMONS,POLYDOR / INTERSCOPE RECORDS,2024,10,Alex da Kid,,Dan Reynolds,Wayne Sermon,2013-01-23,sample,​i started the UTSC to dariacore pipeline - ‍xaev
183,WERENOI,,,,CASSE BÉLIER,BELIEVE / ALLPOINTS,2024,10,IMAN (Producer),,Werenoi,,2024-02-16,,
184,BILL WITHERS,,,,AIN'T NO SUNSHINE,"SONY MUSIC ENTERTAINMENT / ULTRA RECORDS, LLC",2024,10,Booker T. Jones,,Bill Withers,,1971-06-17,sample,I Know What You Did Last Summer - Shawn Mendes
185,VANCE JOY,,,,RIPTIDE,WEA / ATLANTIC,2024,10,John Castle,Edwin White,Vance Joy,,2013-03-22,sample,It seems it was all for naught - CHAOSVERUM
186,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2024,10,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
187,BOB MARLEY,THE WAILERS,,,COULD YOU BE LOVED,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,10,Bob Marley,Chris Blackwell,Bob Marley,,1980-06-10,sample,Judge Not! - Bob Marley
188,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,BELIEVE / PLAY TWO,2024,10,,,Sébastien Gourseyrol,,2017-07-02,,
189,YSEULT,,,,CORPS,NAIVE,2024,10,Romain Descampe,Egil “Ziggy” Franzén,Yseult,,2019-10-18,,
190,JOSMAN,,,,J'AIME BIEN!,IDOL / CHOKE INDUSTRY,2024,10,Josman,,Josman,,2018-09-14,,
191,NAPS,,,,C'EST CARRÉ LE S,BELIEVE / OK MANY INDUSTRIE / ALLPOINTS,2024,10,Shiruken Music,Kalif Hardcore,Naps,Ninho,2023-04-28,,
192,MENTISSA,,,,ET BAM,BELIEVE / TÔT OU TARD,2024,10,Vianney,,Vianney,,2021-11-11,,
193,NINHO,,,,DIS-MOI QUE TU M'AIMES,REC. 118 / MAL LUNE MUSIC,2024,10,DJ Quick,Nice (FRA),Ninho,,2016-10-21,,
194,WERENOI,,,,INTRO MORPHÉE,BELIEVE / ALLPOINTS,2024,10,Wild MT,,Werenoi,,2024-02-16,,
195,THERAPIE TAXI,,,,ETÉ 90,PANENKA MUSIC,2024,10,Vincent Duteuil,Zaoui,,,2021-01-08,,
196,FRANGLISH,,,,SI T'ES PAS LÀ,CAPITOL MUSIC FRANCE / CAPITOL,2024,10,StillNaS,BGRZ,Franglish,BGRZ,2024-01-26,interpolation,1er Gaou - Magic System
197,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,10,MarvelPro,,Vacra,,2022-11-10,,
198,THE WEEKND/PLAYBOI CARTI/MADONNA,,,,POPULAR,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,10,,,,,2023-06-02,,
199,OBOY,,,,AVEC TOI,BELIEVE / 6&7,2024,10,Le Side,,OBOY,,2019-07-12,,
200,DADJU,TAYC,,,LE CONTRAT,BELIEVE / PLAY TWO,2024,10,P2J,BlackDoe,Singuila,Dadju,2024-02-16,,
1,PIERRE GARNIER,,,,CEUX QU'ON ÉTAIT,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,11,Marso (FRA),,Pierre Garnier,Joseph Kamel,2024-02-07,,
2,BENSON BOONE,,,,BEAUTIFUL THINGS,"WEA / NIGHT STREET RECORDS, INC./WARNER RECORDS INC.",2024,11,Evan Blair,,Benson Boone,Jack LaFrantz,2024-01-18,sample,KESHA IS BEELZEBUB - LoonaGooner
3,JUNGELI,,,,PETIT GÉNIE,"CAPITOL MUSIC FRANCE / NEXT GÉNÉRATION, 2054 RECORDS, FULGU PROD",2024,11,DJ Wiils,,Jungeli,Abou Debeing,2023-08-04,,
4,WERENOI,,,,PYRAMIDE,BELIEVE / ALLPOINTS,2024,11,BBP,,Werenoi,Damso,2024-02-16,,
5,DADJU,TAYC,,,I LOVE YOU,BELIEVE / PLAY TWO,2024,11,Nyadjiko,Yannick Péraste,Dadju,Tayc,2023-12-08,,
6,GAZO,TIAKOLA,,,MAMI WATA,BSB PROD / M3LO WORLD / WATI B,2024,11,Nyadjiko,Shiruken Music,Gazo,Tiakola,2023-12-01,,
7,AYA NAKAMURA,AYRA STARR,,,HYPÉ,WARNER / REC.118 / NAKAMURA INDUSTRIE,2024,11,Chef Bandit,,Aya Nakamura,,2024-01-26,,
8,TEDDY SWIMS,,,,LOSE CONTROL,WEA / WARNER RECORDS,2024,11,Ammo,Julian Bunetta,Teddy Swims,Ammo,2023-06-23,interpolation,United State of Pop 2024 (Blame It On The Whiskey) - DJ Earworm
9,BEYONCÉ,,,,TEXAS HOLD 'EM,SONY MUSIC ENTERTAINMENT / PARKWOOD ENTERTAINMENT/COLUMBIA,2024,11,Beyoncé,Killah B,Beyoncé,Raphael Saadiq,2024-02-11,sample,Xecas Hold ’Em - Tocanna
10,FRANGLISH,,,,POSITION,CAPITOL MUSIC FRANCE / CAPITOL,2024,11,Maximilien Silva,Seny Silva,Franglish,,2024-02-16,,
11,WERENOI,,,,MAUDIT,BELIEVE / ALLPOINTS,2024,11,Noxious,,Werenoi,Hamza,2024-02-16,,
12,IÑIGO QUINTERO,,,,SI NO ESTÁS,BELIEVE / ACQUSTIC,2024,11,iñigo quintero,,iñigo quintero,,2022-09-23,sample,Wenn du lächelst - Milano
13,ZAHO DE SAGAZAN,,,,LA SYMPHONIE DES ÉCLAIRS,VIRGIN MUSIC FRANCE / DISPARATE,2024,11,Zaho de Sagazan,Pierre Cheguillaume,Zaho de Sagazan,,2023-03-31,,
14,SANTA,,,,POPCORN SALÉ,WARNER / PARLOPHONE (FRANCE),2024,11,,,,,2022-03-25,,
15,DUA LIPA,,,,HOUDINI,WEA / WARNER RECORDS,2024,11,Danny L Harle,Kevin Parker,Dua Lipa,Caroline Ailin,2023-11-09,interpolation,Demeanor - Pop Smoke
16,KEBLACK,,,,LAISSE MOI,BELIEVE / MOTEMA RECORDS,2024,11,Seny Silva,Maximilien Silva,KeBlack,,2023-09-08,,
17,TATE MCRAE,,,,GREEDY,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2024,11,Ryan Tedder,Jasper Harris,Tate McRae,Amy Allen,2023-09-15,sample,Promiscuous - Nelly Furtado
18,FAVÉ,,,,FLASHBACK,BELIEVE / 109 RECORD / MORNING GLORY MUSIC / BELIEVE,2024,11,DJ Bellek,Sam Tiba,Gazo,Favé (FRA),2023-09-15,,
19,KEBLACK,,,,AUCUNE ATTACHE,BELIEVE / MOTEMA RECORDS,2024,11,Max & Seny,,KeBlack,,2024-02-02,,
20,ARIANA GRANDE,,,,"YES, AND?",ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Max Martin,2024-01-12,sample,"​yes, and? (CupcakKe Remix) - Mxwlch03"
21,JECK,,,,PARAPLUIE,BELIEVE / PLAY TWO,2024,11,Erick Ness,,Erick Ness,Alex Keil,2023-08-24,,
22,ARIANA GRANDE,,,,WE CAN'T BE FRIENDS,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,,,,,,,
23,SOOLKING,,,,CASANOVA,CAPITOL MUSIC FRANCE / LAOBAN INTERNATIONAL / PANDOR,2024,11,Voluptyk,Nass Brans,Soolking,Gazo,2023-07-06,sample,1er Gaou - Magic System
24,BOOBA,,,,DOLCE CAMARA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2024,11,Tysko,,Booba,SDM,2024-02-09,sample,Hot - Young Thug
25,ZOLA,KOBA LAD,,,TEMPS EN TEMPS,SONY MUSIC ENTERTAINMENT / TRUTH RECORDS / AWA / BMF,2024,11,Kore,Aurélien Mazin,Koba LaD,Zola,2024-01-12,,
26,WERENOI,,,,DANS UN VERRE,BELIEVE / ALLPOINTS,2024,11,RJacks & Masta,,SDM,Werenoi,2024-02-16,,
27,GIMS,LOSSA,,,LOCO,BELIEVE / PLAY TWO,2024,11,Young Bouba,,GIMS,Lossa (FRA),2024-01-26,,
28,WERENOI,,,,TU CONNAIS,BELIEVE / ALLPOINTS,2024,11,Ovicalaprod,,Werenoi,Ovicalaprod,2023-09-22,interpolation,Chaud* - Werenoi
29,OFENBACH,NORMA JEAN MARTINE,,,OVERDRIVE,WARNER / ELEKTRA FRANCE,2024,11,Jen Jis,Ofenbach,Alexander Hauer,César Laurent de Rummel,2023-10-06,interpolation,Cambodia - Kim Wilde
30,TIAKOLA,,,,X,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,11,Tarik Azzouz,Ikaz Boi,Tiakola,,2024-03-03,sample,Carjack Chiraq - Niska
31,PLK,GAZO,,,ÇA MÈNE À RIEN,PANENKA MUSIC,2024,11,Anne Raveneau,Boumidjal,PLK,Gazo,2024-01-19,,
32,CORNEILLE,AYA NAKAMURA,TRINIX,,AVEC CLASSE - SINGLE,WLAB,2024,11,,,,,,,
33,JUL,SDM,,,J'FAIS PLAISIR À LA ZONE,BELIEVE / D'OR ET DE PLATINE,2024,11,Boumidjal,HoloMobb,JuL,SDM,2023-12-08,,
34,SIA,,,,GIMME LOVE,WEA / ATLANTIC RECORDS,2024,11,Jesse Shatkin,,Sia,Jesse Shatkin,2023-09-13,interpolation,Lighthouse - Georgia Ku
35,SLIMANE,,,,MON AMOUR,CAPITOL MUSIC FRANCE / NOE MUSIC,2024,11,Yaacov Salah,Meïr Salah,Slimane,Meïr Salah,2023-11-08,sample,​dans les balles - ​abel31
36,KAARIS,,,,PANAMA,VIRGIN MUSIC FRANCE / OG RECORDS,2024,11,Ponko,,Kaaris,Hamza,2023-12-15,,
37,PLK,,,,FAUT PAS,PANENKA MUSIC,2024,11,Boumidjal,HoloMobb,PLK,JuL,2024-02-02,,
38,MAES,,,,4MOTION,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2024,11,Black Eagle Beats,,Maes,PLK,2024-02-29,sample,Allumés - Prod.MxAI
39,SDM,,,,BOLIDE ALLEMAND,CAPITOL MUSIC FRANCE / CAPITOL,2024,11,Berry Prod,Yopsy,SDM,Berry Prod,2022-12-02,interpolation,Rihanna - SDM
40,SOPHIE ELLIS-BEXTOR,,,,MURDER ON THE DANCEFLOOR,POLYDOR / UNIVERSAL MUSIC,2024,11,Gregg Alexander,Matt Rowe,Gregg Alexander,Sophie Ellis-Bextor,2001-12-03,sample,Love Me Not - Skepta
41,KYGO,AVA MAX,,,WHATEVER,SONY MUSIC ENTERTAINMENT / KYGO/RCA RECORDS,2024,11,Kygo,Petey Martin,Kygo,Petey Martin,2024-01-19,interpolation,"Whenever, Wherever - Shakira"
42,DISTURBED,,,,THE SOUND OF SILENCE,WEA / SPINNIN' RECORDS,2024,11,Kevin Churko,,Paul Simon,,2015-08-21,sample,Sound Of Life - Dean Aguiar
43,LOREEN,,,,IS IT LOVE,POLYDOR,2024,11,Rami,,Loreen,Dag Lundberg,2023-10-13,,
44,TAM SIR,,,,COUP DU MARTEAU,BELIEVE / CISUM,2024,11,CISUM,,Tam Sir,,2023-12-08,interpolation,Le coup du marteau - XXXXMLZ
45,WERENOI,,,,CHEMIN D'OR,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2024,11,Shiruken Music,,Werenoi,Shiruken Music,2023-03-10,,
46,YG MARLEY,,,,PRAISE JAH IN THE MOONLIGHT,YG MARLEY MUSIC,2024,11,YG Marley,Lauryn Hill,YG Marley,Lauryn Hill,2023-12-27,sample,Crisis - Bob Marley & The Wailers
47,BOOBA,,,,SAGA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2024,11,Wassil,,Booba,,2024-02-09,,
48,YAMÊ,,,,BÉCANE - A COLORS SHOW,COLORSXSTUDIOS,2024,11,Yamê (FRA),Pandrezz,Yamê (FRA),,2023-06-02,,
49,MILEY CYRUS,,,,FLOWERS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,11,Kid Harpoon,Tyler Johnson,Miley Cyrus,Michael Pollack,2023-01-13,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
50,TOM ODELL,,,,ANOTHER LOVE,COLUMBIA / ITNO/COLUMBIA,2024,11,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
51,HEUSS L'ENFOIRÉ,GAZO,,,SAIYAN,BELIEVE / 150 PROD / STRAW PRODUCTION,2024,11,Zeg P,,Gazo,Heuss L’enfoiré,2023-06-02,sample,COWBOY RACISTE - Madi Polochon (crazy 🕺🪩)
52,TAYLOR SWIFT,,,,CRUEL SUMMER,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Taylor Swift,Jack Antonoff,St. Vincent,Jack Antonoff,2019-08-23,sample,Cruel Number - David0Mario
53,DAVID GUETTA,KIM PETRAS,,,WHEN WE WERE YOUNG,WARNER / PARLOPHONE UK,2024,11,David Guetta,T.I Jakke,David Guetta,T.I Jakke,2023-11-10,interpolation,The Logical Song - Supertramp
54,WERENOI,,,,16.02.2024,BELIEVE / ALLPOINTS,2024,11,2K (FRA),Gancho,Werenoi,,2024-02-07,,
55,DUA LIPA,,,,TRAINING SEASON,WEA / WARNER RECORDS,2024,11,Kevin Parker,,Dua Lipa,Caroline Ailin,2024-02-15,sample,ALL-STAR - Arce SDL
56,WERENOI,,,,LABORATOIRE,BELIEVE / PGP RECORDS,2024,11,Evi Beats,,Werenoi,Evi Beats,2023-03-10,,
57,PLK,,,,IL PLEUT À PARIS,PANENKA MUSIC,2024,11,Boumidjal,HoloMobb,PLK,,2024-01-19,,
58,ARIANA GRANDE,,,,THE BOY IS MINE,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Max Martin,2024-03-08,interpolation,The Boy Is Mine - Brandy
59,ARIANA GRANDE,,,,BYE,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Max Martin,2024-03-08,,
60,SHAY,NISKA,,,SANS COEUR,BECAUSE / JOLIE GARCE RECORDS / BECAUSE MUSIC,2024,11,Shay,Jo A Touch,Shay,Niska,2023-11-10,,
61,DJO,,,,END OF BEGINNING,ORCHARD / DJO,2024,11,Djo,Adam Thein,Djo,Adam Thein,2022-09-16,sample,Back To The Go - Chance the Rapper
62,ARIANA GRANDE,,,,TRUE STORY,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Max Martin,2024-03-08,sample,Cry Me a River - Justin Timberlake
63,JOSEPH KAMEL,,,,CELUI QUI PART,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,11,Alban Lico,,Joseph Kamel,Léo Chatelier,2023-06-09,,
64,DAVID KUSHNER,,,,DAYLIGHT,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2024,11,Rob Kirwan,,Livingston,Boon,2023-04-14,sample,Last Time - Eli Youngblood
65,DOJA CAT,,,,PAINT THE TOWN RED,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2024,11,Earl on the Beat,Karl Rubin,Doja Cat,DJ Replay,2023-08-04,sample,Walk On By - Dionne Warwick
66,UZI/SDM,,,,PANAMA,BELIEVE / RPB MUSIC,2024,11,Isko (FRA),Noxious,UZI (FRA),SDM,2024-02-16,,
67,GAZO,TIAKOLA,,,NOTRE DAME,BSB PROD / M3LO WORLD / WATI B,2024,11,SHK,Eliasodt (Elias),Gazo,Tiakola,2023-12-01,,
68,VACRA,,,,YOGA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2024,11,Narco Verra,Marty Bogo,Vacra,Josman,2024-03-08,,
69,WERENOI,,,,LOCATION,BELIEVE / ALLPOINTS,2024,11,Barbe Noire,,Werenoi,,2024-02-16,,
70,BENNETT,,,,VOIS SUR TON CHEMIN,WEA / WARNER MUSIC CENTRAL EUROPE,2024,11,,,,,2004-01-01,,
71,WERENOI,,,,LA LEAGUE,BELIEVE / PGP RECORDS,2024,11,Robin Crollet,,Werenoi,,2021-03-03,,
72,LOREEN,,,,TATTOO,POLYDOR,2024,11,Thomas G:son,Peter Boström,Loreen,Cazzi Opeia,2023-02-25,sample,Tattoo - Malin Akerman
73,KENYA GRACE,,,,STRANGERS,WEA / WARNER RECORDS/MAJOR RECORDINGS,2024,11,Kenya Grace,,Kenya Grace,,2023-09-01,sample,л0маYOU (⁠´⁠∩⁠｡⁠•⁠ ⁠ᵕ⁠ ⁠•⁠｡⁠∩⁠`⁠) - N0TINIGΛMI
74,ARIANA GRANDE,,,,SUPERNATURAL,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Max Martin,2024-03-08,sample,brighter days ahead (Script) - Movie Scripts
75,ARIANA GRANDE,,,,ETERNAL SUNSHINE,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Max Martin,Ariana Grande,Ariana Grande,Max Martin,2024-03-08,sample,Just for Now - Imogen Heap
76,VIANNEY,KENDJI GIRAC,SOPRANO,,JE SUIS FOU,BELIEVE / TÔT OU TARD,2024,11,Renaud Rebillaud,,Vianney,Soprano,2023-11-10,,
77,REMA,,,,CALM DOWN,VIRGIN MUSIC FRANCE / MAVIN RECORDS / JONZING WORLD,2024,11,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
78,REEZY,,,,PENNY,SONY MUSIC ENTERTAINMENT / FOUR MUSIC/TEENAGER FOREVER,2024,11,Ambezza,Tom Levesque,reezy,Hamza,2024-03-08,,
79,WERENOI,,,,ANIMAL,BELIEVE / ALLPOINTS,2024,11,Barbe Noire,,Werenoi,,2024-02-16,,
80,INDILA,,,,DERNIÈRE DANSE,ISLAND DEF JAM,2024,11,Skalpovich,,Indila,Skalpovich,2013-11-13,sample,Parce que tu crois - Charles Aznavour
81,TYLA,,,,WATER,SONY MUSIC ENTERTAINMENT / FAX RECORDS/EPIC,2024,11,Sammy Soso,Rayo,Tyla,Sammy Soso,2023-07-28,sample,Without My Heart - TDG
82,DAVE/TIAKOLA,,,,MERIDIAN,VIRGIN MUSIC FRANCE / NEIGHBOURHOOD RECORDINGS,2024,11,,,,,2023-08-24,,
83,ARIANA GRANDE,,,,DON'T WANNA BREAK UP AGAIN,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Max Martin,2024-03-08,,
84,TIAKOLA,,,,MEUDA,WATI-B,2024,11,Oath (NLD),,Tiakola,Oath (NLD),2022-05-27,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
85,WERENOI,,,,TÉLÉPHÉRIQUE,BELIEVE / ALLPOINTS,2024,11,2K (FRA),Gancho,Werenoi,,2024-02-16,,
86,GAZO,TIAKOLA,,,CARTIER,BSB PROD / M3LO WORLD / WATI B,2024,11,SHK,,Gazo,Tiakola,2023-12-01,,
87,LACRIM,,,,CORLEONE II,SONY MUSIC ENTERTAINMENT / PLATA O PLOMO,2024,11,Franklin (FRA),Chahid,Lacrim,,2024-03-06,sample,KATANA - DON XHONI
88,DUA LIPA,,,,DANCE THE NIGHT,WEA / ATLANTIC RECORDS,2024,11,Mark Ronson,Picard Brothers,Dua Lipa,Andrew Wyatt,2023-05-26,sample,Forget Me Nots - Patrice Rushen
89,JOSEPH KAMEL,,,,BEAU,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,11,Joseph Kamel,Alban Lico,Joseph Kamel,,2023-10-26,,
90,SATIVAMUSIC,MORAD,GIMS,,SEYA,BELIEVE / SATIVA MUSIC,2024,11,Renaud Rebillaud,,Morad,GIMS,2023-10-06,,
91,LOUANE,,,,SECRET,ISLAND DEF JAM,2024,11,Tristan Salvati,,Louane,,2022-10-09,interpolation,Secret (sad orchestra) - Louane
92,CYRIL,,,,STUMBLIN' IN,WEA / SPINNIN' RECORDS,2024,11,CYRIL,,Mike Chapman,Nicky Chinn,2023-11-10,sample,Stumblin’ In - Chris Norman
93,CASSÖ,RAYE,D-BLOCK EUROPE,,PRADA,SONY MUSIC ENTERTAINMENT / B1,2024,11,cassö,,RAYE,Adam Williams,2023-08-10,,
94,NINHO,,,,LA VIE QU'ON MÈNE,REC. 118 / MAL LUNE MUSIC,2024,11,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
95,WERENOI,,,,CHALEUR,BELIEVE / ALLPOINTS,2024,11,Floow On The Track,Le Marabout,Werenoi,Aya Nakamura,2024-02-16,,
96,JACK HARLOW,,,,LOVIN ON ME,WEA / GENERATION NOW/ATLANTIC,2024,11,OZ,Nik D,Jack Harlow,OZ,2023-11-10,sample,Whatever - Cadillac Dale
97,KYO,NUIT INCOLORE,,,JE COURS,SONY MUSIC ENTERTAINMENT / RCA GROUP,2024,11,,,,,2003-01-13,sample,When the Levee Breaks - Led Zeppelin
98,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2024,11,,,,,2011-08-16,,
99,JUNGELI,,,,T’ÉTAIS OÙ ?,CAPITOL MUSIC FRANCE / NEXT GENERATION - 2054 RECORDS,2024,11,DJ Wiils,,Jungeli,Vegedream,2024-02-02,,
100,TIAKOLA,LA FÈVE,,,SOLO,WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,11,Tarik Azzouz,Ikaz Boi,Tiakola,La Fève,2024-03-03,,
101,ARIANA GRANDE,,,,INTRO,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,TBHits,Travis Sayles,Victoria Monét,TBHits,2014-08-25,,
102,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
103,MERVEILLE,,,,CITADELLE,MERVEILLE,2024,11,Zafy,Gaby (FRA),Merveille,,2023-12-22,sample,DEO - JDK Johnny
104,WERENOI,,,,LA VIE DE STAR,BELIEVE / ALLPOINTS,2024,11,2K (FRA),Gancho,SCH,Maes,2024-02-16,,
105,PLK,,,,NOUVELLES,PANENKA MUSIC,2024,11,Senpaï Katchy,FREAKEY!,PLK,,2023-04-14,,
106,PLK,,,,ÉMOTIF,WAGRAM / PANENKA MUSIC,2024,11,,,Playboi Carti,,,interpolation,Paper - Playboi Carti
107,IMAGINE DRAGONS,,,,CHILDREN OF THE SKY,POLYDOR / INTERSCOPE RECORDS,2024,11,Mattman & Robin,Bethesda Softworks,Dan Reynolds,Wayne Sermon,2023-08-30,,
108,EVA,,,,BOTTEGA,CARTHAGE MUSIC / AYVI PRODUCTION,2024,11,Skuna,Rudynovski,Eva,Moona,2024-02-23,interpolation,robe blanche - Zélie
109,ZARA LARSSON,,,,ON MY LOVE,SONY MUSIC ENTERTAINMENT / SOMMER HOUSE/EPIC,2024,11,David Guetta,Giorgio Tuinfort,Zara Larsson,David Guetta,2023-09-15,,
110,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2024,11,,,,,,,
111,BILLIE EILISH,,,,"WHAT WAS I MADE FOR? [FROM THE MOTION PICTURE ""BARBIE""]",POLYDOR / UNIVERSAL MUSIC,2024,11,,,,,,,
112,MÅNESKIN,,,,VALENTINE,RCA GROUP / EPIC,2024,11,Fabrizio Ferraguzzo,Enrico Brun,Damiano David,Victoria,2023-11-10,,
113,NUIT INCOLORE,,,,DÉPASSÉ,CINQ 7,2024,11,Nuit incolore,,Nuit incolore,,2022-12-15,,
114,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2024,11,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
115,LEONY,NIKLAS DEE,VIZE,,I CAN FEEL,IDOL / HAPPY MUSIC,2024,11,Mark Becker,Niklas Dee,Leony,Mark Becker,2023-09-29,,
116,NATASHA BEDINGFIELD,,,,UNWRITTEN,SONY MUSIC ENTERTAINMENT / SONY MUSIC CG,2024,11,Wayne Rodrigues,Danielle Brisebois,Natasha Bedingfield,Wayne Rodrigues,2004-11-29,sample,Unwritten - BtgBug
117,JOSMAN,,,,AILLEURS,SIDELINE,2024,11,MYSTR,S. lyre,Josman,,2023-10-28,,
118,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2024,11,HuFel Beatz,,Werenoi,,2022-08-08,,
119,DIMITRI VEGAS,LIKE MIKE,TIËSTO,DIDO,THANK YOU,SONY MUSIC ENTERTAINMENT / B1,2024,11,,,,,2023-07-30,,
120,TIAKOLA,,,,2009',WARNER / M3LO WORLD / ATLANTIC RECORDS,2024,11,Tarik Azzouz,Ikaz Boi,Tiakola,,2024-03-03,,
121,PLK,,,,PÉRIPH,PANENKA MUSIC,2024,11,Lucci’ (FRA),,PLK,,2023-12-15,,
122,BENSON BOONE,PHILIPPINE LAVREY,,,IN THE STARS,WEA / WARNER RECORDS,2024,11,Jason Evigan,,Benson Boone,Jason Evigan,2022-04-29,,
123,WERENOI,,,,FAF,BELIEVE / ALLPOINTS,2024,11,Barbe Noire,,Werenoi,,2024-02-16,,
124,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2024,11,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
125,KANYE WEST/TY DOLLA $IGN,,,,CARNIVAL,YZY,2024,11,Ojivolta,The Legendary Traxster,Kanye West,Ty Dolla $ign,2024-02-09,sample,Hell of a Life - Kanye West
126,COLDPLAY,,,,VIVA LA VIDA,WARNER / PARLOPHONE UK,2024,11,Brian Eno,Markus Dravs,Chris Martin,Guy Berryman,2008-05-25,sample,Fallen Primadonna - Himynameisshan.
127,NINHO,,,,3 MAI 2025,WARNER / REC. 118/JEFE PRODUCTION,2024,11,BLNPROD,,Ninho,,2024-01-31,,
128,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2024,11,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
129,ZERB,SOFIYA NZAU,,,MWAKI,UNIVERSAL MUSIC / 0207 DEF JAM,2024,11,Zerb,,Zerb,Sofiya Nzau,2023-10-25,sample,MWAKI - BENJI TAWO
130,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2024,11,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
131,ARIANA GRANDE,,,,IMPERFECT FOR YOU,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,Ariana Grande,Max Martin,Ariana Grande,Peter Kahm,2024-03-08,,
132,SOUND OF LEGEND,,,,YOU KEEP ME HANGIN' ON,BELIEVE / PLAY TWO,2024,11,,,,,,,
133,NINHO,CENTRAL CEE,,,EUROSTAR,REC. 118 / JEFE PRODUCTIONS,2024,11,Boumidjal,HoloMobb,Ninho,Central Cee,2023-06-30,,
134,ARIANA GRANDE,,,,I WISH I HATED YOU,ISLAND DEF JAM / UNIVERSAL MUSIC,2024,11,ILYA,,Ariana Grande,ILYA,2024-03-08,,
