classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
44,SOSO MANESS,,,,SO MANESS,RCA GROUP,2020,13,Ladjoint,3 Monkeyzz,Soso Maness,,2020-03-06,sample,Boneless - Steve Aoki
45,NINHO,,,,INTRO,REC. 118 / MAL LUNE MUSIC,2020,13,DJ Quick,,Ninho,,2015-05-01,,
46,THE BLACK EYED PEAS,J BALVIN,,,RITMO,EPIC/WE THE BEST,2020,13,,,,,2019-10-11,,
47,SOOLKING,HEUS L'ENFOIRÉ,,,LA KICHTA,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,MB (NLD),,Soolking,Heuss L’enfoiré,2020-03-20,interpolation,PUMP IT UP! - Danzel
48,HORNET LA FRAPPE,,,,CALUMET,REC. 118,2020,13,Hornet La Frappe,HoloMobb,Hornet La Frappe,,2020-01-24,,
49,THE WEEKND,,,,ALONE AGAIN,REPUBLIC RECORDS,2020,13,The Weeknd,DaHeala,Kaan Güneşberk,The Weeknd,2020-03-20,interpolation,Never Go Home (Alone Again Demo)* - The Weeknd
50,NINHO,HÖS COPPERFIELD,,,TU SAIS QU'ON EST GANG,REC. 118 / MAL LUNE MUSIC,2020,13,Hoodstar,,Hös Copperfield,Ninho,2020-03-07,,
51,SHAED,,,,TRAMPOLINE,CAROLINE FRANCE / CAROLINE INT. MD P&D,2020,13,SHAED,Grant Eadie,Chelsea Lee,Max Ernst,2018-05-18,sample,Top Hits of 2019 in 4 Minutes - Madilyn
52,THE WEEKND,,,,HARDEST TO LOVE,REPUBLIC RECORDS,2020,13,The Weeknd,Max Martin,The Weeknd,Max Martin,2020-03-20,sample,Maniac - Michael Sembello
53,TONES AND I,,,,NEVER SEEN THE RAIN,ELEKTRA (NEK),2020,13,Konstantin Kersting,,Tones and I,,2019-07-15,,
54,POWFU,BEABADOOBEE,,,DEATH BED,COLUMBIA,2020,13,Sebastien Galina,,Cesar $emento,,2019-12-19,,
55,THE WEEKND,,,,AFTER HOURS,REPUBLIC RECORDS,2020,13,The Weeknd,DaHeala,The Weeknd,Belly,2020-02-19,sample,Moonshine - Hoomaan
56,THE WEEKND,,,,SCARED TO LIVE,REPUBLIC RECORDS,2020,13,The Weeknd,Max Martin,The Weeknd,Bernie Taupin,2020-03-20,sample,When the world is ending but the soundtrack is nice - John Fassold
57,MAROON 5,,,,MEMORIES,POLYDOR,2020,13,The Monsters & Strangerz,Adam Levine,Adam Levine,Jon Bellion,2019-09-20,sample,Memory Fender - David0Mario & himynameisshan.
58,NINHO,,,,LA VIE QU'ON MÈNE,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,13,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
59,THE WEEKND,,,,TOO LATE,REPUBLIC RECORDS,2020,13,The Weeknd,DaHeala,The Weeknd,Ricky Reed,2020-03-20,interpolation,Blinding Lights - The Weeknd
60,BILLIE EILISH,,,,BAD GUY,DARKROOM/INTERSCOPE RECORDS,2020,13,FINNEAS,,Billie Eilish,FINNEAS,2019-03-29,sample,SUCCR - DaymanOurSavior
61,JUL,,,,SOUSOU,D'OR ET DE PLATINE,2020,13,JuL,,JuL,,2020-03-26,interpolation,Summer 2020 - L.E.J
62,BILLIE EILISH,,,,EVERYTHING I WANTED,POLYDOR / UNIVERSAL MUSIC,2020,13,FINNEAS,,Billie Eilish,FINNEAS,2019-11-13,sample,WCZORAJ - Fukaj
63,HATIK,,,,PRISON POUR MINEURS,POLYDOR,2020,13,Medeline,,Hatik,,2020-03-21,,
64,THE WEEKND,,,,SAVE YOUR TEARS,REPUBLIC RECORDS,2020,13,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
65,SOOLKING,GAMBI,,,CHIHUAHUA,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Genjutsu Beats,,Gambi,Soolking,2020-03-20,,
66,DUA LIPA,,,,PHYSICAL,WEA / WARNER RECORDS UK,2020,13,Gian Stone,Lorna Blackwood,Clarence Coffee Jr.,KOZ,2020-01-30,sample,We Keep the Spirit Alive - No Angels
67,MAJOR LAZER,J BALVIN,EL ALFA,,QUE CALOR,BECAUSE MUSIC,2020,13,Dee Mad,Tropkillaz,Sky Rompiendo,André Silva,2019-09-11,sample,Indian Flute - Timbaland & Magoo
68,SOOLKING,JUL,KLIFF,,CNLZ,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,DIIAS,,Soolking,JuL,2020-03-20,,
69,THE WEEKND,,,,HEARTLESS,DEF JAM RECORDINGS FRANCE / REPUBLIC,2020,13,Metro Boomin,The Weeknd,The Weeknd,Dre Moon,2019-11-27,sample,scrapped flp files - Hanahata
70,TIMAL,MAES,,,AILLEURS,ELEKTRA FRANCE,2020,13,Jeoffrey Dandy,WMK,Maes,Timal,2020-02-28,,
71,LEWIS CAPALDI,,,,BEFORE YOU GO,CAROLINE FRANCE / UNIVERSAL MUSIC,2020,13,TMS,,Plested,Tom Barnes,2019-11-19,sample,Antes de Ir - Taty Pink
72,NINHO,,,,MILLÉSIMES,REC. 118 / MAL LUNE MUSIC,2020,13,Hoodstar,,Ninho,,2020-03-07,interpolation,Session Freestyle #PlanèteRap - Leto
73,LADY GAGA,,,,STUPID LOVE,POLYDOR,2020,13,Max Martin,Tchami,Lady Gaga,Max Martin,2020-02-28,sample,Тупой Кассир (Stupid Cashier) - Lyudmila Lolita McGooja
74,RIM'K,KOBA LAD,SCH,,VALISE,CAROLINE FRANCE / FRENESIK,2020,13,DJ Ritmin,Guilty,Guilty,Koba LaD,2020-03-06,,
75,NAPS,,,,CARRÉ VIP,OK MANY INDUSTRIE / 13ÈME ART MUSIC,2020,13,Zeg P,,Kalif Hardcore,Naps,2020-02-05,,
76,GAMBI,,,,POPOPOP,REC. 118,2020,13,Ghost Killer Track,,Gambi,,2019-10-04,,
77,NINHO,,,,BALI,REC. 118 / MAL LUNE MUSIC,2020,13,Hoodstar,,Ninho,,2020-03-07,,
78,NAZA,,,,LOIN DE MOI,CAPRICAROLESQUE,2020,13,Ray Da Prince,DJ Erise,Naza,,2019-09-25,,
79,47TER,,,,CÔTE OUEST,LABEL ENTRECÔTE,2020,13,47ter,,47ter,,2019-06-25,,
80,THE WEEKND,,,,SNOWCHILD,REPUBLIC RECORDS,2020,13,The Weeknd,DaHeala,The Weeknd,Belly,2020-03-20,interpolation,Heartless - The Weeknd
81,MAES,,,,STREET,CAPITOL MUSIC FRANCE / MILLENIUM,2020,13,Susanoô,Big Dada,Maes,Susanoô,2019-10-31,interpolation,Zwischen den Zeilen - Milano
82,BOOBA,,,,CAVALIERO,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2020,13,Rim’s,Booba,Rim’s,Booba,2020-03-08,,
83,SHAWN MENDES,CAMILA CABELLO,,,SEÑORITA,BARCLAY / UNIVERSAL MUSIC,2020,13,benny blanco,Cashmere Cat,Ali Tamposi,benny blanco,2019-06-21,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
84,BENEE,GUS DAPPERTON,,,SUPALONELY,BARCLAY - MERCURY / MOTOWN,2020,13,Josh Fountain,Gus Dapperton,Jenna Andrews,Josh Fountain,2019-11-15,sample,The aisle - PinkPantheress
85,THE WEEKND,,,,FAITH,REPUBLIC RECORDS,2020,13,Metro Boomin,Illangelo,The Weeknd,Metro Boomin,2020-03-20,sample,Ты нужна мне (I need you) - Ezcobar
86,SOPRANO,,,,NINJA,REC. 118,2020,13,DJ Mej,Le Motif,Meryl,Soprano,2018-11-09,,
87,MISTER V,PLK,,,JAMAIS,HEY PELO,2020,13,Karmen (FRA),Geronimo Beats,Mister V,PLK,2019-12-04,,
88,THE WEEKND,,,,ESCAPE FROM LA,REPUBLIC RECORDS,2020,13,Metro Boomin,The Weeknd,The Weeknd,Mike McTaggart,2020-03-20,sample,MV88 - Khodah
89,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,VERTIGO BERLIN,2020,13,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
90,SOPRANO,,,,À NOS HÉROS DU QUOTIDIEN,REC. 118,2020,13,P3GASE,,Soprano,,2019-10-10,,
91,ALAN WALKER,AVA MAX,,,"ALONE, PT. II",MER RECORDINGS,2020,13,Erik Smaaland,Alan Walker,Alan Walker,Ava Max,2019-12-27,sample,J-$LIDE ULTRA RAGE - AmmySimpson
92,AVA MAX,,,,SALT,WEA / ATLANTIC RECORDS,2020,13,Cirkut,,Autumn Rowe,Ava Max,2019-12-12,,
93,LOMEPAL,,,,TROP BEAU,PINEALE PROD - GRAND MUSIQUE MANAGEMENT,2020,13,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
94,VITAA,SLIMANE,,,ÇA VA ÇA VIENT,ISLAND DEF JAM,2020,13,John Mamann,Renaud Rebillaud,Slimane,Vitaa,2019-06-21,,
95,DUBDOGZ,BHASKAR,,,INFINITY,SPINNIN' RECORDS,2020,13,Dubdogz,Bhaskar,,,2020-01-31,,
96,FREYA RIDINGS,,,,CASTLES,ISLAND,2020,13,Mark Crew,Dan Priddy,Dan Nigro,Freya Ridings,2018-03-30,,
97,LARRY,,,,ENFANT COMPLIQUÉ,GOTHVM RECORDS,2020,13,Cello,,Larry,,2020-01-31,,
98,ANGÈLE,,,,BALANCE TON QUOI,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,13,Tristan Salvati,Angèle,Angèle,,2018-10-05,sample,Balance ton pote - Speeder M
99,DOJA CAT,,,,BOSS BITCH,WEA / ATLANTIC RECORDS,2020,13,Imad Royal,Sky Adams,Ashnikko,Doja Cat,2020-01-23,sample,Snapped - Editor Arianator
100,HATIK,,,,ANGELA,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,13,Medeline,,Hatik,,2019-08-30,interpolation,Angela - Saïan Supa Crew
101,ASHE,,,,MORAL OF THE STORY,MOM+POP \MOM & POP MUSIC CO.,2020,13,FINNEAS,Noah Conrad,Ashe,FINNEAS,2019-02-14,sample,Kalakaar Aur Dunya - Sunny Khan Durrani
102,LIL NAS X,,,,OLD TOWN ROAD,COLUMBIA,2020,13,YoungKio,Trent Reznor,Lil Nas X,,2018-12-03,sample,34 Ghosts IV - Nine Inch Nails
103,HATIK,SAM'S,,,FLK,POLYDOR,2020,13,Proof (FRA),,Sam’s,Hatik,2020-03-21,,
104,SOOLKING,SCH,,,MARYLINE,CAPITOL MUSIC FRANCE / CAPITOL,2020,13,DIIAS,,SCH,Soolking,2020-02-22,,
105,AYA NAKAMURA,,,,POOKIE,REC. 118,2020,13,Le Side,Ever Mihigo,Aya Nakamura,,2018-11-02,interpolation,Summer 2019 - L.E.J
106,JUSTIN BIEBER,,,,YUMMY,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,13,Sasha Sirota,Kid Culture,Ashley Joi,Ashley Boyd,2020-01-03,sample,Yummy - BoofPaxkMooky
107,ROBIN SCHULZ,ALIDA,,,IN YOUR EYES,WEA / WM GERMANY,2020,13,Robin Schulz,JUNKX,Stefan Dabruck,Kristoffer Tømmerbakke,2020-01-10,,
108,MISTER V,JUL,,,PIRELLI,HEY PELO,2020,13,Karmen (FRA),Kezah,Karmen (FRA),Mister V,2020-01-31,,
109,DAYVI,VICTOR CARDENAS,KELLY RUIZ,,BAILA CONMIGO,COLOMBIAN DUTCH,2020,13,Doki (producer),Víctor Cárdenas,Kelly Ruiz,Dayvi,2019-10-11,,
110,FUTURE,DRAKE,,,LIFE IS GOOD,EPIC/FREEBANDZ,2020,13,D. Hill,OZ,Drake,Future,2020-01-10,sample,I’m On 2.0 - Trae tha Truth
111,HAMZA,GAMBI,,,GASOLINA,REC. 118,2020,13,Ponko,Oz Touch,Gambi,Hamza,2019-12-20,,
112,DRIPREPORT,,,,SKECHERS,"1470214 RECORDS DK \PK INTERACTIVE, INC.",2020,13,OUHBOY,,OUHBOY,DripReport,2020-01-11,sample,Voh Na Mane Meri Kyu - Common Raj
113,MEDUZA,BECKY HILL,GOODBOYS,,LOSE CONTROL,MCA / PM:AM RECORDINGS,2020,13,MEDUZA,,Simon de Jano,Becky Hill,2019-10-11,sample,Friends Rave - MC Pedrinho
114,47TER,,,,L'ADRESSE,LABEL ENTRECÔTE,2020,13,Tristan Salvati,47ter,47ter,,2019-10-23,,
115,LES ENFOIRÉS,,,,À CÔTÉ DE TOI,N.A.,2020,13,,,Tibz,Boulevard des Airs,2020-01-13,,
116,TIMAL,LETO,,,WEEK-END,ELEKTRA FRANCE,2020,13,Phazz,,Leto,Timal,2020-02-21,,
117,LADY GAGA,BRADLEY COOPER,,,SHALLOW,POLYDOR / UNIVERSAL MUSIC,2020,13,Benjamin Rice,Lady Gaga,Andrew Wyatt,Anthony Rossomando,2018-09-27,sample,10 Toes - Ghais Guevara
118,LARRY,RK,,,WOIN WOIN,GOTHVM RECORDS,2020,13,Cello,,RK,Larry,2019-11-06,,
119,SAM'S,LACRIM,,,VALIDÉ,POLYDOR,2020,13,Djaresma,,Lacrim,Sam’s,2020-02-28,,
120,DINOR RDT,NAZA,,,MINIMUM,COLUMBIA,2020,13,Narco Verra,,Naza,Dinor Rdt,2020-03-17,,
121,MISTER V,DOSSEH,,,GANG,HEY PELO,2020,13,Karmen (FRA),Geronimo Beats,Mister V,Dosseh,2020-01-31,,
122,DADJU,,,,MA VIE,POLYDOR,2020,13,Nyadjiko,,Dadju,,2019-10-11,,
123,SOOLKING,,,,MARBELLA,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Nass Brans,,Soolking,,2020-03-20,,
124,BILLIE EILISH,KHALID,,,LOVELY,POLYDOR / UNIVERSAL MUSIC,2020,13,FINNEAS,,Billie Eilish,Khalid,2017-08-11,sample,DmC preorder - Billie Eilish
125,MARWA LOUD,,,,ALLEZ LES GROS,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2020,13,HoloMobb,Boumidjal,Naza,Marwa Loud,2020-01-30,,
126,DJ SNAKE,J. BALVIN,TYGA,,LOCO CONTIGO,DJ SNAKE MUSIC PRODUCTIONS LIMITED,2020,13,DJ Snake,STANY,DJ Snake,Justin Quiles,2019-06-14,sample,Wakiritho - Octopizzo
127,ANGÈLE,ROMÉO ELVIS,,,TOUT OUBLIER,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,13,Tristan Salvati,,Roméo Elvis,Angèle,2018-10-05,interpolation,Summer 2019 - L.E.J
128,PNL,,,,AU DD,QLF RECORDS,2020,13,Nk.F,Joa (FRA),N.O.S,Ademo,2019-03-22,sample,Rmx #5 - JIGZAW
129,MAÎTRE GIMS,STING,,,RESTE,PLAY TWO,2020,13,Renaud Rebillaud,,GIMS,Sting,2019-04-26,interpolation,Summer 2020 - L.E.J
130,THE WEEKND,,,,REPEAT AFTER ME,REPUBLIC RECORDS,2020,13,Oneohtrix Point Never,Kevin Parker,The Weeknd,Oneohtrix Point Never,2020-03-20,sample,Lust In Your Eyes - Unreleased - Nathan Dylan
131,SOPRANO,VINCENZO,,,LE COACH,REC. 118,2020,13,DJ Mej,Djaresma,Vincenzo,Soprano,2018-11-09,,
132,ANGÈLE,,,,TA REINE,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,13,Angèle,Tristan Salvati,Angèle,,2018-10-05,sample,MONEY 4 FUN - Gemen
133,YARO,NINHO,PLK,,MEC DE CITÉ,CAROLINE FRANCE / LAST SHOOT MUSIC,2020,13,DMR Prod,,PLK,Ninho,2020-02-07,,
134,KAZA,MAES,,,BÉNI,ELEKTRA FRANCE,2020,13,Ghost Killer Track,,Maes,Kaza,2020-03-06,sample,SEUL #1 - Prod.MxAI
135,LIZZO,,,,GOOD AS HELL,NICE LIFE/ATLANTIC,2020,13,Ricky Reed,,Ricky Reed,Lizzo,2016-10-07,sample,yeahnowadaystheyrejustmessingaroundyouknowwhatimsayinghuh? - CJCM
136,R3HAB,ZAYN,JUNGLEBOI,,FLAMES,MCA / VIRGIN,2020,13,R3HAB,Jungleboi,Arlissa,Jungleboi,2019-11-15,,
137,BOSH,SCH,,,BUSINESS,ARISTA FRANCE,2020,13,Blaise Keys,Mounchild,Bosh,SCH,2020-03-19,,
138,NINHO,NISKA,,,MAMAN NE LE SAIT PAS,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,13,Saydiq,Sam H,Niska,Ninho,2019-03-22,interpolation,Habitué - Dosseh
139,SNEAZZY,NEKFEU,,,ZÉRO DÉTAIL,ALLPOINTS,2020,13,Diabi,,Sneazzy,,2020-03-06,,
140,JUL,,,,JCVD,D'OR ET DE PLATINE,2020,13,Kakou,,JuL,,2019-06-14,sample,Je traîne en bas - Tiitof
141,JUSTIN BIEBER,QUAVO,,,INTENTIONS,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,13,Poo Bear,The Audibles,Dominic Jordan,Poo Bear,2020-02-07,sample,French Intentions - ​toasty digital
142,SOOLKING,,,,VIDA LOCA 2,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,AriBeatz,,Soolking,,2020-03-20,,
143,GAMBI,,,,HÉ OH,REC. 118,2020,13,Ace Loocky,Neuroz,Gambi,,2019-08-09,,
144,MOHA LA SQUALE,,,,MA BELLE,ELEKTRA FRANCE,2020,13,Biggie Jo,Reek Starcks,Moha La Squale,,2019-08-04,,
145,NISKA,,,,BÂTIMENT,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Heizenberg,Chapo,Niska,Heizenberg,2019-09-06,,
146,POP SMOKE,,,,DIOR,VICTOR VICTOR WORLDWIDE,2020,13,808 Melo,,Pop Smoke,808 Melo,2019-07-26,sample,The Coven - Peter Gundry
147,M. POKORA,,,,TOMBÉ,TF1 ENTERTAINMENT,2020,13,Renaud Rebillaud,Slimane,Slimane,Renaud Rebillaud,2019-04-12,,
148,J. BALVIN,,,,AMARILLO,UMLE - LATINO,2020,13,Afro Bros,Sky Rompiendo,Afro Bros,Sky Rompiendo,2020-03-19,sample,Angela - Saïan Supa Crew
149,HAMZA,DAMSO,,,GOD BLESS,REC. 118,2020,13,Hamza,Prinzly,Prinzly,Damso,2019-12-19,interpolation,Nonstop - Drake
150,NEKFEU,VANESSA PARADIS,,,DANS L'UNIVERS,UNIVERSAL MUSIC DIVISION BARCLAY,2020,13,Hugz Hefner,,Vanessa Paradis,Nekfeu,2019-06-06,,
151,SURF MESA,,,,ILY,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC,2020,13,​Surf Mesa,,Bob Gaudio,Bob Crewe,2019-11-26,sample,Can’t Take My Eyes Off You - Frankie Valli
152,MACKLEMORE,RYAN LEWIS,RAY DALTON,,CAN'T HOLD US,WEA / MACKLEMORE,2020,13,Ryan Lewis,,Ryan Lewis,Ray Dalton,2011-08-16,sample,Bits and Pieces - The Dave Clark Five
153,MAES,,,,IMPARFAIT,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Kyu Steed,Chapo,Maes,Kyu Steed,2020-01-17,,
154,KAZA,,,,DANS TES YEUX,ELEKTRA FRANCE,2020,13,Mike Beatz (producer),,Kaza,,2020-03-06,,
155,EMINEM,JUICE WRLD,,,GODZILLA,SHADY/AFTERMATH/INTERSCOPE RECORDS,2020,13,d.a. got that dope,Eminem,d.a. got that dope,Eminem,2020-01-17,sample,Godzilla - Jarren Benton
156,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,PLAY TWO,2020,13,,,Sébastien Gourseyrol,,2017-07-02,,
157,NISKA,,,,SILICONÉ,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Pyroman,,Niska,Pyroman,2019-09-06,,
158,THE WEEKND,,,,UNTIL I BLEED OUT,REPUBLIC RECORDS,2020,13,Metro Boomin,Oneohtrix Point Never,The Weeknd,Prince 85,2020-03-20,interpolation,Cut You (Until I Bleed Out Demo) - The Weeknd
159,LUM!X,GABRY PONTE,,,MONSTER,WEA / SPINNIN' RECORDS,2020,13,LUM!X,Gabry Ponte,Meg Frampton,Dia Frampton,2019-04-19,,
160,NINHO,,,,GOUTTE D'EAU,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,13,Kozbeatz,,Ninho,,2019-02-21,,
161,ED SHEERAN,,,,SHAPE OF YOU,WEA / ATLANTIC RECORDS UK,2020,13,,,,,,,
162,SOOLKING,,,,CORBEAU,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Zeg P,,Soolking,,2020-03-20,,
163,LUM!X,MOKABY,D.T.E,GABRY PONTE,THE PASSENGER,WEA / SPINNIN' RECORDS,2020,13,Mokaby & D.T.E,Gabry Ponte,Ricky Gardiner,Iggy Pop,2020-01-10,sample,The Passenger - Iggy Pop
164,DYNORO,GIGI D'AGOSTINO,,,IN MY MIND,B1,2020,13,Dynoro,Gigi D’Agostino,Aden Forte,Carlo Montagnèr,2017-11-15,sample,24 Maggio - Cony Valentino
165,SOOLKING,MERO,,,HAYATI,CAPITOL MUSIC FRANCE / CAPITOL,2020,13,AriBeatz,,Soolking,MERO,2020-03-20,,
166,DADJU,,,,BOBO AU COEUR,UNIVERSAL MUSIC DIVISION POLYDOR,2020,13,Nyadjiko,,Dadju,,2019-11-15,,
167,JUL,,,,POW POW,D'OR ET DE PLATINE,2020,13,JuL,,JuL,,2019-12-06,,
168,TRAVIS SCOTT,,,,HIGHEST IN THE ROOM,CACTUS JACK / EPIC,2020,13,MIKE DEAN,OZ,Travis Scott,MIKE DEAN,2019-10-04,sample,Vocalise - Theme From the Ninth Gate - Sumi Jo (조수미)
169,T2R,MINISSIA,,,BYE BYE,JUSTON,2020,13,Julio Masidi,Trackstorm,Minissia,T2R,2020-01-13,,
170,KAZA,,,,HRTBRK #2,ELEKTRA FRANCE,2020,13,RJacks & Masta,,Kaza,,2019-01-13,,
171,LETO,,,,DOUBLE BANG 9,REC. 118,2020,13,Junior Alaprod,,Leto,,2020-03-25,,
172,VEGEDREAM,NINHO,,,ELLE E2T BONNE SA MÈRE,ISLAND DEF JAM,2020,13,Evasao,DJ Kabongo,Vegedream,Ninho,2019-05-31,sample,Vois sur ton chemin - Les Choristes
173,QUEEN,,,,BOHEMIAN RHAPSODY,UNIVERSAL MUSIC DIVISION CLASSICS JAZZ,2020,13,,,,,,,
174,SOOLKING,13 BLOCK,,,ON IRA,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Nass Brans,,Soolking,Zed,2020-03-20,interpolation,L’été indien - Joe Dassin
175,NINHO,,,,PUTANA,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,13,Noxious,,Ninho,,2019-03-22,interpolation,Bananza (Belly Dancer) - Akon
176,DADJU,,,,COMPLIQUÉ,POLYDOR,2020,13,MKL,,Dadju,,2019-06-28,interpolation,Unité - Unité
177,JORJA SMITH,BURNA BOY,,,BE HONEST,BECAUSE MUSIC / FAMM / BECAUSE MUSIC,2020,13,Kyle Stemberger,Cadenza,Ms Banks,Bassto,2019-08-16,sample,Rastar - Yung Tory
178,MABEL,,,,DON'T CALL ME UP,MERCURY MUSIC GROUP / POLYDOR,2020,13,Steve Mac,,​​kamille,Mabel,2019-01-18,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
179,HATIK,,,,"ADIEU, MON AMOUR",UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,13,ILLNGHT,Medeline,Hatik,,2020-03-06,,
180,HALSEY,,,,YOU SHOULD BE SAD,CAPITOL MUSIC FRANCE / CAPITOL,2020,13,Greg Kurstin,,Greg Kurstin,Halsey,2020-01-10,interpolation,You should be sad (Original Voicenote) - Halsey
181,HEUSS L'ENFOIRÉ,,,,ARISTOCRATE,ALLPOINTS,2020,13,DIIAS,,Heuss L’enfoiré,,2019-01-25,interpolation,Lekki - M.I Abaga
182,AYA NAKAMURA,,,,DJADJA,REC. 118,2020,13,Le Side,,Aloïs Zandry,Machynist,2018-04-06,sample,Borracha (Pero Buena Muchacha) - Vikina
183,SOOLKING,,,,WAHDA,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,DIIAS,,Soolking,,2020-03-20,,
184,M. POKORA,,,,SI T'ES PAS LÀ,TF1 ENTERTAINMENT,2020,13,Slimane,Renaud Rebillaud,Slimane,,2019-11-08,,
185,HARRY STYLES,,,,ADORE YOU,COLUMBIA,2020,13,Kid Harpoon,Tyler Johnson,Tyler Johnson,Amy Allen,2019-12-06,sample,When the world is ending but the soundtrack is nice - John Fassold
186,NISKA,BOOBA,,,MÉDICAMENT,CAPITOL MUSIC FRANCE / MILLENIUM,2020,13,Dany Synthé,,Booba,Niska,2019-04-05,interpolation,Summer 2019 - L.E.J
187,NAPS,MAES,,,POURCENT,OK MANY INDUSTRIE / 13ÈME ART MUSIC,2020,13,Cosmoprod,RJacks & Masta,Maes,Naps,2020-02-28,,
188,NISKA,NINHO,,,MÉCHANT,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,Dopebwoy,,Niska,Ninho,2019-09-06,,
189,TIMAL,PLK,,,PROMIS,ELEKTRA FRANCE,2020,13,Josh (FRA),,PLK,Timal,2020-02-28,,
190,RITON,OLIVER HELDENS,VULA,,TURN ME ON,MINISTRY OF SOUND RECORDINGS,2020,13,Riton,Oliver Heldens,Ron Tyson,Norman Harris,2019-09-13,sample,Don’t Go - Yazoo
191,PLK,,,,UN PEU DE HAINE,PANENKA MUSIC,2020,13,Junior Alaprod,Wladimir Pariente,PLK,,2019-09-13,sample,1peu_2n - Luso (FRA)
192,NEKFEU,DAMSO,,,TRICHEUR,UNIVERSAL MUSIC DIVISION POLYDOR,2020,13,Hugz Hefner,,Damso,Nekfeu,2019-06-06,sample,Mwaka Moon - Kalash
193,SCH,NINHO,,,MAYDAY,REC. 118,2020,13,Neva (Producer),Guilty,Ninho,SCH,2019-11-29,,
194,ROHFF,,,,#TCT,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,13,CharliePressPlay,,Rohff,,2020-03-20,sample,Galaxy - Rohff
195,SOOLKING,,,,SOLO,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,MB (NLD),,Soolking,,2020-03-20,,
196,SOOLKING,,,,DANGEREUSE,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,13,MB (NLD),,Soolking,,2020-03-20,,
197,CLARA LUCIANI,,,,MA SOEUR,INITIAL ARTIST SERVICES,2020,13,Yuksek,Sage,Clara Luciani,Sage,2019-10-18,,
198,THE FAIM,,,,SUMMER IS A CURSE,BMG RIGHTS MANAGEMENT (US) LLC,2020,13,John Feldmann,,Zakk Cervini,Stephen Beerkens,2018-03-18,,
199,PLK,,,,PROBLÈMES,PANENKA MUSIC,2020,13,Josh (FRA),Junior Alaprod,PLK,,2019-07-19,,
200,IMAGINE DRAGONS,,,,BIRDS,KID INA KORNER / INTERSCOPE,2020,13,Joel Little,,Dan Reynolds,Wayne Sermon,2018-11-09,,
1,NINHO,,,,LETTRE À UNE FEMME,REC. 118 / MAL LUNE MUSIC,2020,14,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
2,THE WEEKND,,,,BLINDING LIGHTS,DEF JAM RECORDINGS FRANCE / REPUBLIC,2020,14,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
3,JUL,,,,SOUSOU,D'OR ET DE PLATINE,2020,14,JuL,,JuL,,2020-03-26,interpolation,Summer 2020 - L.E.J
