classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
187,HVME,,,,GOOSEBUMPS,B1,2020,39,HVME,,Brock Korsan,Travis Scott,2020-06-11,interpolation,Goosebumps (Remix) - Travis Scott
188,VIANNEY,,,,BEAU-PAPA,TÔT OU TARD,2020,39,Vianney,,Vianney,,2020-08-21,,
189,DAVID GUETTA,SIA,,,LET'S LOVE,PARLOPHONE (FRANCE),2020,39,Marcus van Wattum,Giorgio Tuinfort,Giorgio Tuinfort,Marcus van Wattum,2020-09-11,,
190,DA UZI,NINHO,,,CROIS-MOI,REC. 118,2020,39,Yung Pha,,Ninho,​DA Uzi,2020-04-03,,
191,YARO,,,,DIOS MIO,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,39,Noxious,,Yaro,Ninho,2020-07-31,,
192,GUIRRI MAFIA,SCH,,,COMME UN DREAM,BLACK DIAMOND PRODUCTION,2020,39,404 (beatmaker),,Malka (FRA),Gravou (FRA),2020-09-10,,
193,MÉDINE,HATIK,,,GRAND DLA TESS,DIN RECORDS,2020,39,Denza,MOC,Hatik,Médine,2020-09-18,,
194,LOMEPAL,,,,TROP BEAU,PINEALE PROD - GRAND MUSIQUE MANAGEMENT,2020,39,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
195,NINHO,,,,FILON,REC. 118 / MAL LUNE MUSIC,2020,39,Dany Synthé,,Ninho,,2020-03-07,,
196,GLK,LANDY,DA UZI,HORNET LA FRAPPE,93%,ISLAND DEF JAM / BENDO / KARMA EDITIONS,2020,39,Marcelino,,GLK,,2021-11-19,,
197,LADY GAGA,BRADLEY COOPER,,,SHALLOW,POLYDOR / UNIVERSAL MUSIC,2020,39,Benjamin Rice,Lady Gaga,Andrew Wyatt,Anthony Rossomando,2018-09-27,sample,10 Toes - Ghais Guevara
198,FREEZE CORLEONE,ALPHA 5.20,SHONE,,PDM,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,39,Flem,Freeze Corleone,Freeze Corleone,Shone,2020-09-11,,
199,SOOLKING,ZED,HAMZA,,COMME JAMAIS,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,39,DIIAS,,Zed,Hamza,2020-09-16,,
200,FREEZE CORLEONE,,,,DANS LES BUISSONS,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,39,Flem,Congo Bill,Osirus Jack,Freeze Corleone,2020-09-11,interpolation,Tarkov - Freeze Corleone
1,JUL,SCH,NAPS,KOFS,BANDE ORGANISÉE,RIEN 100 RIEN,2020,40,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
2,NAZA,NISKA,,,JOLI BÉBÉ,CAPIROLESQUE,2020,40,DJ Erise,Latimer,Niska,Naza,2020-09-11,,
3,DAMSO,,,,DEUX TOILES DE MER,TRENTE-QUATRE CENTIMES,2020,40,Bad Bijan,Paco Del Rosso,Damso,,2020-09-18,sample,SENTIMENTAL - Damso
4,DAMSO,HAMZA,,,BXL ZOO,TRENTE-QUATRE CENTIMES,2020,40,Saint DX,Pierrari,Hamza,Damso,2020-09-18,interpolation,Capitaine flam - ISHA
5,KOBA LAD,FREEZE CORLEONE,,,7 SUR 7,GRINTA RECORDS,2020,40,Richie Beats,,Freeze Corleone,Koba LaD,2020-09-24,,
6,MASTER KG,BURNA BOY,NOMCEBO ZIKODE,,JERUSALEMA,ELEKTRA FRANCE,2020,40,Master KG,,Nomcebo Zikode,,2019-10-11,,
7,WEJDENE,,,,16,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,Berry Prod,AKS Prods,Feuneu,Wejdene,2020-09-25,,
8,OBOY,,,,CABEZA,SYNDICATE RECORDS,2020,40,​mammouth,,OBOY,,2020-07-03,,
9,LETO,,,,MACARONI,REC. 118,2020,40,TripleNBeat,Guilty,Ninho,Leto,2020-08-28,interpolation,Macarena - Los del Río
10,PLK,HAMZA,,,PILOTE,PANENKA MUSIC,2020,40,Neo Maestro,BGRZ,Hamza,PLK,2020-08-28,,
11,DAMSO,,,,LIFE LIFE,TRENTE-QUATRE CENTIMES,2020,40,Jules Fradet,Paco Del Rosso,Damso,,2020-09-18,,
12,24KGOLDN,IANN DIOR,,,MOOD,RECORDS/COLUMBIA,2020,40,Blake Slatkin,KBeaZy,KBeaZy,Omer Fedi,2020-07-24,sample,If Guitar Riffs Were Lyrics - Steve Terreberry
13,WEJDENE,,,,COCO,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,Big Tom (FRA),Chulo (FRA),Feuneu,Wejdene,2020-08-19,,
14,DADJU,NINJO,,,GRAND BAIN,POLYDOR,2020,40,MKL,,Ninho,Dadju,2020-06-19,,
15,DAMSO,,,,911,TRENTE-QUATRE CENTIMES,2020,40,Saint DX,Benjay,Damso,,2020-09-18,interpolation,SUMMER 2021 - L.E.J
16,UZI,,,,À LA FÊTE,CAPITOL MUSIC FRANCE / SPORTBACK RECORDS,2020,40,Hoodstar,,UZI (FRA),,2020-06-26,,
17,DAMSO,LOUS AND THE YAKUZA,,,COEUR EN MIETTES,TRENTE-QUATRE CENTIMES,2020,40,Jules Fradet,Prinzly,Lous and The Yakuza,Damso,2020-09-18,sample,Cultura Xanax - Ian (ROU)
18,FREEZE CORLEONE,,,,FREEZE RAËL,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Flem,,Freeze Corleone,,2020-09-11,interpolation,Le Big & Le Big - Bon Chance
19,HATIK,,,,ANGELA,LOW WOOD,2020,40,Medeline,,Hatik,,2019-08-30,interpolation,Angela - Saïan Supa Crew
20,LACRIM,,,,JACQUES CHIRAC,CAPITOL MUSIC FRANCE / PLATA O PLOMO RECORDS,2020,40,Heizenberg,Chapo,Lacrim,,2020-09-23,,
21,DAMSO,,,,BPM,TRENTE-QUATRE CENTIMES,2020,40,Bad Bijan,The9AM,Damso,,2020-09-18,interpolation,Club Going Up on a Tuesday - iLoveMakonnen
22,FRANGLISH,TORY LANEZ,,,MY SALSA,ISLAND DEF JAM,2020,40,Nyadjiko,,Tory Lanez,Franglish,2020-06-12,interpolation,Still Not a Player - Big Pun
23,DAMSO,,,,MEVTR,TRENTE-QUATRE CENTIMES,2020,40,Prinzly,Benjay,Damso,,2020-09-18,,
24,HATIK,JOK'AIR,,,LA MEILLEURE,LOW WOOD,2020,40,Medeline,,Jok’Air,Hatik,2020-03-06,,
25,AYA NAKAMURA,,,,JOLIE NANA,REC. 118,2020,40,Isaac Luyindula,John Makabi,Julio Masidi,Aya Nakamura,2020-07-17,interpolation,Summer 2020 - L.E.J
26,DAMSO,,,,SENTIMENTAL,TRENTE-QUATRE CENTIMES,2020,40,The Beginning,,Damso,,2020-09-18,sample,DEUX TOILES DE MER - Damso
27,PLK,NISKA,,,ON SAIT JAMAIS,PANENKA MUSIC,2020,40,Karmen (FRA),Croisade,Niska,PLK,2020-08-28,,
28,GRAND CORPS MALADE,CAMILLE LELLOUCHE,,,MAIS JE T'AIME,CAROLINE FRANCE / ANOUCHE PRODUCTIONS,2020,40,Camille Lellouche,,Camille Lellouche,Grand Corps Malade,2020-06-19,,
29,JAWSH 685,JASON DERULO,,,SAVAGE LOVE,COLUMBIA,2020,40,Jawsh 685,,Phil Greiss,Jacob Kasher,2020-06-11,interpolation,Stupid Lies - Alexis Saucedo
30,WEJDENE,,,,ANISSA,UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,40,Mehdi Nine,,Feuneu,Wejdene,2020-04-15,interpolation,Mouloud Squad - Mouloud Squad
31,TAYC,,,,N'Y PENSE PLUS,PLAY TWO,2020,40,Nyadjiko,,Tayc,,2020-06-20,interpolation,Aymie (Réponse à Tayc) - MikL
32,WEJDENE,,,,ALLO,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,Théo Morti,Sany San,Feuneu,Wejdene,2020-09-25,,
33,WEJDENE,,,,CIAO,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,Unfazzed,Sany San,Feuneu,Wejdene,2020-09-25,,
34,DAMSO,,,,D'JA ROULÉ,TRENTE-QUATRE CENTIMES,2020,40,Jules Fradet,Rodriguez Vangama,Damso,,2020-09-18,,
35,DADJU,,,,AMOUR TOXIC,POLYDOR / UNIVERSAL MUSIC DIVISION POLYDOR,2020,40,Dadju,Seysey,Dadju,,2020-09-28,,
36,CARDI B,MEGAN THEE STALLION,,,WAP,WEA / ATLANTIC/KSR,2020,40,Ayo & Keyz,,Cardi B,Frank Rodriguez,2020-08-07,sample,Whores In This House - DJ Frank Ski
37,CARBOZO,NINHO,,,CARBOZO 2.0,ARISTA FRANCE,2020,40,SNK,,Ninho,,2020-09-11,,
38,BOSH,,,,DJOMB,ARISTA FRANCE,2020,40,Mounchild,Blaise Keys,Bosh,,2020-03-27,interpolation,Summer 2020 - L.E.J
39,WEJDENE,,,,MIEL,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,DMS (FRA),JH,Feuneu,Wejdene,2020-09-25,,
40,WEJDENE,,,,NANANEH,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,MOC,Sany San,Feuneu,Wejdene,2020-09-25,,
41,DAMSO,,,,ROSE MARTHE'S LOVE,TRENTE-QUATRE CENTIMES,2020,40,JXN Beats,,Damso,,2020-09-18,,
42,POP SMOKE,LIL BABY,DABABY,,FOR THE NIGHT,ISLAND DEF JAM / VICTOR VICTOR WORLDWIDE,2020,40,Jess Jackson,Wylo,Wylo,MIKE DEAN,2020-07-03,sample,Nana - FRVRFRIDAY
43,DABABY,RODDY RICCH,,,ROCKSTAR,SOUTH COAST MUSIC GROUP/INTERSCOPE RECOR,2020,40,SethInTheKitchen,,SethInTheKitchen,Roddy Ricch,2020-04-17,sample,Mashup Tjedna - FREESTYLE - Hiljson Mandela
44,OFENBACH,QUARTERHEAD,NORMA JEAN MARTINE,,HEAD SHOULDERS KNEES & TOES,ELEKTRA FRANCE,2020,40,Quarterhead,Ofenbach,Dorian Lauduique,César Laurent de Rummel,2020-05-08,,
45,TIMAL,,,,GANG,ELEKTRA FRANCE,2020,40,Oliver Ryon,Jeoffrey Dandy,Timal,,2020-09-24,,
46,THE WEEKND,,,,BLINDING LIGHTS,DEF JAM RECORDINGS FRANCE / REPUBLIC,2020,40,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
47,VEGEDREAM,TAYC,,,POUR NOUS,ISLAND DEF JAM / UNIVERSAL MUSIC DIVISION ISLAND DEF JAM,2020,40,Yannick Péraste,Willobeatz,Tayc,Vegedream,2020-09-25,interpolation,Promis juré - Tayc
48,WEJDENE,,,,+ 33,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,MOC,,Feuneu,Wejdene,2020-09-25,,
49,FREEZE CORLEONE,ALPHA WANN,,,RAP CATÉCHISME,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Flem,Ocho,Freeze Corleone,Alpha Wann,2020-09-11,sample,RAP FUTURISTE - 23wa
50,FREEZE CORLEONE,,,,HORS LIGNE,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Seezy,,Freeze Corleone,,2020-09-11,,
51,MAC TYER,NINHO,,,MOTO,UNTOUCHABLE,2020,40,Prof366or,,Mac Tyer,Ninho,2020-07-17,,
52,DAMSO,,,,POUR L'ARGENT,TRENTE-QUATRE CENTIMES,2020,40,Saint DX,Paco Del Rosso,Damso,,2020-09-18,,
53,PLK,HEUSS L'ENFOIRÉ,,,CHANDON ET MOËT,PANENKA MUSIC,2020,40,Zeg P,Junior Alaprod,Heuss L’enfoiré,PLK,2020-08-28,,
54,BLACK EYED PEAS,OZUNA,J. REY SOUL,,MAMACITA,POLYDOR / UNIVERSAL MUSIC DIVISION POLYDOR,2020,40,Johnny Goldstein,will.i.am,Johnny Goldstein,Madonna,2020-04-10,interpolation,La Isla Bonita - Madonna
55,DAMSO,,,,INTRO,TRENTE-QUATRE CENTIMES,2020,40,David Mems,Jules Fradet,Damso,,2020-09-18,sample,"Rest Easy, My Love - Loneribs"
56,HEUSS L'ENFOIRÉ,,,,L'ANCIEN,MIDI MIDI PRODUCTION/150 PROD,2020,40,Zeg P,,Heuss L’enfoiré,,2020-09-18,,
57,PLK,,,,C'EST MORT,PANENKA MUSIC,2020,40,Josh (FRA),,PLK,,2020-07-10,,
58,BOSH,,,,TRIXMA,ARISTA FRANCE,2020,40,Blaise Keys,Mounchild,Bosh,,2020-09-18,,
59,DAMSO,FALLY IPUPA,,,FAIS ÇA BIEN,TRENTE-QUATRE CENTIMES,2020,40,Rodriguez Vangama,Prinzly,Fally Ipupa,Damso,2020-09-18,,
60,ZOE WEES,,,,CONTROL,CAROLINE FRANCE / CAROLINE INTERNATIONAL (S&D),2020,40,Ricardo Muñoz,Patrick Salmy,Nils Bodenstedt,René Miller,2020-03-13,sample,Pride - Jay Skata
61,HARRY STYLES,,,,WATERMELON SUGAR,COLUMBIA,2020,40,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2019-11-16,sample,Fuck You With Sugar On Top - Nearly a Fox
62,BOLÉMVN,MAES,,,10K,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,Berry Prod,Sany San,Bolémvn,Maes,2020-05-29,,
63,TONES AND I,,,,DANCE MONKEY,WEA / ELEKTRA,2020,40,Konstantin Kersting,,Tones and I,,2019-05-10,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
64,LANDY,,,,FILON,109 RECORD,2020,40,Lil’Key Da Beat Maker,,Landy,,2020-09-25,,
65,INTERNET MONEY,GUNNA,DON TOLIVER,NAV,LEMONADE,CAROLINE FRANCE / INTERNET MONEY RECORDS/ TENTHOUSAND PROJ,2020,40,Taz Taylor,Nick Mira,Taz Taylor,Nick Mira,2020-08-14,sample,Lemonade - Jozzy
66,SIFAX,SOFIANE,,,MECS DE CITÉS,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,T-Desco,Mi8,Sifax,Sofiane,2020-06-10,interpolation,Femme libérée - Cookie Dingler
67,WEJDENE,,,,ARROGANTE,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,HoloMobb,Boumidjal,Feuneu,Wejdene,2020-09-25,,
68,LUCKY LUKE,,,,COOLER THAN ME,B1,2020,40,Lucky Luke,,Mike Posner,,2019-05-18,sample,Cooler Than Me (Single Mix) - Mike Posner
69,RONISIA,,,,ATTERRISSAGE,BULLET PROD,2020,40,3K Beatmakers,,Ronisia,,2020-07-10,,
70,NINHO,,,,LETTRE À UNE FEMME,REC. 118 / MAL LUNE MUSIC,2020,40,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
71,SAINT JHN,,,,ROSES,B1,2020,40,​f a l l e n,,​f a l l e n,SAINt JHN,2016-07-22,sample,Enciéndelo (Spanish Version) - Ele A El Dominio
72,TOPIC,A7S,,,BREAKING ME,ISLAND DEF JAM / VIRGIN,2020,40,Topic,,René Miller,Moli,2019-12-19,sample,Breaking Me - O’Neil (Producer)
73,ROBIN SCHULZ,WES,,,ALANE,WEA / WM GERMANY,2020,40,JUNKX,Robin Schulz,Robin Schulz,Stefan Dabruck,2020-06-19,,
74,AVA MAX,,,,KINGS & QUEENS,WEA / ATLANTIC RECORDS,2020,40,Cirkut,RedOne,Desmond Child,T.I Jakke,2020-03-12,interpolation,If You Were a Woman (And I Was a Man) - Bonnie Tyler
75,SASSO,,,,J'PICOLE,WAGRAM MUSIC / W LAB,2020,40,Voluptyk,,Sasso,,2020-09-18,,
76,WEJDENE,,,,INDIFFÉRENT,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,Bersa,,Feuneu,Maes,2020-09-25,,
77,LUCENZO,,,,NO ME AMA,PLAY TWO,2020,40,Kameron Houff,Ne-Yo,Kameron Houff,Ne-Yo,2020-07-17,,
78,AMEL BENT,IMEN ES,,,JUSQU'AU BOUT,ISLAND DEF JAM,2020,40,Renaud Rebillaud,,John Mamann,Vitaa,2020-06-12,,
79,KAARIS,,,,ILLIMITÉ,CAROLINE FRANCE / UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,40,Marti4K,Trent 700,Kaaris,,2020-08-20,,
80,JUL,,,,ITALIA,D'OR ET DE PLATINE,2020,40,JuL,,JuL,,2020-06-19,interpolation,Manita - H JeuneCrack
81,WEJDENE,,,,SOUVENIR,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,DMS (FRA),HoloMobb,Feuneu,Wejdene,2020-09-25,,
82,PLK,,,,DANS LES CLIPS,PANENKA MUSIC,2020,40,D1gri,Junior Alaprod,PLK,,2020-08-28,,
83,TOM GREGORY,,,,FINGERTIPS,B1,2020,40,André Nookadu,Frank Sanders,Matt James,Adrien Nookadu,2020-01-10,,
84,JOEL CORRY,MNEK,,,HEAD & HEART,WEA / ATLANTIC RECORDS UK,2020,40,Joel Corry,Lewis Thompson,Joel Corry,Lewis Thompson,2020-07-03,,
85,RAY DALTON,,,,IN MY BONES,EPIC GERMANY,2020,40,DECCO,,Sebastian Arman,Ray Dalton,2020-02-20,,
86,BOOBA,ZED,,,JAUNÉ,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2020,40,Chapo,Heizenberg,Zed,Booba,2020-05-12,,
87,FREEZE CORLEONE,,,,SCELLÉ PART.2,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Flem,Freeze Corleone,Freeze Corleone,ASHE 22,2020-08-21,,
88,NAPS,NINHO,,,6.3,OK MANY INDUSTRIE / 13ÈME ART MUSIC,2020,40,DIIAS,,Ninho,Naps,2020-02-20,,
89,THE WEEKND,,,,IN YOUR EYES,REPUBLIC RECORDS,2020,40,Max Martin,Oscar Holter,The Weeknd,Belly,2020-03-20,sample,......IN YOUR ((EYES)) - deadbyoctober
90,WEJDENE,,,,VIE D'A,CAROLINE FRANCE / UNIVERSAL MUSIC DIVISION CAROLINE,2020,40,MOC,,Feuneu,Wejdene,2020-09-25,,
91,47TER,,,,ON AVAIT DIT,LABEL ENTRECÔTE,2020,40,47ter,Tristan Salvati,47ter,,2019-10-25,,
92,AVA MAX,,,,WHO'S LAUGHING NOW,WEA / ATLANTIC RECORDS,2020,40,Cirkut,Lotus IV,Måns Wredenberg,Madison Love,2020-07-30,sample,The Hot Kiss (Anna Resurrects Boy) - Freddy Vorobev and The King
93,PLK,,,,BÉNEF,PANENKA MUSIC,2020,40,Geronimo Beats,Pilgrim (Band),PLK,,2020-07-31,,
94,NINHO,,,,LA VIE QU'ON MÈNE,REC 118 / MAL LUNE / REC. 118 / MAL LUNE MUSIC,2020,40,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
95,BRAMSITO,NISKA,,,CRIMINEL,CAPITOL MUSIC FRANCE / CAPITOL,2020,40,Bramsito,Yvens Beats,Niska,Bramsito,2020-05-22,,
96,HORNET LA FRAPPE,,,,TOURNER LA TÊTE,REC. 118,2020,40,Josh (FRA),Hornet La Frappe,Hornet La Frappe,,2020-07-03,,
97,MAES,JUL,,,DYBALA,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,Trent 700,Chady,JuL,Maes,2020-01-17,,
98,POP SMOKE,,,,WHAT YOU KNOW BOUT LOVE,REPUBLIC RECORDS,2020,40,IamTash,,Troy Oliver,IamTash,2020-07-03,sample,Differences - Ginuwine
99,MAÎTRE GIMS,,,,IMMORTEL,PLAY TWO,2020,40,GIMS,Yalatif Beatz,GIMS,,2020-09-25,,
100,DJADJA,DINAZ,,,FÉFÉ LAMBO,CARRÉ MUSIC,2020,40,Zeg P,Handy y Kap’z,Djadja,Dinaz,2020-07-29,,
101,SOOLKING,DADJU,,,MELEGIM,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,Nyadjiko,,Soolking,Dadju,2020-02-07,interpolation,Summer 2020 - L.E.J
102,TATE MCRAE,,,,YOU BROKE ME FIRST,RCA RECORDS LABEL,2020,40,Blake Harnage,,RYANN,Blake Harnage,2020-04-16,sample,Deep - Azel
103,BOOBA,,,,DOLCE VITA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2020,40,Sany San,Berry Prod,Booba,,2020-07-14,,
104,DAMSO,,,,THEVIE RADIO,TRENTE-QUATRE CENTIMES,2020,40,SHABZBEATZ,NegDee,Damso,,2021-04-29,sample,Winning Streak - Shaboozey
105,FREEZE CORLEONE,,,,TARKOV,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Amine Farsi,Raaash,Freeze Corleone,,2020-09-11,interpolation,Dans les buissons - Freeze Corleone
106,CAMÉLIA JORDANA,,,,FACILE,PLAY TWO,2020,40,Renaud Rebillaud,,Camélia Jordana,,2020-02-06,interpolation,SUMMER 2021 - L.E.J
107,NINHO,,,,ZIPETTE,REC. 118 / MAL LUNE MUSIC,2020,40,Ysos,,Ninho,,2020-03-07,,
108,POP SMOKE,,,,DIOR,VICTOR VICTOR WORLDWIDE,2020,40,808 Melo,,Pop Smoke,808 Melo,2019-07-26,sample,The Coven - Peter Gundry
109,ZOLA,,,,WOW,AWA,2020,40,NASKID,Aurélien Mazin,Zola,,2020-07-17,,
110,MAES,BOOBA,,,BLANCHE,UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,Gérald,Unprediktable,Booba,Maes,2020-01-17,sample,Honneur - Prod.MxAI
111,BTS,,,,DYNAMITE,2020 BIGHIT ENTERTAINMENT,2020,40,David Stewart,,David Stewart,Jessica Agombar,2020-08-21,sample,Stan Your Enemies - Cacola
112,ANNA (IT),,,,BANDO,POLYDOR / UNIVERSAL MUSIC ITALIA SRL.,2020,40,Edward Yelin,,Harold Adamson,Jan Savitt,,,
113,JASON DERULO,,,,TAKE YOU DANCING,WEA / ATLANTIC RECORDS,2020,40,Emanuel Kiriakou,Teemu Brunila,Teemu Brunila,Jason Derulo,2020-07-22,interpolation,ЛА ЛА ЛА (LA LA LA) - Клава Кока (Klava Coca)
114,BENAB,,,,RS3,ISLAND DEF JAM / BENDO / DRACARYS MUSIC / BENDO MUSIC,2020,40,Koston,Bersa,Timal,Benab,2020-07-17,,
115,POP SMOKE,LIL TJAY,,,MOOD SWINGS,VICTOR VICTOR WORLDWIDE,2020,40,Kiwi,Dizzy Banko,Kiwi,Ajani Benitez,2020-07-03,sample,Kan’t Swings - Chanan
116,DRAKE,LIL DURK,,,LAUGH NOW CRY LATER,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,40,Cardo Got Wings,G. Ry,G. Ry,Yung Exclusive,2020-08-14,sample,Vision Feat. Great Britton (Drake - Laugh Now Cry Later Remix) - S E N O J
117,BLACK EYED PEAS,NICKY JAM,TYGA,,VIDA LOCA,POLYDOR / UNIVERSAL MUSIC DIVISION POLYDOR,2020,40,Johnny Goldstein,will.i.am,MC Hammer,Alonzo Miller,2020-06-19,sample,Pon de Floor - Major Lazer
118,GAMBI,,,,MACINTOSH,REC. 118,2020,40,Vladimir Cauchemar,,Gambi,,2020-06-18,,
119,FREEZE CORLEONE,,,,DESIIGNER,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Flem,Tab,Freeze Corleone,,2020-07-27,,
120,TRAVIS SCOTT,YOUNG THUG,M.I.A.,,FRANCHISE,CACTUS JACK / EPIC,2020,40,Travis Scott,CHASE B,Aaron Bow,Parlae,2020-09-25,sample,Thunder - Imagine Dragons
121,GAMBI,,,,PUFF PUFF PUFF,REC. 118,2020,40,Diabi,,Gambi,,2020-07-10,sample,Sexy Chick - David Guetta
122,SURF MESA,EMILEE,,,ILY,CAPITOL MUSIC FRANCE / ASTRALWERKS,2020,40,​Surf Mesa,,Bob Gaudio,Bob Crewe,2019-11-26,sample,Can’t Take My Eyes Off You - Frankie Valli
123,SQUEEZIE,GAMBI,,,SERVIS,"BALAI STEAK, ALLPOINTS",2020,40,Myd,Sam Tiba,Anahid Djalali,Squeezie,2020-09-04,,
124,NEA,,,,SOME SAY,MILKSHAKE,2020,40,Hitimpulse,Vincent Kottkamp,Eiffel 65,Hitimpulse,2019-09-06,sample,Perder O Ganar - LJ970
125,MAES,NINHO,,,DISTANT,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,HoloMobb,Boumidjal,Ninho,Maes,2019-12-20,,
126,JUSTIN BIEBER,,,,HOLY,ISLAND DEF JAM / UNIVERSAL MUSIC,2020,40,Michael Pollack,Jon Bellion,Tone Jones,Michael Pollack,2020-09-18,interpolation,Can’t Help Falling in Love - Elvis Presley
127,SQUEEZIE,,,,TOUT,"BALAI STEAK, ALLPOINTS",2020,40,Squeezie,Myd,Anahid Djalali,Squeezie,2020-09-25,,
128,REGARD,,,,RIDE IT,B1 / MINISTRY OF SOUND RECORDINGS,2020,40,Regard,,Jay Sean,Alan Sampson,2019-07-26,sample,Zweifel - Eddin
129,HVME,,,,GOOSEBUMPS,B1,2020,40,HVME,,Brock Korsan,Travis Scott,2020-06-11,interpolation,Goosebumps (Remix) - Travis Scott
130,PLK,,,,LES COMPTES,PANENKA MUSIC,2020,40,Kozbeatz,,PLK,,2020-08-28,,
131,GRAND CORPS MALADE,,,,MESDAMES,CAROLINE FRANCE / ANOUCHE PRODUCTIONS,2020,40,Mosimann,Tiery-F,Grand Corps Malade,,2020-09-11,,
132,SDM,KOBA LAD,,,TITULAIRES,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,Serk le Labo,,Koba LaD,SDM,2020-09-11,sample,Freestyle GTD - Koba LaD
133,JULIEN DORÉ,,,,LA FIÈVRE,COLUMBIA,2020,40,Tristan Salvati,Julien Doré,Julien Doré,,2020-06-25,,
134,MAÎTRE GIMS,,,,YOLO,PLAY TWO,2020,40,GIMS,Boumidjal,GIMS,,2020-08-31,,
135,CHICO ROSE,71 DIGITS,,,SOMEBODY'S WATCHING ME,WEA / SPINNIN' RECORDS,2020,40,Chico Rose,71 Digits,Rockwell,,2020-04-17,,
136,KAROL G,NICKI MINAJ,,,TUSA,ISLAND DEF JAM / TUSA - KAROL G & NICKI MINAJ,2020,40,Ovy On The Drums,,KEITYN,Ovy On The Drums,2019-11-07,interpolation,Tusa (Instrumental) - KAROL G
137,JUL,,,,SOUSOU,D'OR ET DE PLATINE,2020,40,JuL,,JuL,,2020-03-26,interpolation,Summer 2020 - L.E.J
138,HEUSS L'ENFOIRÉ,,,,BX LAND 5,MIDI MIDI PRODUCTION/150 PROD,2020,40,Yasser Beats,,Heuss L’enfoiré,,2020-08-28,,
139,FREEZE CORLEONE,,,,STRETCH 4,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2020,40,Congo Bill,,Freeze Corleone,,2020-09-11,,
140,DOSSEH,GAZO,,,PLACE DE L'ÉTOILE,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DISTRIBUTION DEAL,2020,40,Chapo,Ken & Ryu,Gazo,Dosseh,2020-09-24,,
141,GRADUR,HEUSS L'ENFOIRÉ,,,NE REVIENS PAS,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC F,2020,40,Zeg P,,Gradur,Heuss L’enfoiré,2019-11-22,sample,Blue - Poupie
