classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
5,MAES,,,,GALACTIC,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2023,3,Boumidjal,HoloMobb,Maes,Boumidjal,2023-01-06,sample,Michelle - The Singers Unlimited
6,GAZO,,,,DIE,BSB PROD,2023,3,Dallas,,Gazo,Dallas,2022-07-01,interpolation,Where Did I Put That Thing? / Bibbidi-Bobbidi-Boo - Oliver Wallace
7,REMA,,,,CALM DOWN,VIRGIN RECORDS FRANCE,2023,3,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
8,SDM,,,,MR. OCHO,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,H8MKRZ,,SDM,H8MKRZ,2022-12-02,,
9,HAMZA,,,,INTRODUCTION,WARNER / JUST WOKE UP,2023,3,Ponko,Hamza,Hamza,,2023-01-13,,
10,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2023,3,,,,,,,
11,CENTRAL CEE,,,,LET GO,ADA FRANCE / CENTRAL CEE,2023,3,Nastylgia,KwolleM,Central Cee,Nastylgia,2022-12-15,sample,Let Her Go - Passenger
12,MAES,,,,FETTY WAP,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2023,3,HRNN,Nino Vella,Maes,HRNN,2022-11-09,,
13,METRO BOOMIN,THE WEEKND,,,CREEPIN',ISLAND DEF JAM / UNIVERSAL MUSIC,2023,3,Metro Boomin,DaHeala,Metro Boomin,21 Savage,2022-12-02,sample,Boadicea - Enya
14,RK,,,,LOLA,CAPITOL MUSIC FRANCE / LES RESCAPES,2023,3,SHK,,RK,SHK,2022-10-05,,
15,TOM ODELL,,,,ANOTHER LOVE,COLUMBIA / ITNO/COLUMBIA,2023,3,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
16,ROSALÍA,,,,DESPECHÁ,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,3,Chris Jedi,Gaby Music,ROSALÍA,Chris Jedi,2022-07-28,sample,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56/66 - Bizarrap"
17,ROSA LINN,,,,SNAP,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,3,Alex Salibian,Ethan Schneiderman,Rosa Linn,Larzz Principato,2022-03-19,sample,Everything: 2022 Megamix - Joseph James (DJ)
18,LIL NAS X,,,,STAR WALKIN',SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,3,Cirkut,Omer Fedi,Lil Nas X,Omer Fedi,2022-09-22,interpolation,Friday Night Lights (Version 4) - Lil Nas X
19,ONE REPUBLIC,,,,I AIN'T WORRIED,POLYDOR / UNIVERSAL MUSIC,2023,3,Ryan Tedder,Brent Kutzle,Björn Yttling,Tyler Spry,2022-05-13,sample,Young Folks - Peter Bjorn and John
20,SAM SMITH,,,,UNHOLY,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC,2023,3,Blake Slatkin,Cirkut,Sam Smith,Kim Petras,2022-09-22,sample,Everything: 2022 Megamix - Joseph James (DJ)
21,GAZO,,,,FLEURS,BSB PROD,2023,3,Shiruken Music,,Tiakola,Gazo,2022-07-01,,
22,PIERRE DE MAERE,,,,UN JOUR JE MARIERAI UN ANGE,WAGRAM / CINQ 7,2023,3,Marso (FRA),,Marso (FRA),Pierre de Maere,2021-11-08,,
23,FAVÉ,,,,URUS,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2023,3,MB On The Track,,Favé (FRA),MB On The Track,2022-10-12,,
24,MÅNESKIN,,,,THE LONELIEST,SONY MUSIC ENTERTAINMENT / EPIC,2023,3,Fabrizio Ferraguzzo,Måneskin,Damiano David,Ethan Torchio,2022-10-07,,
25,SHAKIRA,,,,"SHAKIRA: BZRP MUSIC SESSIONS, VOL. 53",ORCHARD / DALE PLAY RECORDS,2023,3,Bizarrap,,Shakira,KEITYN,2023-01-11,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
26,RIHANNA,,,,LIFT ME UP,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,3,Ludwig Göransson,,Rihanna,Tems,2022-10-28,sample,Lift Me Up (Instrumental) - Rihanna
27,SDM,,,,BOLIDE ALLEMAND,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Berry Prod,Yopsy,SDM,Berry Prod,2022-12-02,interpolation,Rihanna - SDM
28,BEYONCÉ,,,,CUFF IT,COLUMBIA / PARKWOOD ENTERTAINMENT/COLUMBIA,2023,3,Beyoncé,NOVA WAV,Beyoncé,Raphael Saadiq,2022-07-29,sample,Square Biz - Teena Marie
29,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,3,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
30,OLIVER TREE,ROBIN SCHULZ,,,MISS YOU,WEA / ATLANTIC RECORDS,2023,3,Robin Schulz,,Oliver Tree,Marshmello,2022-08-05,sample,Miss You - southstar
31,ALONZO,,,,TOUT VA BIEN,SONY MUSIC ENTERTAINMENT / ONLY PRO,2023,3,SHK,Scar (FRA),Ninho,Naps,2022-05-20,,
32,SOOLKING,,,,BALADER,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,MKL,,Niska,Soolking,2022-05-27,,
33,JUL,,,,NAMEK,BELIEVE / D'OR ET DE PLATINE,2023,3,AL PROD,,JuL,Omah Lay,2022-11-18,,
34,SZA,,,,KILL BILL,SONY MUSIC ENTERTAINMENT / TOP DAWG ENTERTAINMENT/RCA RECORDS,2023,3,Carter Lang,Rob Bisel,SZA,Rob Bisel,2022-12-09,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
35,DERTAY,,,,MA CAME,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION VIRGIN RECORDS DISTRIBUTION DEAL,2023,3,Narco Verra,,Dertay,,2022-12-09,,
36,AIME SIMONE,,,,SHINING LIGHT,BECAUSE / NO START NO END,2023,3,Aime Simone,,Aime Simone,,2020-07-31,,
37,RAYE,,,,ESCAPISM.,ORCHARD / HUMAN RE SOURCES,2023,3,Mike Sabath,,RAYE,Mike Sabath,2022-10-12,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
38,TIAKOLA,,,,MEUDA,WATI-B,2023,3,Oath (NLD),,Tiakola,Oath (NLD),2022-05-27,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
39,SLIMANE,,,,DES MILLIERS DE JE T'AIME,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Yaacov Salah,Meïr Salah,Slimane,,2022-09-02,,
40,ZEG P,,,,FADE UP,BELIEVE / ON DA TRAX,2023,3,Zeg P,,SCH,Hamza,2022-06-24,,
41,ORELSAN,ANGÈLE,,,CP_009_ E´VIDEMMENT,3EME BUREAU,2023,3,Skread,Phazz,Angèle,OrelSan,2022-10-28,,
42,MADEMOISELLE LOU,BOOBA,,,ZÉNITH,WARNER / ELEKTRA FRANCE,2023,3,Kev 117,,​mademoiselle lou,Booba,2023-01-12,,
43,TAYC,,,,CARRY ME,BELIEVE / PLAY TWO,2023,3,Nyadjiko,,Tayc,,2023-01-09,,
44,LOMEPAL,,,,À PEU PRÈS,IDOL / PINÉALE,2023,3,Stwo,Pierrick Devin,Lomepal,,2022-09-16,,
45,DAMSO,,,,COEUR DE PIRATE,TRENTE-QUATRE CENTIMES,2023,3,Twinsmatic,,Damso,Twinsmatic,2022-12-18,interpolation,Dégaine - Aya Nakamura
46,SCH,,,,AUTOBAHN,REC118 / REC. 118,2023,3,SCH,Vito Bendinelli,SCH,Vito Bendinelli,2022-11-18,,
47,GAZO,,,,RAPPEL,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,3,Shiruken Music,,Gazo,Shiruken Music,2022-06-28,,
48,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2023,3,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
49,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC,2023,3,MarvelPro,,Vacra,,2022-11-10,,
50,TIAKOLA,,,,GASOLINA,WATI-B,2023,3,Shiruken Music,,Tiakola,Rsko,2022-05-27,,
51,PEDRO SAMPAIO,ANITTA,DADJU,MC PEDRINHO,DANÇARINA,WEA / WM BRAZIL,2023,3,Maikinho DJ,PEDRO SAMPAIO,Tiakola,MC Pedrinho,2022-02-01,sample,Dieu merci - Dadju
52,JUL,,,,CŒUR BLANC,BELIEVE / D'OR ET DE PLATINE,2023,3,Captain Beats,,JuL,Captain Beats,2022-12-08,,
53,BIGFLO,OLI,,,COUP DE VIEUX,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION POLYDOR,2023,3,20syl,Bigflo,Charles Aznavour,Julien Doré,2022-06-24,sample,Axel F - Crazy Frog
54,NINHO,,,,LA VIE QU ON MENE,REC. 118 / MAL LUNE MUSIC,2023,3,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
55,CENTRAL CEE,,,,DOJA,WARNER / CENTRAL CEE,2023,3,LiTek,WhYJay,Central Cee,Eve,2022-07-21,sample,Let Me Blow Ya Mind - Eve
56,AYA NAKAMURA,,,,SMS,WARNER / REC. 118,2023,3,Shiruken Music,Hard Level,Aya Nakamura,,2022-12-01,sample,Mon soleil - Princess Lover
57,BLACK EYED PEAS,,,,DON'T YOU WORRY,POLYDOR,2023,3,will.i.am,David Guetta,will.i.am,apl.de.ap,2022-06-17,sample,Play Hard - David Guetta
58,GAMBI,,,,PETETE,WARNER / REC. 118,2023,3,808 Smoove,Elias Beats,Gambi,,2022-07-29,sample,Calabria 2007 - Enur
59,CALEMA,,,,TE AMO,POLYDOR,2023,3,,,,,,,
60,OXLADE,,,,KU LO SA,SONY MUSIC ENTERTAINMENT / EPIC,2023,3,Ozedikus,,Oxlade,Camila Cabello,2022-10-21,sample,Feel complete - PinkPantheress
61,SOFIA CARSON,,,,COME BACK HOME,MCA / WALT DISNEY RECORDS,2023,3,Eren Cannata,Dan Crean,Eren Cannata,Justin Tranter,2022-07-12,interpolation,Come Back Home (Stripped) - Sofia Carson
62,LORENZO,,,,COCO,ROMANCE MUSIQUE / MFC,2023,3,Arthur Malherbe,Yro,Lorenzo,Arthur Malherbe,2022-12-02,,
63,LOMEPAL,,,,DECRESCENDO,IDOL / PINÉALE,2023,3,Stwo,Pierrick Devin,Lomepal,,2022-09-16,,
64,LUV RESVAL,,,,AZNVR,SONY MUSIC ENTERTAINMENT / AWA,2023,3,Kore,Aurélien Mazin,Luv Resval,,2023-01-06,,
65,NISKA,,,,GENKIDAMA,CAPITOL MUSIC FRANCE / MILLENIUM,2023,3,Boumidjal,HoloMobb,Niska,Boumidjal,2022-11-23,,
66,LOUANE,,,,SECRET,ISLAND DEF JAM,2023,3,Tristan Salvati,,Louane,,2022-10-09,interpolation,Secret (sad orchestra) - Louane
67,YANNS,,,,CLIC CLIC PAN PAN,BELIEVE / PRODIGE MUSIC,2023,3,Toto Beats,,Yanns,,2021-12-10,,
68,JUL,,,,J'AI TOUT SU,BELIEVE / D'OR ET DE PLATINE,2023,3,JuL,,JuL,,2022-06-03,,
69,NOUR,,,,PREMIER AMOUR,MCA,2023,3,,,,,2022-10-07,,
70,DAMSO,,,,DIEU NE MENT JAMAIS,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,DSK,,Damso,,2017-04-28,,
71,LADY GAGA,,,,BLOODY MARY,POLYDOR / INTERSCOPE RECORDS,2023,3,Lady Gaga,DJ White Shadow,DJ White Shadow,Lady Gaga,2011-05-23,sample,Капибара (Capybara) - ​gerka & kiryuha
72,GALA,,,,FREED FROM DESIRE,BELIEVE / DO IT YOURSELF,2023,3,Molella,Phil Jay,Gala,Molella,1996-10-23,sample,3 ÉTOILES - Yanslo
73,SOOLKING,,,,SUAVEMENTE,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Scar (FRA),Voluptyk,Soolking,,2022-02-23,interpolation,Suavemente - Elvis Crespo
74,IMAGINE DRAGONS,,,,SHARKS,POLYDOR / INTERSCOPE RECORDS,2023,3,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-06-24,,
75,HEUSS L'ENFOIRÉ,,,,LA MARSEILLAISE,BELIEVE / 150 PRODUCTIONS / STRAW PROD,2023,3,Zeg P,,Ninho,Heuss L’enfoiré,2022-11-04,interpolation,La Marseillaise (Version courte) - Rouget de l’Isle
76,NINHO,,,,VVS,REC. 118 / MAL LUNE MUSIC,2023,3,Young KO,,Ninho,,2021-12-03,,
77,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,3,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
78,LIBIANCA,,,,PEOPLE,SONY MUSIC ENTERTAINMENT / 5K RECORDS LIMITED,2023,3,Mage The Producer,,Libianca,Orhue Moses Dias,2022-12-05,,
79,OUSSAMA,,,,NSITI,WARNER / ELEKTRA FRANCE,2023,3,Sarah Benaldjia,,Oussama,,2022-12-28,,
80,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,3,HuFel Beatz,,Werenoi,,2022-08-08,,
81,ZED,,,,JOLI,BELIEVE / LDS PRODUCTION,2023,3,Nepta,Maz Beats (FRA),Zed,Nepta,2022-09-09,,
82,LOMEPAL,,,,TROP BEAU,IDOL / PINÉALE,2023,3,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
83,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
84,SDM,,,,REDESCENDS,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Ghenda,,SDM,Tiakola,2022-07-15,,
85,KERCHAK,,,,PEUR,SONY MUSIC ENTERTAINMENT / LABEL BLUE SKY,2023,3,Shiruken Music,Draco Dans Ta Face,Kerchak,Ziak,2022-09-23,,
86,TIMAL,,,,FILTRÉ,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2023,3,Noxious,,Gazo,Timal,2022-02-11,,
87,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2023,3,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
88,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,3,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
89,ORELSAN,,,,LA QUÊTE,WAGRAM / WAGRAM MUSIC / 3ÈME BUREAU,2023,3,Phazz,Skread,OrelSan,,2021-11-19,interpolation,CP_002_Les aventures de MiniSan - OrelSan
90,TAYC,MARCUS,,,SALOMÉ,BELIEVE / PLAY TWO,2023,3,Nyadjiko,,Tayc,,2021-11-26,,
91,ELTON JOHN,DUA LIPA,,,COLD HEART,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,3,GD8,,KayleeHazel,Elton John,2024-05-24,,
92,LANDY,,,,VIRAL,BELIEVE / 109 RECORD / MORNING GLORY MUSIC / BELIEVE,2023,3,DJ Bellek,SlemBeatz,Landy,DJ Bellek,2023-01-13,,
93,BEENDO Z,,,,PAS BÊTE,WARNER / GUETTE MUSIC,2023,3,Beatsbyisma,,Beendo Z,Beatsbyisma,2022-06-29,,
94,JOSMAN,,,,INTRO,SIDELINE,2023,3,Eazy Dew,Lucci’ (FRA),Josman,,2022-03-18,,
95,PLK,,,,ÉMOTIF,WAGRAM / PANENKA MUSIC,2023,3,,,Playboi Carti,,,interpolation,Paper - Playboi Carti
96,VIANNEY,ED SHEERAN,,,CALL ON ME,BELIEVE / TÔT OU TARD,2023,3,Vianney,Ed Sheeran,Ed Sheeran,Vianney,2022-10-07,,
97,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2023,3,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
98,TIAKOLA,,,,MODE AV,WATI-B,2023,3,Heezy Lee,Spectra (Producer),Gazo,Niska,2022-05-27,interpolation,PARKINSON - Gazo
99,TIAKOLA,,,,LA CLÉ,SONY MUSIC ENTERTAINMENT / WATI-B,2023,3,Boumidjal,D1gri,Tiakola,Boumidjal,2021-12-23,,
100,ADÉ,,,,TOUT SAVOIR,BELIEVE / TÔT OU TARD,2023,3,Adé (Chanteuse),Leslie Dupuis-Mendel,Adé (Chanteuse),,2022-04-19,,
101,IMAGINE DRAGONS,,,,BONES,POLYDOR / INTERSCOPE RECORDS,2023,3,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-03-11,sample,Radioactive Bones - Bongs237
102,RONISIA,,,,200 KM/H,SONY MUSIC ENTERTAINMENT / EPIC,2023,3,Heezy Lee,Noxious,Ronisia,Gazo,2022-12-09,,
103,SCH,,,,LIF,WARNER / REC. 118,2023,3,Lil Ben,,SCH,Lil Ben,2022-10-27,interpolation,Le son qui met la pression - Lunatic
104,GLASS ANIMALS,,,,HEAT WAVES,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,3,Dave Bayley,,Dave Bayley,,2020-06-29,sample,Guess What’s Back - David0Mario
105,CAMILA CABELLO,,,,BAM BAM,SONY MUSIC ENTERTAINMENT / EPIC,2023,3,Ricky Reed,Édgar Barrera,Scott Harris,Cheche Alara,2022-03-04,sample,Everything: 2022 Megamix - Joseph James (DJ)
106,MIGUEL,,,,SURE THING,SONY MUSIC ENTERTAINMENT / JIVE,2023,3,Happy Perez,,Happy Perez,Miguel,2010-11-30,sample,Sure Thing - Bryson Tiller
107,CHRIS BROWN,,,,UNDER THE INFLUENCE,SONY MUSIC ENTERTAINMENT / CHRIS BROWN ENTERTAINMENT/RCA RECORDS,2023,3,KDDO,,Tiffany McKie,Davido,2019-10-04,sample,Aparkat (Yarım Kaldı) - Ege Boran
108,BENSON BOONE,PHILIPPINE LAVREY,,,IN THE STARS,WEA / WARNER RECORDS,2023,3,Jason Evigan,,Benson Boone,Jason Evigan,2022-04-29,,
109,NINHO,REDVOLUTION,,,CAROLINA,BELIEVE / REDVOLUTION,2023,3,Gabbi (FRA),,Ninho,Gabbi (FRA),2022-10-21,,
110,TAYLOR SWIFT,,,,ANTI-HERO,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,3,Jack Antonoff,Taylor Swift,Taylor Swift,Jack Antonoff,2022-10-21,sample,Everything: 2022 Megamix - Joseph James (DJ)
111,STEPHEN SANCHEZ,,,,UNTIL I FOUND YOU,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,3,Konrad Snyder,Ian Fitchuk,Stephen Sanchez,,2021-09-01,sample,FOUND YOU - DC The Don
112,FARRUKO,,,,PEPAS,SONY MUSIC ENTERTAINMENT / RCA,2023,3,Sharo Towers,Ghetto,IAmChino,Juan Manuel Gomez,2021-06-24,sample,Dos Tres Trucos - Paola Suárez
113,SOUND OF LEGEND,,,,I'M SO EXCITED,BELIEVE / PLAY TWO,2023,3,Sound Of Legend,,Ruth Pointer,June Pointer,2022-10-14,,
114,IMAGINE DRAGONS,,,,SYMPHONY,POLYDOR / INTERSCOPE RECORDS,2023,3,Joel Little,,Dan Reynolds,Wayne Sermon,2022-07-01,,
115,NINHO,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2023,3,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
116,DERMOT KENNEDY,,,,KISS ME,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,3,Scott Harris,KOZ,Dermot Kennedy,Dan Smith,2022-09-02,,
117,NAPS,,,,BEST LIFE,BELIEVE / OK MANY INDUSTRIE/13ÈME ART MUSIC,2023,3,CDR (FRA),,GIMS,Naps,2021-09-29,interpolation,PS5 - Drismer & PCN
118,IMAGINE DRAGONS,,,,ENEMY,POLYDOR / INTERSCOPE RECORDS,2023,3,Mattman & Robin,,Justin Tranter,JID,2021-10-28,sample,‎the house 𝐏𝐀𝐑𝐓 𝐎𝐍𝐄 - ‎beenibroh
119,JUL,,,,BEUH À LA NOIX DE COCO,BELIEVE / D'OR ET DE PLATINE,2023,3,Art Hard Beats,,JuL,ADN Beats,2022-12-09,,
120,SDM,,,,PASSAT,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,YamineWav,Chanchee,Maes,SDM,2021-12-10,,
121,GAZO,,,,CELINE 3X,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,3,Nardey,Scar (FRA),Gazo,Nardey,2022-05-11,sample,Dernière danse - Indila
122,MIG,,,,QUAND J'Y REPENSE,VIRGIN RECORDS FRANCE,2023,3,Boumidjal,HoloMobb,Mig,Tiakola,2022-09-30,,
123,MENTISSA,,,,ET BAM,BELIEVE / TÔT OU TARD,2023,3,Vianney,,Vianney,,2021-11-11,,
124,BORIS WAY,,,,KINGS & QUEENS,"SONY MUSIC ENTERTAINMENT / ULTRA RECORDS, LLC",2023,3,Boris Way,,Boris Way,Leo Stannard,2022-10-28,,
125,LUCENZO,OLUPELLAR,,,MAMBELLA,BELIEVE / PLAY TWO,2023,3,,,Okikiolu Awoyele,Nello Fortes,2022-09-30,,
126,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2023,3,,,,,2011-08-16,,
127,ORELSAN,,,,JOUR MEILLEUR,3EME BUREAU,2023,3,Skread,,OrelSan,,2021-11-19,,
128,SIGALA,,,,ALL BY MYSELF,SONY MUSIC ENTERTAINMENT / COLUMBIA/B1 RECORDINGS,2023,3,Alok,Sigala,Ellie Goulding,Alok,2022-10-07,interpolation,Enjoy the Silence - Depeche Mode
129,CKAY,,,,LOVE NWANTITI,WEA / WM SOUTH AFRICA,2023,3,CKay,,CKay,,2019-08-29,,
130,EMINEM,,,,MOCKINGBIRD,POLYDOR / UNIVERSAL MUSIC,2023,3,Luis Resto,Eminem,Eminem,Luis Resto,2004-11-12,sample,1995 - Samra
131,GAYLE,,,,ABCDEFU,WEA / ATLANTIC/ARTHOUSE RECORDS,2023,3,Pete Nappi,,GAYLE,Sara Davis,2021-08-13,sample,Abcde forgot the rest - Lil Woodryc
132,DISIZ,,,,RENCONTRE,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2023,3,LUCASV,Augustin Charnet,Damso,Disiz,2022-03-17,,
133,TIËSTO,TATE MCRAE,,,10:35,WEA / ATLANTIC RECORDS,2023,3,Tiësto,LOSTBOY,Tiësto,Amy Allen,2022-11-03,interpolation,10:35 (Demo) - Tiësto
134,ROSALÍA,,,,LA FAMA,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,3,The Weeknd,ROSALÍA,El Guincho,Noah Goldstein,2021-11-11,interpolation,TOTO - Karmen (FRA)
135,SDM,,,,FRANKLIN SAINT,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Franklin (FRA),,SDM,Zed,2022-12-02,,
136,TIAKOLA,,,,M3LO,SONY MUSIC ENTERTAINMENT / WATI-B,2023,3,Muijiza,XAVii,Tiakola,Muijiza,2022-04-22,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
137,THE KID LAROI,,,,STAY,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,3,Cashmere Cat,Blake Slatkin,Finatik,Zac,2021-07-09,sample,​sirens r kinda scary - ‍xaev
138,LETO ET GUY2BEZBAR,,,,SOSA,REC 118 / WB PRODUCTIONS / REC. 118/WB PRODUCTIONS,2023,3,,,,,,,
139,BURNA BOY,,,,LAST LAST,WEA / SPACESHIP/ BAD HABIT/ATLANTIC RECORDS,2023,3,Ruuben,MD$,Chopstix,Rodney Jerkins,2022-05-13,sample,He Wasn’t Man Enough - Toni Braxton
140,FRANGLISH,,,,SÉCU,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Seysey,,Franglish,Ninho,2022-10-28,,
141,WERENOI,,,,SELFIE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,3,Claro Beats,,Werenoi,Maes,2022-09-23,,
142,ED SHEERAN,,,,SHIVERS,WEA / ATLANTIC RECORDS UK,2023,3,Ed Sheeran,Fred again..,Ed Sheeran,Kal Lavelle,2021-09-10,sample,A.T.E - Yung Nobre
143,ED SHEERAN,,,,BAD HABITS,WEA / ATLANTIC RECORDS UK,2023,3,Ed Sheeran,Fred again..,Ed Sheeran,Fred again..,2021-06-25,sample,Tino x Fumez The Engineer - Plugged In - Fumez The Engineer
144,SLIMANE,,,,LA RECETTE,CAPITOL MUSIC FRANCE / CAPITOL,2023,3,Slimane,Yaacov Salah,Slimane,,2022-06-22,,
145,KOFS,LACRIM,,,BANG BANG BANG,BELIEVE / SANTÉ & BONHEUR,2023,3,Ladjoint,Pavillon Noir,Kofs,Lacrim,2023-01-06,,
146,FRESH,,,,CHOP,BELIEVE / ICB RECORDS,2023,3,Jermaine Dupri,,Joseph James Holland,,2017-01-03,,
147,DTF,,,,G.A.G,BELIEVE / QLF RECORDS,2023,3,HRNN,Slaik,RTI,RKM,2023-01-12,,
148,KABONGO-DJ,VEGEDREAM,,,MERCI LES BLEUS,BELIEVE / PLAY TWO,2023,3,,,,,,,
149,DAMSO,,,,?. MOROSE,TRENTE-QUATRE CENTIMES,2023,3,Jim Henderson,Jean-Marie Aerts,Damso,Jim Henderson,2021-04-29,,
150,DYSTINCT,,,,GHAZALI,SONY MUSIC ENTERTAINMENT / AVALON MUSIC,2023,3,Unleaded,YAM,Bryan Mg,DYSTINCT,2022-06-03,,
151,JUL,,,,C'EST PAS LA MAIRIE,BELIEVE / D'OR ET DE PLATINE,2023,3,Hussin Beats,,JuL,Kvra,2022-12-09,,
152,BENAB,,,,ROYAL,BELIEVE / DRACARYS MUSIC,2023,3,Bersa,,Benab,,2023-01-13,,
153,JUL,,,,LA BANDITE,BELIEVE / D'OR ET DE PLATINE,2023,3,Zaka2054,Abys One,JuL,,2019-06-14,,
154,LUJIPEKA,,,,POUPÉE RUSSE,INITIAL ARTIST SERVICES,2023,3,Kiyane,,Lujipeka,,2021-07-15,,
155,PNL,,,,J’COMPRENDS PAS,BELIEVE / PNL,2023,3,,,N.O.S,Ademo,2015-01-30,,
156,NEKFEU,,,,ELLE PLEUT,POLYDOR / SEINE ZOO,2023,3,Naë Music,Diabi,Nemir,Nekfeu,2019-06-06,interpolation,Saturne - Nekfeu
157,ASHKIDD,,,,MOTEL,VIRGIN RECORDS FRANCE / ROSEMOON ENTERTAINMENT,2023,3,DJ CREECHA,,Ashh,,2015-09-28,sample,Soldier On - The Temper Trap
158,ZKR,,,,PHILLY,BELIEVE / MORNING GLORY MUSIC / ALL ROAD,2023,3,Troiza Beats,,SDM,Zkr,2023-01-16,,
159,FAVÉ,,,,TOXIC,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2023,3,DJ Bellek,Pxblo,Favé (FRA),,2023-01-05,,
160,DJADJA,DINAZ,,,BONKASA,BELIEVE / CARRÉ MUSIC,2023,3,Chefi,,Djadja,Dinaz,2022-07-20,,
161,NINHO,,,,GOUTTE D’EAU,WARNER / REC. 118 / MAL LUNÉ MUSIC,2023,3,Kozbeatz,,Ninho,,2019-02-21,,
162,BILLIE EILISH,,,,LOVELY,POLYDOR / UNIVERSAL MUSIC,2023,3,FINNEAS,,Billie Eilish,Khalid,2017-08-11,sample,DmC preorder - Billie Eilish
