classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
159,DUA LIPA,,,,ONE KISS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,1,Calvin Harris,,Calvin Harris,Jessie Reyez,2018-04-06,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
160,SEXION D'ASSAUT,,,,WATI BY NIGHT,SONY MUSIC ENTERTAINMENT / JIVE EPIC,2023,1,Wisla,Renaud Rebillaud,GIMS,Black M,2010-03-23,interpolation,Chien d’la casse - Diddi Trix
161,WERENOI,,,,SELFIE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,1,Claro Beats,,Werenoi,Maes,2022-09-23,,
162,THE WEEKND,,,,NOTHING IS LOST,MCA / WALT DISNEY RECORDS,2023,1,Swedish House Mafia,Simon Franglen,The Weeknd,Swedish House Mafia,2022-12-15,,
163,DAFT PUNK,PHARRELL WILLIAMS AND NILE RODGERS,,,GET LUCKY,SONY MUSIC CATALOGUE / COLUMBIA,2023,1,,,,,,,
164,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,BELIEVE / PLAY TWO,2023,1,,,Sébastien Gourseyrol,,2017-07-02,,
165,LIZZO,,,,ABOUT DAMN TIME,WEA / ATLANTIC RECORDS,2023,1,Blake Slatkin,Ricky Reed,Blake Slatkin,Theron Thomas,2022-04-14,sample,Turn Up the Music - Chris Brown
166,IMAGES,,,,LES DÉMONS DE MINUIT,WAGRAM,2023,1,,,Richard Seff,Stéphane Despres,,interpolation,Normal - Alonzo
167,SLIMANE,,,,LA RECETTE,CAPITOL MUSIC FRANCE / CAPITOL,2023,1,Slimane,Yaacov Salah,Slimane,,2022-06-22,,
168,SDM,,,,PASSAT,CAPITOL MUSIC FRANCE / CAPITOL,2023,1,YamineWav,Chanchee,Maes,SDM,2021-12-10,,
169,LADY GAGA,,,,HOLD MY HAND,POLYDOR,2023,1,Lady Gaga,BloodPop®,BloodPop®,Lady Gaga,2022-05-03,sample,Everything: 2022 Megamix - Joseph James (DJ)
170,MEGHAN TRAINOR,,,,MADE YOU LOOK,SONY MUSIC ENTERTAINMENT / EPIC,2023,1,Federico Vindver,,Sean Douglas,Federico Vindver,2022-10-21,sample,Everything: 2022 Megamix - Joseph James (DJ)
171,ZOLA,,,,CARTIER PANTHÈRE,SONY MUSIC ENTERTAINMENT / AWA,2023,1,Prince (FRA),,Zola,Prince (FRA),2022-12-16,,
172,LYKKE LI,,,,I FOLLOW RIVERS,CATALOGUE MARKETING CLASSIQUE / WEA,2023,1,Björn Yttling,,Björn Yttling,Lykke Li,2011-01-21,sample,Scam from Nigeria - YUNG LIXO
173,ANGÈLE,,,,DÉMONS,ROMANCE MUSIQUE / ANGELE VL RECORDS,2023,1,Angèle,Tristan Salvati,Damso,Angèle,2021-12-03,,
174,GAZO,,,,MOLLY - A COLORS SHOW,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,1,Nardey,SHK,Gazo,Nardey,2022-05-30,,
175,DJADJA,DINAZ,,,BONKASA,BELIEVE / CARRÉ MUSIC,2023,1,Chefi,,Djadja,Dinaz,2022-07-20,,
176,WILLY WILLIAM,,,,TROMPETA,BELIEVE / SCORPIO MUSIC,2023,1,Willy William,,Willy William,,2022-02-18,sample,Infinity - Guru Josh
177,VEGEDREAM,,,,RAMENEZ LA COUPE À LA MAISON,ISLAND DEF JAM,2023,1,Evasao,,Vegedream,,2018-07-18,interpolation,Bourbier - La Synesia
178,JUL,,,,LA BANDITE,BELIEVE / D'OR ET DE PLATINE,2023,1,Zaka2054,Abys One,JuL,,2019-06-14,,
179,BENSON BOONE,PHILIPPINE LAVREY,,,IN THE STARS,WEA / WARNER RECORDS,2023,1,Jason Evigan,,Benson Boone,Jason Evigan,2022-04-29,,
180,MARK RONSON,BRUNO MARS,,,UPTOWN FUNK,COLUMBIA,2023,1,Mark Ronson,Jeff Bhasker,Mark Ronson,Jeff Bhasker,2014-11-10,sample,I Don’t Believe You Want to Get Up and Dance (Oops!) - The Gap Band
181,QUEEN,,,,DON'T STOP ME NOW,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,1,Roy Thomas Baker,Queen,Brian May,Freddie Mercury,1978-11-10,sample,Tour Overture - SET 69
182,DAMSO,,,,J RESPECT R,CAPITOL MUSIC FRANCE / CAPITOL,2023,1,BBP,,Damso,,2017-04-28,,
183,A-HA,,,,TAKE ON ME,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,1,Alan Tarney,,Paul Waaktaar-Savoy,Morten Harket,1985-04-05,sample,1984 - The Hood Internet
184,NISKA,,,,R.A.S,CAPITOL MUSIC FRANCE / MILLENIUM,2023,1,Ken & Ryu,Narcos,Niska,Gazo,2022-11-25,,
185,JUL,,,,CHOCOLATA,BELIEVE / D'OR ET DE PLATINE,2023,1,Elai,,JuL,Elai,2022-12-09,,
186,THERAPIE TAXI,,,,ETÉ 90,PANENKA MUSIC,2023,1,Vincent Duteuil,Zaoui,,,2021-01-08,,
187,MÅNESKIN,,,,SUPERMODEL,SONY MUSIC ENTERTAINMENT / EPIC,2023,1,SLY,Max Martin,Damiano David,Victoria,2022-05-13,sample,Everything: 2022 Megamix - Joseph James (DJ)
188,DAMSO,,,,SIGNALER,CAPITOL MUSIC FRANCE / CAPITOL,2023,1,Double X,,Damso,,2017-04-28,sample,Jimmy - Booba
189,LOST FREQUENCIES,,,,WHERE ARE YOU NOW,SONY MUSIC ENTERTAINMENT / EPIC AMSTERDAM,2023,1,Lost Frequencies,,Joacim Persson,Dag Lundberg,2021-07-30,sample,Everything: 2022 Megamix - Joseph James (DJ)
190,PNL,,,,J’COMPRENDS PAS,BELIEVE / PNL,2023,1,,,N.O.S,Ademo,2015-01-30,,
191,GAZO,,,,BECTE,BSB PROD,2023,1,Diabi,,Gazo,Diabi,2022-07-01,,
192,DAMSO,,,,?. MOROSE,TRENTE-QUATRE CENTIMES,2023,1,Jim Henderson,Jean-Marie Aerts,Damso,Jim Henderson,2021-04-29,,
193,MÅNESKIN,,,,BEGGIN',SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2023,1,Måneskin,Lucio Fabbri,Peggy Farina,Bob Gaudio,2017-12-08,sample,Beggin (Intro) - Bos Flip
194,CHRISTOPHE WILLEM,,,,PS : JE T'AIME,RCA GROUP,2023,1,Yaacov Salah,Slimane,Slimane,,2022-04-06,,
195,NEKFEU,,,,ELLE PLEUT,POLYDOR / SEINE ZOO,2023,1,Naë Music,Diabi,Nemir,Nekfeu,2019-06-06,interpolation,Saturne - Nekfeu
196,PNL,,,,DEUX FRÈRES,MUSICAST / QLF RECORDS,2023,1,BBP,,Ademo,N.O.S,2019-04-05,,
197,IMAGINE DRAGONS,,,,BELIEVER,POLYDOR / INTERSCOPE RECORDS,2023,1,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2017-02-01,sample,Novo Dono dos Miraculous - Venum Beats
198,TIËSTO,TATE MCRAE,,,10:35,WARNER / ATLANTIC RECORDS,2023,1,Tiësto,LOSTBOY,Tiësto,Amy Allen,2022-11-03,interpolation,10:35 (Demo) - Tiësto
199,BORIS WAY,,,,KINGS & QUEENS,"SONY MUSIC ENTERTAINMENT / ULTRA RECORDS, LLC",2023,1,Boris Way,,Boris Way,Leo Stannard,2022-10-28,,
200,ANGÈLE,,,,LIBRE,ROMANCE MUSIQUE / ANGELE VL RECORDS,2023,1,Angèle,Tristan Salvati,Angèle,,2021-12-03,,
1,MAES,,,,GALACTIC,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2023,2,Boumidjal,HoloMobb,Maes,Boumidjal,2023-01-06,sample,Michelle - The Singers Unlimited
2,ZOLA,,,,AMBER,SONY MUSIC ENTERTAINMENT / AWA,2023,2,Kore,Aurélien Mazin,Zola,Kore,2022-11-18,,
3,GAZO,,,,DIE,BSB PROD,2023,2,Dallas,,Gazo,Dallas,2022-07-01,interpolation,Where Did I Put That Thing? / Bibbidi-Bobbidi-Boo - Oliver Wallace
4,REMA,,,,CALM DOWN,VIRGIN RECORDS FRANCE,2023,2,Andre Vibez,ThisizLondon,Rema,,2022-02-11,sample,Drake Bussy - Fetus Blasters
5,MAES,,,,FETTY WAP,CAPITOL MUSIC FRANCE / OMERTA 47 RECORDS,2023,2,HRNN,Nino Vella,Maes,HRNN,2022-11-09,,
6,CENTRAL CEE,,,,LET GO,ADA FRANCE / CENTRAL CEE,2023,2,Nastylgia,KwolleM,Central Cee,Nastylgia,2022-12-15,sample,Let Her Go - Passenger
7,SDM,,,,MR. OCHO,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,H8MKRZ,,SDM,H8MKRZ,2022-12-02,,
8,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2023,2,,,,,,,
9,RK,,,,LOLA,CAPITOL MUSIC FRANCE / LES RESCAPES,2023,2,SHK,,RK,SHK,2022-10-05,,
10,ROSA LINN,,,,SNAP,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,2,Alex Salibian,Ethan Schneiderman,Rosa Linn,Larzz Principato,2022-03-19,sample,Everything: 2022 Megamix - Joseph James (DJ)
11,TOM ODELL,,,,ANOTHER LOVE,COLUMBIA / ITNO/COLUMBIA,2023,2,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
12,METRO BOOMIN,THE WEEKND,,,CREEPIN',ISLAND DEF JAM / UNIVERSAL MUSIC,2023,2,Metro Boomin,DaHeala,Metro Boomin,21 Savage,2022-12-02,sample,Boadicea - Enya
13,SAM SMITH,,,,UNHOLY,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC,2023,2,Blake Slatkin,Cirkut,Sam Smith,Kim Petras,2022-09-22,sample,Everything: 2022 Megamix - Joseph James (DJ)
14,PIERRE DE MAERE,,,,UN JOUR JE MARIERAI UN ANGE,WAGRAM / CINQ 7,2023,2,Marso (FRA),,Marso (FRA),Pierre de Maere,2021-11-08,,
15,ROSALÍA,,,,DESPECHÁ,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,2,Chris Jedi,Gaby Music,ROSALÍA,Chris Jedi,2022-07-28,sample,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56/66 - Bizarrap"
16,FAVÉ,,,,URUS,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2023,2,MB On The Track,,Favé (FRA),MB On The Track,2022-10-12,,
17,ONE REPUBLIC,,,,I AIN'T WORRIED,POLYDOR / UNIVERSAL MUSIC,2023,2,Ryan Tedder,Brent Kutzle,Björn Yttling,Tyler Spry,2022-05-13,sample,Young Folks - Peter Bjorn and John
18,GAZO,,,,FLEURS,BSB PROD,2023,2,Shiruken Music,,Tiakola,Gazo,2022-07-01,,
19,LIL NAS X,,,,STAR WALKIN',SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,2,Cirkut,Omer Fedi,Lil Nas X,Omer Fedi,2022-09-22,interpolation,Friday Night Lights (Version 4) - Lil Nas X
20,RIHANNA,,,,LIFT ME UP,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,2,Ludwig Göransson,,Rihanna,Tems,2022-10-28,sample,Lift Me Up (Instrumental) - Rihanna
21,MÅNESKIN,,,,THE LONELIEST,SONY MUSIC ENTERTAINMENT / EPIC,2023,2,Fabrizio Ferraguzzo,Måneskin,Damiano David,Ethan Torchio,2022-10-07,,
22,SOOLKING,,,,BALADER,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,MKL,,Niska,Soolking,2022-05-27,,
23,OLIVER TREE,ROBIN SCHULZ,,,MISS YOU,WEA / ATLANTIC RECORDS,2023,2,Robin Schulz,,Oliver Tree,Marshmello,2022-08-05,sample,Miss You - southstar
24,LUV RESVAL,,,,AZNVR,SONY MUSIC ENTERTAINMENT / AWA,2023,2,Kore,Aurélien Mazin,Luv Resval,,2023-01-06,,
25,ALONZO,,,,TOUT VA BIEN,SONY MUSIC ENTERTAINMENT / ONLY PRO,2023,2,SHK,Scar (FRA),Ninho,Naps,2022-05-20,,
26,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,2,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
27,DAMSO,,,,COEUR DE PIRATE,TRENTE-QUATRE CENTIMES,2023,2,Twinsmatic,,Damso,Twinsmatic,2022-12-18,interpolation,Dégaine - Aya Nakamura
28,DERTAY,,,,MA CAME,MAISON MASSENA,2023,2,Narco Verra,,Dertay,,2022-12-09,,
29,BEYONCÉ,,,,CUFF IT,COLUMBIA / PARKWOOD ENTERTAINMENT/COLUMBIA,2023,2,Beyoncé,NOVA WAV,Beyoncé,Raphael Saadiq,2022-07-29,sample,Square Biz - Teena Marie
30,SDM,,,,BOLIDE ALLEMAND,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,Berry Prod,Yopsy,SDM,Berry Prod,2022-12-02,interpolation,Rihanna - SDM
31,ZEG P,,,,FADE UP,BELIEVE / ON DA TRAX,2023,2,Zeg P,,SCH,Hamza,2022-06-24,,
32,SLIMANE,,,,DES MILLIERS DE JE T'AIME,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,Yaacov Salah,Meïr Salah,Slimane,,2022-09-02,,
33,AIME SIMONE,,,,SHINING LIGHT,BECAUSE / NO START NO END,2023,2,Aime Simone,,Aime Simone,,2020-07-31,,
34,JUL,,,,NAMEK,BELIEVE / D'OR ET DE PLATINE,2023,2,AL PROD,,JuL,Omah Lay,2022-11-18,,
35,ORELSAN,ANGÈLE,,,CP_009_ E´VIDEMMENT,3EME BUREAU,2023,2,Skread,Phazz,Angèle,OrelSan,2022-10-28,,
36,TIAKOLA,,,,MEUDA,WATI-B,2023,2,Oath (NLD),,Tiakola,Oath (NLD),2022-05-27,sample,"M3lo, Meuda et So Bad (Tiakola Remix) - Iverstar $"
37,LOMEPAL,,,,À PEU PRÈS,IDOL / PINÉALE,2023,2,Stwo,Pierrick Devin,Lomepal,,2022-09-16,,
38,GAZO,,,,RAPPEL,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,2,Shiruken Music,,Gazo,Shiruken Music,2022-06-28,,
39,CENTRAL CEE,,,,DOJA,WARNER / CENTRAL CEE,2023,2,LiTek,WhYJay,Central Cee,Eve,2022-07-21,sample,Let Me Blow Ya Mind - Eve
40,SCH,,,,AUTOBAHN,REC118 / REC. 118,2023,2,SCH,Vito Bendinelli,SCH,Vito Bendinelli,2022-11-18,,
41,GAMBI,,,,PETETE,WARNER / REC. 118,2023,2,808 Smoove,Elias Beats,Gambi,,2022-07-29,sample,Calabria 2007 - Enur
42,LORENZO,,,,COCO,ROMANCE MUSIQUE / MFC,2023,2,Arthur Malherbe,Yro,Lorenzo,Arthur Malherbe,2022-12-02,,
43,BIGFLO,OLI,,,COUP DE VIEUX,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION POLYDOR,2023,2,20syl,Bigflo,Charles Aznavour,Julien Doré,2022-06-24,sample,Axel F - Crazy Frog
44,OXLADE,,,,KU LO SA,SONY MUSIC ENTERTAINMENT / EPIC,2023,2,Ozedikus,,Oxlade,Camila Cabello,2022-10-21,sample,Feel complete - PinkPantheress
45,TIAKOLA,,,,GASOLINA,WATI-B,2023,2,Shiruken Music,,Tiakola,Rsko,2022-05-27,,
46,JUL,,,,CŒUR BLANC,BELIEVE / D'OR ET DE PLATINE,2023,2,Captain Beats,,JuL,Captain Beats,2022-12-08,,
47,GALA,,,,FREED FROM DESIRE,BELIEVE / DO IT YOURSELF,2023,2,Molella,Phil Jay,Gala,Molella,1996-10-23,sample,3 ÉTOILES - Yanslo
48,RAYE,,,,ESCAPISM.,ORCHARD / HUMAN RE SOURCES,2023,2,Mike Sabath,,RAYE,Mike Sabath,2022-10-12,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
49,BLACK EYED PEAS,,,,DON'T YOU WORRY,POLYDOR,2023,2,will.i.am,David Guetta,will.i.am,apl.de.ap,2022-06-17,sample,Play Hard - David Guetta
50,NINHO,,,,LA VIE QU ON MENE,REC. 118 / MAL LUNE MUSIC,2023,2,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
51,SOFIA CARSON,,,,COME BACK HOME,MCA / WALT DISNEY RECORDS,2023,2,Eren Cannata,Dan Crean,Eren Cannata,Justin Tranter,2022-07-12,interpolation,Come Back Home (Stripped) - Sofia Carson
52,NOUR,,,,PREMIER AMOUR,MCA,2023,2,,,,,2022-10-07,,
53,CALEMA,,,,TE AMO,POLYDOR,2023,2,,,,,,,
54,YANNS,,,,CLIC CLIC PAN PAN,BELIEVE / PRODIGE MUSIC,2023,2,Toto Beats,,Yanns,,2021-12-10,,
55,LOUANE,,,,SECRET,ISLAND DEF JAM,2023,2,Tristan Salvati,,Louane,,2022-10-09,interpolation,Secret (sad orchestra) - Louane
56,PEDRO SAMPAIO,ANITTA,DADJU,MC PEDRINHO,DANÇARINA,WEA / WM BRAZIL,2023,2,Maikinho DJ,PEDRO SAMPAIO,Tiakola,MC Pedrinho,2022-02-01,sample,Dieu merci - Dadju
57,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2023,2,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
58,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC,2023,2,MarvelPro,,Vacra,,2022-11-10,,
59,SZA,,,,KILL BILL,SONY MUSIC ENTERTAINMENT / TOP DAWG ENTERTAINMENT/RCA RECORDS,2023,2,Carter Lang,Rob Bisel,SZA,Rob Bisel,2022-12-09,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
60,LADY GAGA,,,,BLOODY MARY,POLYDOR / INTERSCOPE RECORDS,2023,2,Lady Gaga,DJ White Shadow,DJ White Shadow,Lady Gaga,2011-05-23,sample,Капибара (Capybara) - ​gerka & kiryuha
61,FAVÉ,,,,TOXIC,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2023,2,DJ Bellek,Pxblo,Favé (FRA),,2023-01-05,,
62,NISKA,,,,GENKIDAMA,CAPITOL MUSIC FRANCE / MILLENIUM,2023,2,Boumidjal,HoloMobb,Niska,Boumidjal,2022-11-23,,
63,JUL,,,,J'AI TOUT SU,BELIEVE / D'OR ET DE PLATINE,2023,2,JuL,,JuL,,2022-06-03,,
64,DAMSO,,,,DIEU NE MENT JAMAIS,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,DSK,,Damso,,2017-04-28,,
65,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,2,HuFel Beatz,,Werenoi,,2022-08-08,,
66,IMAGINE DRAGONS,,,,SHARKS,POLYDOR / INTERSCOPE RECORDS,2023,2,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-06-24,,
67,LOMEPAL,,,,DECRESCENDO,IDOL / PINÉALE,2023,2,Stwo,Pierrick Devin,Lomepal,,2022-09-16,,
68,SOOLKING,,,,SUAVEMENTE,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,Scar (FRA),Voluptyk,Soolking,,2022-02-23,interpolation,Suavemente - Elvis Crespo
69,TAYC,,,,CARRY ME,BELIEVE / PLAY TWO,2023,2,Nyadjiko,,Tayc,,2023-01-09,,
70,NINHO,,,,VVS,REC. 118 / MAL LUNE MUSIC,2023,2,Young KO,,Ninho,,2021-12-03,,
71,KOFS,LACRIM,,,BANG BANG BANG,BELIEVE / SANTÉ & BONHEUR,2023,2,Ladjoint,Pavillon Noir,Kofs,Lacrim,2023-01-06,,
72,HEUSS L'ENFOIRÉ,,,,LA MARSEILLAISE,BELIEVE / 150 PRODUCTIONS / STRAW PROD,2023,2,Zeg P,,Ninho,Heuss L’enfoiré,2022-11-04,interpolation,La Marseillaise (Version courte) - Rouget de l’Isle
73,SOUND OF LEGEND,,,,I'M SO EXCITED,BELIEVE / PLAY TWO,2023,2,Sound Of Legend,,Ruth Pointer,June Pointer,2022-10-14,,
74,PLK,,,,ÉMOTIF,WAGRAM / PANENKA MUSIC,2023,2,,,Playboi Carti,,,interpolation,Paper - Playboi Carti
75,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,2,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
76,VIANNEY,ED SHEERAN,,,CALL ON ME,BELIEVE / TÔT OU TARD,2023,2,Vianney,Ed Sheeran,Ed Sheeran,Vianney,2022-10-07,,
77,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
78,ORELSAN,,,,LA QUÊTE,WAGRAM / WAGRAM MUSIC / 3ÈME BUREAU,2023,2,Phazz,Skread,OrelSan,,2021-11-19,interpolation,CP_002_Les aventures de MiniSan - OrelSan
79,AYA NAKAMURA,,,,SMS,WARNER / REC. 118,2023,2,Shiruken Music,Hard Level,Aya Nakamura,,2022-12-01,sample,Mon soleil - Princess Lover
80,KABONGO-DJ,VEGEDREAM,,,MERCI LES BLEUS,BELIEVE / PLAY TWO,2023,2,,,,,,,
81,KERCHAK,,,,PEUR,SONY MUSIC ENTERTAINMENT / LABEL BLUE SKY,2023,2,Shiruken Music,Draco Dans Ta Face,Kerchak,Ziak,2022-09-23,,
82,LOMEPAL,,,,TROP BEAU,IDOL / PINÉALE,2023,2,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
83,JOSMAN,,,,INTRO,SIDELINE,2023,2,Eazy Dew,Lucci’ (FRA),Josman,,2022-03-18,,
84,TAYC,MARCUS,,,SALOMÉ,BELIEVE / PLAY TWO,2023,2,Nyadjiko,,Tayc,,2021-11-26,,
85,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2023,2,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
86,BEENDO Z,,,,PAS BÊTE,WARNER / GUETTE MUSIC,2023,2,Beatsbyisma,,Beendo Z,Beatsbyisma,2022-06-29,,
87,SDM,,,,REDESCENDS,CAPITOL MUSIC FRANCE / CAPITOL,2023,2,Ghenda,,SDM,Tiakola,2022-07-15,,
88,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,2,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
89,ELTON JOHN,DUA LIPA,,,COLD HEART,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,2,GD8,,KayleeHazel,Elton John,2024-05-24,,
90,TIMAL,,,,FILTRÉ,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2023,2,Noxious,,Gazo,Timal,2022-02-11,,
91,TIAKOLA,,,,MODE AV,WATI-B,2023,2,Heezy Lee,Spectra (Producer),Gazo,Niska,2022-05-27,interpolation,PARKINSON - Gazo
92,OUSSAMA,,,,NSITI,WARNER / ELEKTRA FRANCE,2023,2,Sarah Benaldjia,,Oussama,,2022-12-28,,
93,ADÉ,,,,TOUT SAVOIR,BELIEVE / TÔT OU TARD,2023,2,Adé (Chanteuse),Leslie Dupuis-Mendel,Adé (Chanteuse),,2022-04-19,,
94,LUCENZO,OLUPELLAR,,,MAMBELLA,BELIEVE / PLAY TWO,2023,2,,,Okikiolu Awoyele,Nello Fortes,2022-09-30,,
95,ZED,,,,JOLI,BELIEVE / LDS PRODUCTION,2023,2,Nepta,Maz Beats (FRA),Zed,Nepta,2022-09-09,,
96,CHRIS BROWN,,,,UNDER THE INFLUENCE,SONY MUSIC ENTERTAINMENT / CHRIS BROWN ENTERTAINMENT/RCA RECORDS,2023,2,KDDO,,Tiffany McKie,Davido,2019-10-04,sample,Aparkat (Yarım Kaldı) - Ege Boran
97,MIG,,,,PAS DE RALENTIR 3,VIRGIN RECORDS FRANCE / VIRGIN RECORDS,2023,2,Melo (FRA),,Mig,Melo (FRA),2023-01-01,,
98,IMAGINE DRAGONS,,,,BONES,POLYDOR / INTERSCOPE RECORDS,2023,2,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-03-11,sample,Radioactive Bones - Bongs237
99,SCH,,,,LIF,WARNER / REC. 118,2023,2,Lil Ben,,SCH,Lil Ben,2022-10-27,interpolation,Le son qui met la pression - Lunatic
100,TAYLOR SWIFT,,,,ANTI-HERO,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,2,Jack Antonoff,Taylor Swift,Taylor Swift,Jack Antonoff,2022-10-21,sample,Everything: 2022 Megamix - Joseph James (DJ)
101,CAMILA CABELLO,,,,BAM BAM,SONY MUSIC ENTERTAINMENT / EPIC,2023,2,Ricky Reed,Édgar Barrera,Scott Harris,Cheche Alara,2022-03-04,sample,Everything: 2022 Megamix - Joseph James (DJ)
102,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2023,2,,,,,2011-08-16,,
103,DERMOT KENNEDY,,,,KISS ME,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,2,Scott Harris,KOZ,Dermot Kennedy,Dan Smith,2022-09-02,,
104,RONISIA,,,,200 KM/H,SONY MUSIC ENTERTAINMENT / EPIC,2023,2,Heezy Lee,Noxious,Ronisia,Gazo,2022-12-09,,
105,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2023,2,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
106,NAPS,,,,BEST LIFE,BELIEVE / OK MANY INDUSTRIE/13ÈME ART MUSIC,2023,2,CDR (FRA),,GIMS,Naps,2021-09-29,interpolation,PS5 - Drismer & PCN
107,ORELSAN,,,,JOUR MEILLEUR,3EME BUREAU,2023,2,Skread,,OrelSan,,2021-11-19,,
108,JUL,,,,BEUH À LA NOIX DE COCO,BELIEVE / D'OR ET DE PLATINE,2023,2,Art Hard Beats,,JuL,ADN Beats,2022-12-09,,
109,GLASS ANIMALS,,,,HEAT WAVES,VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC,2023,2,Dave Bayley,,Dave Bayley,,2020-06-29,sample,Guess What’s Back - David0Mario
110,FARRUKO,,,,PEPAS,SONY MUSIC ENTERTAINMENT / RCA,2023,2,Sharo Towers,Ghetto,IAmChino,Juan Manuel Gomez,2021-06-24,sample,Dos Tres Trucos - Paola Suárez
111,GAZO,,,,CELINE 3X,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,2,Nardey,Scar (FRA),Gazo,Nardey,2022-05-11,sample,Dernière danse - Indila
112,WERENOI,,,,SELFIE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,2,Claro Beats,,Werenoi,Maes,2022-09-23,,
113,BURNA BOY,,,,LAST LAST,WEA / SPACESHIP/ BAD HABIT/ATLANTIC RECORDS,2023,2,Ruuben,MD$,Chopstix,Rodney Jerkins,2022-05-13,sample,He Wasn’t Man Enough - Toni Braxton
114,NINHO,REDVOLUTION,,,CAROLINA,BELIEVE / REDVOLUTION,2023,2,Gabbi (FRA),,Ninho,Gabbi (FRA),2022-10-21,,
115,TIAKOLA,,,,LA CLÉ,SONY MUSIC ENTERTAINMENT / WATI-B,2023,2,Boumidjal,D1gri,Tiakola,Boumidjal,2021-12-23,,
116,IMAGINE DRAGONS,,,,ENEMY,POLYDOR / INTERSCOPE RECORDS,2023,2,Mattman & Robin,,Justin Tranter,JID,2021-10-28,sample,‎the house 𝐏𝐀𝐑𝐓 𝐎𝐍𝐄 - ‎beenibroh
