classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
143,NAPS,,,,6.3,BELIEVE / OK MANY INDUSTRIE / 13ÈME ART MUSIC,2021,31,DIIAS,,Ninho,Naps,2020-02-20,,
144,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2021,31,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
145,ATB,,,,YOUR LOVE,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,31,Yhonny Atella Rivero,Julio Galindez,Kiddo A.I.,Andrés Saavedra,2024-11-04,,
146,BILLIE EILISH,,,,I DIDN'T CHANGE MY NUMBER,POLYDOR / INTERSCOPE RECORDS,2021,31,FINNEAS,,Billie Eilish,FINNEAS,2021-07-30,interpolation,Two Champions v3 - Панки Житикары (Zhitikara Punks)
147,LAYLOW,,,,WINDOW SHOPPER PART. 1,SONY MUSIC ENTERTAINMENT,2021,31,Prinzly,Ponko,Laylow,Hamza,2021-07-16,,
148,LAYLOW,,,,UN REVE ETRANGE,SONY MUSIC ENTERTAINMENT,2021,31,Loubenski,,Laylow,,2021-07-16,sample,Just a Dream - Nelly
149,BILLIE EILISH,,,,NDA,POLYDOR / UNIVERSAL MUSIC,2021,31,FINNEAS,,Billie Eilish,FINNEAS,2021-07-09,sample,Show Me Love (Extended Version) - t.A.T.u.
150,POP SMOKE,,,,DIOR,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,31,808 Melo,,Pop Smoke,808 Melo,2019-07-26,sample,The Coven - Peter Gundry
151,BILLIE EILISH,,,,LOST CAUSE,POLYDOR / UNIVERSAL MUSIC,2021,31,FINNEAS,,Billie Eilish,FINNEAS,2021-06-02,sample,5AM - Ant Wan
152,GAZO,,,,KASSAV,SONY MUSIC ENTERTAINMENT / BSB PROD,2021,31,Scar (FRA),Nardey,Gazo,Tiakola,2021-01-14,interpolation,Drill FR 4 - Gazo
153,LOMEPAL,,,,TROP BEAU,PINEALE PROD - GRAND MUSIQUE MANAGEMENT,2021,31,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
154,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,WARNER / WM FR AFFILIATED/PLAY TWO,2021,31,,,Sébastien Gourseyrol,,2017-07-02,,
155,HOSHI,,,,ET MÊME APRÈS JE T'AIMERAI,SONY MUSIC ENTERTAINMENT / JO & CO,2021,31,Bereshhet Productions,,Hoshi (FRA),,2021-03-17,,
156,HATIK,,,,ANGELA,LOW WOOD,2021,31,Medeline,,Hatik,,2019-08-30,interpolation,Angela - Saïan Supa Crew
157,TIËSTO,,,,THE BUSINESS,WEA / ATLANTIC RECORDS,2021,31,Anton Rundberg,Tiësto,Anton Rundberg,Julia Karlsson,2020-09-25,sample,Gazo x Tiësto - Die For The Business (Komodo mashup) - Komodo (Producer)
158,JUL,,,,LE BOUTON,BELIEVE / D'OR ET DE PLATINE,2021,31,JuL,,JuL,,2021-06-24,,
159,NAPS,,,,EN DÉTENTE,BELIEVE / ALL POINTS,2021,31,Zeg P,,Naps,,2019-06-28,,
160,HIRO,NINHO,,,A DÉCOUVERT,URBAN,2021,31,John Scorp,Dopryn Wilson,Hiro,Ninho,2019-04-19,,
161,AMEL BENT,CAMÉLIA JORDANA,VITAA,,MA SŒUR,CAPITOL MUSIC FRANCE / CAPITOL,2021,31,Renaud Rebillaud,,Vitaa,Renaud Rebillaud,2021-05-27,,
162,HORNET LA FRAPPE,,,,KEDABA,WARNER / REC. 118,2021,31,BBP,Djam Chow,Hornet La Frappe,,2021-07-02,,
163,ED SHEERAN,,,,SHAPE OF YOU,WEA / ATLANTIC RECORDS UK,2021,31,,,,,,,
164,NATHAN EVANS,,,,WELLERMAN,CAROLINE FRANCE / UNIVERSAL MUSIC,2021,31,Nathan Evans,,Nathan Evans,,2021-04-09,,
165,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2021,31,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
166,SILK SONIC,,,,SKATE,WARNER / AFTERMATH ENTERTAINMENT/ATLANTIC,2021,31,D’Mile,Bruno Mars,D’Mile,DOMi,2021-07-30,interpolation,Treasure - Bruno Mars
167,BILLIE EILISH,,,,MY FUTURE,POLYDOR / UNIVERSAL MUSIC,2021,31,FINNEAS,,Billie Eilish,FINNEAS,2020-07-30,interpolation,My Future - CHIKA
168,NINHO,,,,GOUTTE D’EAU,WARNER / REC. 118 / MAL LUNÉ MUSIC,2021,31,Kozbeatz,,Ninho,,2019-02-21,,
169,DINOS,,,,NO LOVE,CAPITOL MUSIC FRANCE / SPKTAQLR,2021,31,Twenty9,,Marie Plassard,Dinos,2019-11-29,interpolation,Indépendants - Booba
170,NINHO,,,,LETTRE A UNE FEMME,WARNER SPECIAL MARKETING,2021,31,Croisade,Heezy Lee,Ninho,,2020-03-07,interpolation,Lettre à une femme - Dinor Rdt
171,4 NON BLONDES,,,,WHAT'S UP?,POLYDOR / INTERSCOPE RECORDS,2021,31,David Tickle,,Linda Perry,,1992-10-13,sample,1992 - The Hood Internet
172,AVA MAX,,,,EVERYTIME I CRY,WARNER / ATLANTIC RECORDS,2021,31,Sean Myer,Cirkut,Carol Ades,Ava Max,2021-06-08,sample,EveryTime I Cry - VАNGAL
173,JUL,,,,TEREZA,BELIEVE / D'OR ET DE PLATINE,2021,31,JuL,,JuL,,2021-06-25,,
174,JUL,,,,JE KILL AU MIC,BELIEVE / D'OR ET DE PLATINE,2021,31,Djee Beats,,JuL,,2021-06-25,,
175,LANDY,,,,MÉDUSA,109 RECORD,2021,31,DMS (FRA),WMK,Landy,,2020-12-18,,
176,DJADJA,DINAZ,,,J'FAIS MES AFFAIRES,BELIEVE / CARRE-MUSIC,2021,31,BDR,,Dinaz,Djadja,2016-05-06,,
177,POP SMOKE,,,,WOO BABY,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,31,2300,BoogzDaBeast,Pop Smoke,Jess Jackson,2021-07-16,sample,So Sick - Ne-Yo
178,FRANGLISH,,,,MY SALSA,CAPITOL MUSIC FRANCE / CAPITOL,2021,31,Nyadjiko,,Tory Lanez,Franglish,2020-06-12,interpolation,Still Not a Player - Big Pun
179,FEDER,OFENBACH,DAWTY MUSIC,,CALL ME PAPI,WARNER / ELEKTRA FRANCE,2021,31,Ofenbach,Jen Jis,César Laurent de Rummel,Warren Zavala,2021-06-25,,
180,FRÉRO DELAVEGA,,,,LE CHANT DES SIRÈNES,CAPITOL MUSIC FRANCE / CAPITOL,2021,31,Thierry De Cara,Manu larrouy,,,2014-08-08,,
181,NEKFEU,,,,ON VERRA,POLYDOR / SEINE ZOO,2021,31,BLV,,Nekfeu,,2015-05-01,interpolation,So High (Blacc Hollywood) - Wiz Khalifa
182,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2021,31,,,,,2011-08-16,,
183,KENDJI GIRAC,,,,EVIDEMMENT,ISLAND DEF JAM,2021,31,Renaud Rebillaud,,Renaud Rebillaud,Vianney,2020-10-09,,
184,ZKR,,,,FREESTYLE 5MIN #11,BELIEVE / MORNING GLORY MUSIC / ALL ROAD / ALLPOINTS,2021,31,SS10,Keskia (Music Producer),Zkr,,2021-06-30,,
185,J. BALVIN,,,,IN DA GETTO,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,31,Skrillex,Tainy,J Balvin,Skrillex,2021-07-02,sample,Ina Di Ghetto - Yung GreenEyez
186,KOBA LAD,,,,CRAMÉ,CAPITOL MUSIC FRANCE / MILLENIUM,2021,31,SHB,Voluptyk,OBOY,Koba LaD,2021-06-17,,
187,GIMS,DADJU X SLIMANE,,,BELLE,SONY MUSIC ENTERTAINMENT / PLAY TWO,2021,31,Renaud Rebillaud,,Riccardo Cocciante,Luc Plamondon,2021-04-05,sample,Belle - Garou
188,FREEZE CORLEONE,,,,FREEZE RAËL,NEUVE / CAROLINE FRANCE / MANGEMORT SQUAD,2021,31,Flem,,Freeze Corleone,,2020-09-11,interpolation,Le Big & Le Big - Bon Chance
189,THE WEEKND,,,,I FEEL IT COMING,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,31,Daft Punk,The Weeknd,Doc McKinney,Cirkut,2016-06-24,sample,Shape of Now - DJ Earworm
190,NINHO,,,,MAMAN NE LE SAIT PAS FEAT NISKA,REC. 118 / MAL LUNE MUSIC,2021,31,,,,,2019-03-22,,
191,JUL,,,,LIMITLESS,BELIEVE / D'OR ET DE PLATINE,2021,31,Stef Becker,,JuL,,2021-06-25,,
192,GUY2BEZBAR,,,,LALA,SONY MUSIC ENTERTAINMENT / BLUE MAGIC CORP,2021,31,Josh (FRA),,Guy2Bezbar,,2021-07-02,,
193,DADJU,,,,GRAND BAIN,POLYDOR,2021,31,MKL,,Ninho,Dadju,2020-06-19,,
194,JÉRÉMY FREROT,,,,UN HOMME,BELIEVE / LA FINCA SOUS LICENCE EXCLUSIVE 6&7,2021,31,,,Laurent Lamarca,Vincha,2020-11-25,,
195,ELAMS,,,,KODO,BELIEVE / RÉUSSIR ET MOURIR,2021,31,Mike Btz,,Vegedream,Elams,2021-07-23,,
196,DOJA CAT,,,,WOMAN,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2021,31,Linden Jay,Yeti Beats,Aynzli Jones,Jidenna,2021-06-25,sample,GO GO [Label Mix] - SkidKiller
197,LAYLOW,,,,LOST FOREST,SONY MUSIC ENTERTAINMENT,2021,31,Mingo4u,,Laylow,,2021-07-16,sample,Fuck tha Police - N.W.A
198,IMAGINE DRAGONS,,,,BELIEVER,POLYDOR / INTERSCOPE RECORDS,2021,31,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2017-02-01,sample,Novo Dono dos Miraculous - Venum Beats
199,MAES,,,,DYBALA,CAPITOL MUSIC FRANCE / MILLENIUM,2021,31,Trent 700,Chady,JuL,Maes,2020-01-17,,
200,BILLIE EILISH,,,,YOUR POWER,POLYDOR / UNIVERSAL MUSIC,2021,31,FINNEAS,,Billie Eilish,FINNEAS,2021-04-29,sample,Gods of the City - Dyme-A-Duzin
1,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2021,32,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
2,OBOY,,,,TDB,BELIEVE / SYNDICATE RECORDS,2021,32,Le Side,,OBOY,,2021-07-02,,
3,KOBA LAD,,,,DADDY CHOCOLAT,CAPITOL MUSIC FRANCE / MILLENIUM,2021,32,FD Prod,Chapo,Gazo,Koba LaD,2021-06-18,interpolation,Aller sans retour - Zola
4,SOSO MANESS,,,,PETROUCHKA,RCA GROUP,2021,32,Junior Alaprod,,PLK,Soso Maness,2021-06-04,interpolation,SUMMER 2021 - L.E.J
5,KUNGS,,,,NEVER GOING HOME,ISLAND DEF JAM,2021,32,Boys Noize,Kungs,MNDR,Peter Wade,2021-05-21,interpolation,Idol - Mind Enterprises
6,ED SHEERAN,,,,BAD HABITS,WEA / ATLANTIC,2021,32,Ed Sheeran,Fred again..,Ed Sheeran,Fred again..,2021-06-25,sample,Tino x Fumez The Engineer - Plugged In - Fumez The Engineer
7,JUL,,,,"PIC ET PIC, ALCOOL ET DRAME",BELIEVE / D'OR ET DE PLATINE,2021,32,Nass Prod,,JuL,,2021-06-25,,
8,MÅNESKIN,,,,BEGGIN',SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2021,32,Måneskin,Lucio Fabbri,Peggy Farina,Bob Gaudio,2017-12-08,sample,Beggin (Intro) - Bos Flip
9,DADJU,ANITTA,,,MON SOLEIL,POLYDOR,2021,32,Nyadjiko,,Anitta,Dadju,2021-06-03,,
10,SHOUSE,,,,LOVE TONIGHT,HELL BEACH,2021,32,Shouse,,Jack Madin,Ed Service,2017-12-14,sample,Du-Bye - Digga D
11,POLO,PAN,,,ANI KUNI,VIRGIN RECORDS FRANCE / EKLER'O'SHOCK,2021,32,,,,,2021-05-07,,
12,REIK,ROCCO HUNT,ANA MENA,,A UN PASO DE LA LUNA,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,32,Andrés Torres,El Dandee,Rocco Hunt,Andrés Torres,2021-03-23,,
13,LIL NAS X,,,,INDUSTRY BABY,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,32,,,,,,,
14,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,32,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
15,THE KID LAROI,,,,STAY,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,32,Cashmere Cat,Blake Slatkin,Finatik,Zac,2021-07-09,sample,​sirens r kinda scary - ‍xaev
16,LIL NAS X,,,,MONTERO,SONY MUSIC ENTERTAINMENT / COLUMBIA,2021,32,Take a Daytrip,,Lil Nas X,,,,
17,ALONZO,,,,LA SELEÇAO,ISLAND DEF JAM / ONLY PRO,2021,32,JuL,,Naps,JuL,2021-03-26,,
18,JUSTIN WELLINGTON,,,,IKO IKO,SONY MUSIC ENTERTAINMENT / B1,2021,32,Matthew Adcock,,Barbara Hawkins,James Crawford,2019-06-03,sample,Bowser Chef SML - Tuah Boys
19,JUL,,,,ALORS LA ZONE,BELIEVE / D'OR ET DE PLATINE,2021,32,SMR (FRA),,JuL,,2021-06-07,,
20,MHD,,,,AFRO TRAP PART. 11,CAPITOL MUSIC FRANCE / CAPITOL,2021,32,S2keyz,,MHD,,2021-05-27,,
21,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2021,32,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
22,NO LIMIT,ORELSAN,NINHO,,MILLIONS,SONY MUSIC ENTERTAINMENT / NO LIMIT PROD/EPIC,2021,32,Skread,Phazz,Ninho,OrelSan,2021-06-18,,
23,TAYC,,,,LE TEMPS,WARNER / WM FR AFFILIATED/PLAY TWO,2021,32,Tayc,Nyadjiko,Tayc,,2021-02-26,interpolation,SUMMER 2021 - L.E.J
24,NO LIMIT,BOSH,HEUSS L'ENFOIRÉ,,OLA OLA OLA,SONY MUSIC ENTERTAINMENT / NO LIMIT PROD,2021,32,Abiola Sani Agatha,DJ Wiils,Heuss L’enfoiré,Bosh,2021-07-30,,
25,DUA LIPA,DABABY,,,LEVITATING,WARNER / WARNER RECORDS,2021,32,,,,,,,
26,MHD,,,,POLOLO,CAPITOL MUSIC FRANCE / CAPITOL,2021,32,Washy,StillNaS,Tiakola,MHD,2021-07-14,,
27,STRANGE FRUITS MUSIC,LUJAVO,NITO-ONNA,,CALABRIA,WARNER / STRANGE FRUITS,2021,32,,,,,,,
28,THERAPIE TAXI,,,,ETÉ 90,WAGRAM / PANENKA MUSIC,2021,32,Vincent Duteuil,Zaoui,,,2021-01-08,,
29,LAYLOW,,,,R9R-LINE,SONY MUSIC ENTERTAINMENT,2021,32,BKH,,Damso,Laylow,2021-07-16,,
30,MARWA LOUD,,,,BIMBO,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,32,Boumidjal,,Moha K,Marwa Loud,2021-05-21,sample,Milkshake - Kelis
31,TRINIDAD CARDONA,,,,DINERO,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,32,D’Mile,Willstrumentals,D’Mile,Willstrumentals,2017-06-22,,
32,DOJA CAT,,,,KISS ME MORE,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2021,32,Yeti Beats,Rogét Chahayed,Carter Lang,Doja Cat,2021-04-09,sample,​call me - ‍xaev
33,BOOBA,,,,MONA LISA,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2021,32,Nassi,Kayna Samet,JSX,Booba,2021-03-04,interpolation,Anesthésie (Outro) - Kalash
34,KENDJI GIRAC,,,,BEBETO,ISLAND DEF JAM,2021,32,Renaud Rebillaud,,Vitaa,Soolking,2020-10-09,,
35,AYA NAKAMURA,,,,BOBO,WARNER / REC. 118,2021,32,Some-1ne,,Aya Nakamura,,2021-05-27,sample,# pour la vie - Kasper 939
36,GRADUR,FRANGLISH,,,TRUCS DE CHOSES,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC,2021,32,Young Bouba,,Gradur,Franglish,2021-07-30,,
37,GAZO,,,,HAINE&SEX,BSB PROD,2021,32,Selecta Killa,,Gazo,Selecta Killa,2021-02-26,,
38,CLARA LUCIANI,,,,LE RESTE,ROMANCE MUSIQUE,2021,32,Sage,Pierrick Devin,Sage,Clara Luciani,2021-04-09,,
39,NAPS,,,,LA DANSE DES BANDITS,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2021,32,Nass Brans,PMR,SCH,Naps,2021-04-02,,
40,JUSTIN BIEBER,,,,PEACHES,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,32,HARV,Shndō,Justin Bieber,watt,2021-03-19,sample,Shaun King Is Not Seeing Heaven - Ghais Guevara
41,RITON,,,,FRIDAY,SONY MUSIC ENTERTAINMENT / MINISTRY OF SOUND RECORDINGS,2021,32,Dopamine,Riton,Renny Wilson,Hugh Brankin,2021-01-15,sample,Push the Feeling On - Nightcrawlers
42,MOHA K,,,,VROUM VROUM,WLAB,2021,32,Loïc Sainte-Rose,DJ Mike One,Moha K,,2021-03-26,,
43,JOÉ DWÈT FILÉ,,,,JOLIE MADAME,SONY MUSIC ENTERTAINMENT / DF EMPIRE,2021,32,Joé Dwèt Filé,,Ronisia,Joé Dwèt Filé,2021-04-09,interpolation,​​sous à faire - Hatik
44,IMAGINE DRAGONS,,,,FOLLOW YOU,POLYDOR / INTERSCOPE RECORDS,2021,32,Joel Little,,Dan Reynolds,Wayne Sermon,2021-03-12,,
45,LAYLOW,,,,SPECIAL,SONY MUSIC ENTERTAINMENT,2021,32,Purple Airlines,,L. LaBorde,,2020-08-21,,
46,MAROON 5,,,,BEAUTIFUL MISTAKES,POLYDOR,2021,32,Andrew Goldstein,blackbear,Adam Levine,blackbear,2021-03-03,interpolation,Beautiful Mistakes (blackbear version) - blackbear
47,THE WEEKND,,,,TAKE MY BREATH,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,32,The Weeknd,Oscar Holter,Oscar Holter,Belly,2021-08-06,sample,damn! we got it bad: you’ll never guess what happens next - leroy
48,KORE,NINHO,,,MON POTO,RCA GROUP / AWA/RCA,2021,32,NASKID,Aurélien Mazin,Ninho,,2021-03-12,,
49,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2021,32,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
50,DUA LIPA,,,,LOVE AGAIN,WEA / WARNER RECORDS,2021,32,KOZ,Stuart Price,Irving Wallman,Max Wartell,2020-03-27,sample,Your Woman - White Town
51,SCH,JUL,,,MODE AKIMBO,REC118 / REC. 118,2021,32,Zeg P,,JuL,SCH,2021-03-19,interpolation,Quoi - SCH
52,DUA LIPA,,,,FEVER,WARNER / WARNER RECORDS,2021,32,Ian Kirkpatrick,Tristan Salvati,Dua Lipa,Julia Michaels,2020-10-29,sample,Doing Fine - Synnie
53,DJADJA,DINAZ,,,MANÈGE,BELIEVE / CARRÉ MUSIC,2021,32,Léo Brousset,Latimer,Dinaz,Djadja,2021-07-02,,
54,TRAVIS SCOTT,HVME,,,GOOSEBUMPS,SONY MUSIC ENTERTAINMENT / B1/EPIC,2021,32,Cardo Got Wings,CuBeatz,Travis Scott,Kendrick Lamar,2016-09-02,sample,Don’t Tell Me - PARTYNEXTDOOR
55,1PLIKÉ140,,,,ONGBAK 2,CAPITOL MUSIC FRANCE / MILLENIUM,2021,32,Louis the beatmaker,Ayrton,1PLIKÉ140,,2021-04-02,,
56,IMANBEK,SEAN PAUL,,,DANCING ON DANGEROUS,SONY MUSIC ENTERTAINMENT / B1,2021,32,Imanbek,,Sofía Reyes,Sean Paul,2021-04-09,,
57,OLIVIA RODRIGO,,,,GOOD 4 U,POLYDOR / UNIVERSAL MUSIC,2021,32,Alexander 23,Dan Nigro,Josh Farro,Hayley Williams,2021-05-14,sample,THATS WHAT I WANT - Lil Nas X
58,OFENBACH,LAGIQUE,,,WASTED LOVE,WARNER / ELEKTRA FRANCE,2021,32,Jen Jis,,Sophia Ayana,Rock-A-Tune,2021-01-08,,
59,MASTER KG,NOMCEBO ZIKODE,,,JERUSALEMA,WARNER / ELEKTRA FRANCE,2021,32,Master KG,,Nomcebo Zikode,,2019-10-11,,
60,BONEY M.,,,,RASPUTIN,SONY MUSIC ENTERTAINMENT / NITRON MUSIC,2021,32,Frank Farian,,George Reyam,Fred Jay,1978-08-28,sample,Mega Mix: Rivers of Babylon/Sunny/Daddy Cool/Ma Baker/Rasputin - Boney M.
61,DAMSO,,,,?. MOROSE,TRENTE-QUATRE CENTIMES,2021,32,Jim Henderson,Jean-Marie Aerts,Damso,Jim Henderson,2021-04-29,,
62,BENAB,,,,RS4,ISLAND DEF JAM / BENDO / DRACARYS MUSIC,2021,32,Koston,Bersa,Kofs,Timal,2021-07-30,,
63,HORNET LA FRAPPE,MAES,,,MAISON D’ARRÊT,WARNER / REC. 118,2021,32,Baille Broliker,,Maes,Hornet La Frappe,2021-08-05,,
64,TONES AND I,,,,DANCE MONKEY,WEA / ELEKTRA (NEK),2021,32,Konstantin Kersting,,Tones and I,,2019-05-10,sample,2000-2019 mashup | 200 songs from the last 20 years - YamiNoBahamut
65,TUNGEVAAG,KID INK,,,RIDE WITH ME,WARNER / SPINNIN' RECORDS,2021,32,Lost Boy (USA),Captain Curtis,Pronti,Kid Ink,2021-06-04,interpolation,Better Off Alone - Alice DeeJay
66,WILLOW SAGE HART,,,,COVER ME IN SUNSHINE,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2021,32,The Struts (Producers),,MoZella,Amy Allen,2021-02-12,,
67,HATIK,,,,MA P'TITE ÉTOILE,WARNER / WM FR AFFILIATED/PLAY TWO,2021,32,Mit (FRA),,Hatik,,2021-03-12,,
68,OBOY,,,,CABEZA,SYNDICATE RECORDS,2021,32,​mammouth,,OBOY,,2020-07-03,,
69,DINOS,,,,DU MAL À TE DIRE,CAPITOL MUSIC FRANCE / SPKTAQLR,2021,32,Ken & Ryu,,Damso,Dinos,2021-07-02,interpolation,J’ai des choses à te dire - Pearl (FRA)
70,NINHO,,,,LA VIE QU ON MENE,REC. 118 / MAL LUNE MUSIC,2021,32,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
71,MÅNESKIN,,,,I WANNA BE YOUR SLAVE,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2021,32,Måneskin,Fabrizio Ferraguzzo,Damiano David,Ethan Torchio,2021-03-19,sample,Waves on Twat - WowPoops
72,NINHO,,,,TOUT EN GUCCI,REC. 118 / MAL LUNE MUSIC,2021,32,Lil Ben,,Ninho,,2020-10-30,,
73,ISK,,,,LE BILLET,VIRGIN RECORDS FRANCE / VIRGIN RECORDS,2021,32,Noxious,,ISK,,2021-05-28,interpolation,Mafiosi - Le Classico Organisé
74,DA UZI,NEKFEU,,,JEUNE D'EN BAS,REC. 118 / VRAI2VRAI,2021,32,Amine Farsi,,Nekfeu,​DA Uzi,2021-07-23,,
75,WERE VANA,,,,CASANOVA,WARNER / WM FR AFFILIATED/PLAY TWO,2021,32,Laconi,,WeRe VaNa,,2020-11-06,,
76,KALASH,,,,TU LE SAIS,WARNER / WM FR AFFILIATED/PLAY TWO,2021,32,Malibu Beatz,Bouba No Time,Gazo,Kalash,2021-07-23,,
77,DJ SNAKE,,,,SELFISH LOVE,POLYDOR / UNIVERSAL MUSIC,2021,32,DJ Snake,,Marty Maro,DJ Snake,2021-03-04,,
78,BILLIE EILISH,,,,HAPPIER THAN EVER,POLYDOR / INTERSCOPE RECORDS,2021,32,FINNEAS,,Billie Eilish,FINNEAS,2021-07-30,sample,Away From Here - T.K. Choppa
79,LOST FREQUENCIES,,,,RISE,SONY MUSIC ENTERTAINMENT / EPIC AMSTERDAM,2021,32,Lost Frequencies,,Lost Frequencies,,2021-03-19,,
80,HARRY STYLES,,,,WATERMELON SUGAR,COLUMBIA,2021,32,Tyler Johnson,Kid Harpoon,Tyler Johnson,Kid Harpoon,2019-11-16,sample,Fuck You With Sugar On Top - Nearly a Fox
81,IMEN ES,,,,ESSAIE ENCORE,ISLAND DEF JAM / BENDO / FULGU PROD,2021,32,Young Bouba,Dadju,Imen Es,Abou Debeing,2021-05-27,,
82,JUL,,,,ASSASSINAT,BELIEVE / D'OR ET DE PLATINE,2021,32,Kakou,,JuL,,2021-06-25,,
83,JUL,,,,C'EST LA CITÉ,BELIEVE / D'OR ET DE PLATINE,2021,32,JuL,,Naps,JuL,2021-06-25,,
84,BLACK EYED PEAS,,,,GIRL LIKE ME,POLYDOR,2021,32,Johnny Goldstein,Shakira,Shakira,Tim Mitchell,2020-06-19,interpolation,Girl Like You - will.i.am
85,SIA,DAVID GUETTA,,,FLOATING THROUGH SPACE,WARNER / MONKEY PUZZLE/ATLANTIC,2021,32,Tony Green,Mike Hawkins,Greg Kurstin,Sia,2021-02-04,,
86,TESHER,,,,JALEBI BABY,CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC,2021,32,Tesher,,Tesher,,2020-11-13,,
87,DUNCAN LAURENCE,,,,ARCADE,POLYDOR / UNIVERSAL MUSIC,2021,32,Oscar Holleman,Wouter Hardy,Will Knox,Wouter Hardy,2019-03-07,sample,i hate every night - Lil Soda Boi
88,FRANGLISH,,,,SANS MOI,CAPITOL MUSIC FRANCE / CAPITOL,2021,32,Léo Brousset,DJ Erise,Aya Nakamura,Franglish,2021-07-09,,
89,GRAND CORPS MALADE,,,,DERRIÈRE LE BROUILLARD,CAROLINE FRANCE / ANOUCHE PRODUCTIONS,2021,32,Mosimann,Tiery-F,Louane,Grand Corps Malade,2020-09-11,,
90,BOOBA,,,,DRAGON,CAPITOL MUSIC FRANCE / TALLAC RECORDS,2021,32,Ludafrick,,Booba,,2021-07-16,,
91,DJADJA,DINAZ,,,SEULS,MUSICAST / CARRE-MUSIC,2021,32,Lil Ben,,Djadja,Dinaz,2017-03-17,,
92,PLK,,,,PILOTE,PANENKA MUSIC,2021,32,Neo Maestro,BGRZ,Hamza,PLK,2020-08-28,,
93,OBOY,,,,AVEC TOI,BELIEVE / 6&7,2021,32,Le Side,,OBOY,,2019-07-12,,
94,SERGE IBAKA / NINHO,,,,CHAMPION,IDOL / OUENZÉ MUSIC,2021,32,LKHDprod,Fxnder,Serge Ibaka,Ninho,2021-02-26,,
95,DOJA CAT,,,,NEED TO KNOW,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2021,32,Dr. Luke,,Dr. Luke,Doja Cat,2021-06-11,,
96,RAUW ALEJANDRO,,,,TODO DE TI,SONY MUSIC ENTERTAINMENT / SONY MUSIC LATIN,2021,32,Rauw Alejandro,Mr. NaisGai,Mr. NaisGai,Rafa Pabön,2021-05-21,sample,Todo De Ti - Cris Helia
97,DAVID GUETTA,KID CUDI,,,MEMORIES,WARNER / PARLOPHONE (FRANCE),2021,32,,,,,,,
98,DOJA CAT,,,,WOMAN,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2021,32,Linden Jay,Yeti Beats,Aynzli Jones,Jidenna,2021-06-25,sample,GO GO [Label Mix] - SkidKiller
